DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,TOTAL GIRO JUNIO 2023,OBSERVACIÓN
25279,CUNDINAMARCA,FOMEQUE,EPSS37,NUEVA EPS,800174375,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,4521000,
25279,CUNDINAMARCA,FOMEQUE,EPSS41,NUEVA EPS,800174375,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,40012500,
25281,CUNDINAMARCA,FOSCA,EPSS37,NUEVA EPS,832007272,CENTRO DE SALUD DE FOSCA E.S.E.,1085000,
25281,CUNDINAMARCA,FOSCA,EPSS41,NUEVA EPS,832007272,CENTRO DE SALUD DE FOSCA E.S.E.,23234500,
25290,CUNDINAMARCA,FUSAGASUGA,EPSS37,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,44292298,
25290,CUNDINAMARCA,FUSAGASUGA,EPSS41,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,129842109,
25295,CUNDINAMARCA,GACHANCIPA,EPSS37,NUEVA EPS,899999158,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,4336925,
25295,CUNDINAMARCA,GACHANCIPA,EPSS41,NUEVA EPS,899999158,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,11102409,
25307,CUNDINAMARCA,GIRARDOT,EPSS02,SALUD TOTAL,800003765,VIRREY SOLIS IPS SA,423619193,
25307,CUNDINAMARCA,GIRARDOT,EPSS02,SALUD TOTAL,830027578,TORRES Y JARAMILLO S.A.S,38444675,
25307,CUNDINAMARCA,GIRARDOT,EPSS02,SALUD TOTAL,860024030,EMPRESA SOCIAL DEL ESTADO HOSPITAL DIOGENES TRONCOSO DE PUERTO SALGAR,37670000,
25307,CUNDINAMARCA,GIRARDOT,EPSS02,SALUD TOTAL,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,122636500,
25307,CUNDINAMARCA,GIRARDOT,EPSS02,SALUD TOTAL,890680032,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE VIOTA,43077000,
25307,CUNDINAMARCA,GIRARDOT,EPSS02,SALUD TOTAL,890701033,E.S.E. HOSPITAL SAN RAFAEL DE EL ESPINAL EMPRESA SOCIAL DEL ESTADO,43920840,
25307,CUNDINAMARCA,GIRARDOT,EPSS02,SALUD TOTAL,890701300,HOSPITAL SAN CARLOS ESE SALDAÑA TOLIMA,25761120,
25317,CUNDINAMARCA,GUACHETA,EPSS37,NUEVA EPS,800204497,ESE HOSPITAL SAN JOSE DE GUACHETA,8322600,
25322,CUNDINAMARCA,GUASCA,EPSS37,NUEVA EPS,860035447,E.S.E. HOSPITAL SAN ANTONIO DE GUATAVITA,2494000,
25326,CUNDINAMARCA,GUATAVITA,EPSS37,NUEVA EPS,860035447,E.S.E. HOSPITAL SAN ANTONIO DE GUATAVITA,522000,
25328,CUNDINAMARCA,GUAYABAL DE SIQUIMA,EPSS37,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,275002,
25328,CUNDINAMARCA,GUAYABAL DE SIQUIMA,EPSS41,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,1316081,
25394,CUNDINAMARCA,LA PALMA,EPSS37,NUEVA EPS,899999165,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,238732,
25394,CUNDINAMARCA,LA PALMA,EPSS41,NUEVA EPS,899999165,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,33312296,
25402,CUNDINAMARCA,LA VEGA,EPSS37,NUEVA EPS,900807482,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE LA VEGA,17971795,
25402,CUNDINAMARCA,LA VEGA,EPSS41,NUEVA EPS,900807482,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE LA VEGA,24600785,
25426,CUNDINAMARCA,MACHETA,EPSS37,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,115500,
25426,CUNDINAMARCA,MACHETA,EPSS41,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,5923500,
25426,CUNDINAMARCA,MACHETA,ESS024,COOSALUD,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,41988296,
25436,CUNDINAMARCA,MANTA,EPSS37,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,49500,
25436,CUNDINAMARCA,MANTA,EPSS41,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,610500,
25473,CUNDINAMARCA,MOSQUERA,EPSS37,NUEVA EPS,800200789,CLINICA CHIA S.A.S.,4982809,
25473,CUNDINAMARCA,MOSQUERA,EPSS37,NUEVA EPS,832010436,HOSPITAL MARIA AUXILIADORA EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE MOSQUERA,6381210,
25473,CUNDINAMARCA,MOSQUERA,EPSS41,NUEVA EPS,832010436,HOSPITAL MARIA AUXILIADORA EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE MOSQUERA,42227570,
25491,CUNDINAMARCA,NOCAIMA,EPSS37,NUEVA EPS,900807482,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE LA VEGA,890745,
25491,CUNDINAMARCA,NOCAIMA,EPSS41,NUEVA EPS,900807482,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE LA VEGA,20085120,
25513,CUNDINAMARCA,PACHO,EPSS37,NUEVA EPS,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,45293301,
25513,CUNDINAMARCA,PACHO,EPSS41,NUEVA EPS,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,48938816,
25513,CUNDINAMARCA,PACHO,ESS024,COOSALUD,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,135755,
25518,CUNDINAMARCA,PAIME,EPSS37,NUEVA EPS,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,53349,
25518,CUNDINAMARCA,PAIME,EPSS41,NUEVA EPS,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,373443,
25518,CUNDINAMARCA,PAIME,ESS024,COOSALUD,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,49652347,
25535,CUNDINAMARCA,PASCA,EPSS37,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,233445,
25535,CUNDINAMARCA,PASCA,EPSS41,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,42891628,
25612,CUNDINAMARCA,RICAURTE,ESS024,COOSALUD,900058218,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE RICAURTE,15589062,
25653,CUNDINAMARCA,SAN CAYETANO,EPSS37,NUEVA EPS,899999032,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,130179,
25653,CUNDINAMARCA,SAN CAYETANO,EPSS41,NUEVA EPS,899999032,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,483522,
25718,CUNDINAMARCA,SASAIMA,EPSS41,NUEVA EPS,832000029,E.S.E. HOSPITAL HILARIO LUGO DE SASAIMA,31703500,
25736,CUNDINAMARCA,SESQUILE,EPSS37,NUEVA EPS,899999158,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,4568716,
25736,CUNDINAMARCA,SESQUILE,EPSS41,NUEVA EPS,899999158,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,18559806,
25743,CUNDINAMARCA,SILVANIA,EPSS37,NUEVA EPS,808003500,HOSPITAL ISMAEL SILVA E.S.E.,16770518,
25743,CUNDINAMARCA,SILVANIA,EPSS41,NUEVA EPS,808003500,HOSPITAL ISMAEL SILVA E.S.E.,67530996,
25754,CUNDINAMARCA,SOACHA,ESS024,COOSALUD,832001794,EMPRESA SOCIAL DEL ESTADO E.S.E MUNICIPAL DE SOACHA JULIO CESAR PEÑALOZA,464744808,
25769,CUNDINAMARCA,SUBACHOQUE,EPSS37,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,1158937,
25769,CUNDINAMARCA,SUBACHOQUE,EPSS41,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,17541199,
25772,CUNDINAMARCA,SUESCA,EPSS37,NUEVA EPS,800200789,CLINICA CHIA S.A.S.,2556231,
25772,CUNDINAMARCA,SUESCA,EPSS37,NUEVA EPS,832011441,E.S.E. HOSPITAL NUESTRA SEÑORA DEL ROSARIO SUESCA,1616000,
25772,CUNDINAMARCA,SUESCA,EPSS41,NUEVA EPS,832011441,E.S.E. HOSPITAL NUESTRA SEÑORA DEL ROSARIO SUESCA,21760000,
25777,CUNDINAMARCA,SUPATA,EPSS37,NUEVA EPS,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,551273,
25777,CUNDINAMARCA,SUPATA,EPSS41,NUEVA EPS,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,19561300,
25785,CUNDINAMARCA,TABIO,EPSS37,NUEVA EPS,899999164,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE TABIO,5238688,
25785,CUNDINAMARCA,TABIO,EPSS41,NUEVA EPS,899999164,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE TABIO,14376768,
25793,CUNDINAMARCA,TAUSA,EPSS37,NUEVA EPS,832008321,EMPRESA SOCIAL DEL ESTADO E.S.E. CENTRO DE SALUD DE TAUSA,3590500,
25793,CUNDINAMARCA,TAUSA,EPSS41,NUEVA EPS,832008321,EMPRESA SOCIAL DEL ESTADO E.S.E. CENTRO DE SALUD DE TAUSA,24532300,
25799,CUNDINAMARCA,TENJO,EPSS37,NUEVA EPS,800200789,CLINICA CHIA S.A.S.,1525635,
25805,CUNDINAMARCA,TIBACUY,EPSS37,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,124504,
25805,CUNDINAMARCA,TIBACUY,EPSS41,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,731461,
25807,CUNDINAMARCA,TIBIRITA,EPSS41,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,445500,
25817,CUNDINAMARCA,TOCANCIPA,EPSS37,NUEVA EPS,901339938,CARE & HEALTH SAS,4406080,
25817,CUNDINAMARCA,TOCANCIPA,EPSS41,NUEVA EPS,901339938,CARE & HEALTH SAS,15272320,
25823,CUNDINAMARCA,TOPAIPI,EPSS37,NUEVA EPS,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,497924,
25823,CUNDINAMARCA,TOPAIPI,EPSS41,NUEVA EPS,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,1031414,
25823,CUNDINAMARCA,TOPAIPI,ESS024,COOSALUD,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,16969,
25841,CUNDINAMARCA,UBAQUE,EPSS37,NUEVA EPS,800174375,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,990000,
25841,CUNDINAMARCA,UBAQUE,EPSS41,NUEVA EPS,800174375,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,31383000,
25871,CUNDINAMARCA,VILLAGOMEZ,EPSS37,NUEVA EPS,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,266745,
25871,CUNDINAMARCA,VILLAGOMEZ,EPSS41,NUEVA EPS,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,462358,
25871,CUNDINAMARCA,VILLAGOMEZ,ESS024,COOSALUD,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,67877,
25873,CUNDINAMARCA,VILLAPINZON,EPSS37,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,313500,
25873,CUNDINAMARCA,VILLAPINZON,EPSS41,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,53889000,
25878,CUNDINAMARCA,VIOTA,EPSS37,NUEVA EPS,890680032,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE VIOTA,94692691,
25878,CUNDINAMARCA,VIOTA,EPSS41,NUEVA EPS,890680032,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE VIOTA,15885896,
25885,CUNDINAMARCA,YACOPI,EPSS37,NUEVA EPS,899999165,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,2552596,
25885,CUNDINAMARCA,YACOPI,EPSS41,NUEVA EPS,899999165,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,52006848,
25899,CUNDINAMARCA,ZIPAQUIRA,EPSS37,NUEVA EPS,899999032,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,6843696,
25899,CUNDINAMARCA,ZIPAQUIRA,EPSS41,NUEVA EPS,899999032,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,61983801,
27001,CHOCO,QUIBDO,CCF102,COMFACHOCO,818000373,UNIDAD DE SALUD SANTA MARIA S.A.S,187563095,
27001,CHOCO,QUIBDO,CCF102,COMFACHOCO,818001019,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,264021603,
27001,CHOCO,QUIBDO,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,458857853,
27001,CHOCO,QUIBDO,CCF102,COMFACHOCO,900520293,"FUNDACIÓN UNIONVIDA ""FUNVIDA""",145928746,
27001,CHOCO,QUIBDO,EPSS37,NUEVA EPS,811037901,CORPORACION COLOMBIA SALUDABLE,95176068,
27001,CHOCO,QUIBDO,EPSS37,NUEVA EPS,818001019,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,13051581,
27001,CHOCO,QUIBDO,EPSS37,NUEVA EPS,900144266,IPS ERCHICHI JAI E.U.,7948690,
27001,CHOCO,QUIBDO,EPSS41,NUEVA EPS,818001019,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,439230838,
27001,CHOCO,QUIBDO,EPSS41,NUEVA EPS,900144266,IPS ERCHICHI JAI E.U.,29295171,
27001,CHOCO,QUIBDO,ESS024,COOSALUD,818001019,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,67877862,
27006,CHOCO,ACANDI,CCF102,COMFACHOCO,900538139,IPS INDIGENA CAPERA SAS,253066092,
27006,CHOCO,ACANDI,EPSS37,NUEVA EPS,900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,52615939,
27006,CHOCO,ACANDI,EPSS37,NUEVA EPS,900538139,IPS INDIGENA CAPERA SAS,24731226,
27006,CHOCO,ACANDI,EPSS41,NUEVA EPS,900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,28233316,
27006,CHOCO,ACANDI,EPSS41,NUEVA EPS,900538139,IPS INDIGENA CAPERA SAS,12335559,
27025,CHOCO,ALTO BAUDO,EPSS37,NUEVA EPS,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,88107537,
27025,CHOCO,ALTO BAUDO,EPSS37,NUEVA EPS,900552157,IPS INDIGENA JAI KERA S.A.S,115523352,
27025,CHOCO,ALTO BAUDO,EPSS41,NUEVA EPS,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,21139272,
27025,CHOCO,ALTO BAUDO,EPSS41,NUEVA EPS,900552157,IPS INDIGENA JAI KERA S.A.S,9486874,
27050,CHOCO,ATRATO,CCF102,COMFACHOCO,900037648,IPS SALUD PROTEGIDA,45100283,
27050,CHOCO,ATRATO,EPSS37,NUEVA EPS,900037648,IPS SALUD PROTEGIDA,288308,
27050,CHOCO,ATRATO,EPSS41,NUEVA EPS,900037648,IPS SALUD PROTEGIDA,216231,
27073,CHOCO,BAGADO,CCF102,COMFACHOCO,900037648,IPS SALUD PROTEGIDA,21678924,
27073,CHOCO,BAGADO,EPSS37,NUEVA EPS,900037648,IPS SALUD PROTEGIDA,36907723,
27073,CHOCO,BAGADO,EPSS41,NUEVA EPS,900037648,IPS SALUD PROTEGIDA,11182932,
27075,CHOCO,BAHIA SOLANO,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,185753294,
27077,CHOCO,BAJO BAUDO,EPSS37,NUEVA EPS,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,218283380,
27077,CHOCO,BAJO BAUDO,EPSS41,NUEVA EPS,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,35189980,
27099,CHOCO,BOJAYA,CCF102,COMFACHOCO,900206582,I.P.S. SERVIMEDICO S.A.S.,21190923,
27099,CHOCO,BOJAYA,EPSS37,NUEVA EPS,900144266,IPS ERCHICHI JAI E.U.,24230539,
27099,CHOCO,BOJAYA,EPSS37,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,132956046,
27099,CHOCO,BOJAYA,EPSS41,NUEVA EPS,900144266,IPS ERCHICHI JAI E.U.,5835806,
27099,CHOCO,BOJAYA,EPSS41,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,21384699,
27135,CHOCO,CANTON DE SAN PABLO,CCF102,COMFACHOCO,900881965,MEDICHOCO IPS S.A.S,33519322,
27135,CHOCO,CANTON DE SAN PABLO,EPSS37,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,52915412,
27135,CHOCO,CANTON DE SAN PABLO,EPSS41,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,6883479,
27150,CHOCO,CARMEN DEL DARIEN,CCF102,COMFACHOCO,900206582,I.P.S. SERVIMEDICO S.A.S.,95124052,
27150,CHOCO,CARMEN DEL DARIEN,CCF102,COMFACHOCO,900512334,TRANSACUATICO K & M S.A.S,32381589,
27150,CHOCO,CARMEN DEL DARIEN,EPSS37,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,32273068,
27150,CHOCO,CARMEN DEL DARIEN,EPSS41,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,58610120,
27160,CHOCO,CERTEGUI,CCF102,COMFACHOCO,900881965,MEDICHOCO IPS S.A.S,36568147,
27160,CHOCO,CERTEGUI,EPSS37,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,29451912,
27160,CHOCO,CERTEGUI,EPSS41,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,2109797,
27205,CHOCO,CONDOTO,CCF102,COMFACHOCO,891600061,ESE HOSPITAL SAN JOSE DE CONDOTO,65926245,
27205,CHOCO,CONDOTO,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,11288970,
27245,CHOCO,EL CARMEN,CCF102,COMFACHOCO,891680065,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,5422226,
27245,CHOCO,EL CARMEN,EPSS37,NUEVA EPS,891680065,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,121519086,
27245,CHOCO,EL CARMEN,EPSS41,NUEVA EPS,891680065,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,21649183,
27250,CHOCO,EL LITORAL DEL SAN JUAN,CCF102,COMFACHOCO,900538139,IPS INDIGENA CAPERA SAS,96637361,
27250,CHOCO,EL LITORAL DEL SAN JUAN,EPSS37,NUEVA EPS,900538139,IPS INDIGENA CAPERA SAS,124340474,
27250,CHOCO,EL LITORAL DEL SAN JUAN,EPSS41,NUEVA EPS,900538139,IPS INDIGENA CAPERA SAS,10964833,
27361,CHOCO,ITSMINA,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,15751305,
27361,CHOCO,ITSMINA,CCF102,COMFACHOCO,891680064,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,290936708,
27361,CHOCO,ITSMINA,EPSS37,NUEVA EPS,818002571,CENTRO MEDICO CUBIS LIMITADA,39582463,
27361,CHOCO,ITSMINA,EPSS37,NUEVA EPS,891680064,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,35109165,
27361,CHOCO,ITSMINA,EPSS41,NUEVA EPS,891680064,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,254656857,
27372,CHOCO,JURADO,CCF102,COMFACHOCO,900212320,UNIDAD MEDICA MI SALUD S.A.S.,74366897,
27372,CHOCO,JURADO,EPSS37,NUEVA EPS,900212320,UNIDAD MEDICA MI SALUD S.A.S.,122428,
27372,CHOCO,JURADO,EPSS41,NUEVA EPS,900212320,UNIDAD MEDICA MI SALUD S.A.S.,81618,
27413,CHOCO,LLORO,CCF102,COMFACHOCO,900037648,IPS SALUD PROTEGIDA,53987991,
27413,CHOCO,LLORO,EPSS37,NUEVA EPS,900037648,IPS SALUD PROTEGIDA,71962775,
27413,CHOCO,LLORO,EPSS37,NUEVA EPS,900144266,IPS ERCHICHI JAI E.U.,43734417,
27413,CHOCO,LLORO,EPSS41,NUEVA EPS,900037648,IPS SALUD PROTEGIDA,4829730,
27413,CHOCO,LLORO,EPSS41,NUEVA EPS,900144266,IPS ERCHICHI JAI E.U.,8207669,
27425,CHOCO,MEDIO ATRATO,CCF102,COMFACHOCO,900206582,I.P.S. SERVIMEDICO S.A.S.,68063006,
27425,CHOCO,MEDIO ATRATO,EPSS37,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,56081420,
27425,CHOCO,MEDIO ATRATO,EPSS41,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,5464563,
27430,CHOCO,MEDIO BAUDO,EPSS37,NUEVA EPS,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,95195380,
27430,CHOCO,MEDIO BAUDO,EPSS41,NUEVA EPS,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,26354020,
27450,CHOCO,MEDIO SAN JUAN,CCF102,COMFACHOCO,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,45258098,
27450,CHOCO,MEDIO SAN JUAN,CCF102,COMFACHOCO,900816374,MEDICAMENTOS Y ALGO MAS S.A.S,6971010,
27450,CHOCO,MEDIO SAN JUAN,EPSS37,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,49034653,
27450,CHOCO,MEDIO SAN JUAN,EPSS41,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,13990621,
27491,CHOCO,NOVITA,CCF102,COMFACHOCO,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,54706702,
27491,CHOCO,NOVITA,EPSS37,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,43546370,
27491,CHOCO,NOVITA,EPSS41,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,4723522,
27495,CHOCO,NUQUI,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,110130056,
27580,CHOCO,RIO IRO,CCF102,COMFACHOCO,900881965,MEDICHOCO IPS S.A.S,7251038,
27580,CHOCO,RIO IRO,EPSS37,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,43091004,
27580,CHOCO,RIO IRO,EPSS41,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,5072037,
27600,CHOCO,RIO QUITO,EPSS37,NUEVA EPS,818001324,MEJORSALUD LTDA,114198573,
27600,CHOCO,RIO QUITO,EPSS41,NUEVA EPS,818001324,MEJORSALUD LTDA,12071828,
27615,CHOCO,RIOSUCIO,CCF102,COMFACHOCO,900206582,I.P.S. SERVIMEDICO S.A.S.,137430925,
27615,CHOCO,RIOSUCIO,CCF102,COMFACHOCO,900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,9297056,
27615,CHOCO,RIOSUCIO,CCF102,COMFACHOCO,900483570,IPS KATIOS RIOSUCIO LTDA,93778942,
27615,CHOCO,RIOSUCIO,EPSS37,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,1735802,
27615,CHOCO,RIOSUCIO,EPSS41,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,20593903,
27660,CHOCO,SAN JOSE DEL PALMAR,CCF102,COMFACHOCO,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,76681388,
27660,CHOCO,SAN JOSE DEL PALMAR,EPSS37,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,99970,
27660,CHOCO,SAN JOSE DEL PALMAR,EPSS41,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,139958,
27745,CHOCO,SIPI,CCF102,COMFACHOCO,900212320,UNIDAD MEDICA MI SALUD S.A.S.,40531223,
27745,CHOCO,SIPI,EPSS37,NUEVA EPS,900212320,UNIDAD MEDICA MI SALUD S.A.S.,30421228,
27745,CHOCO,SIPI,EPSS41,NUEVA EPS,900212320,UNIDAD MEDICA MI SALUD S.A.S.,4871727,
27787,CHOCO,TADO,CCF102,COMFACHOCO,818000466,ESE HOSPITAL SAN JOSE DE TADO,85529721,
27787,CHOCO,TADO,CCF102,COMFACHOCO,818002342,SERSALUD I.P.S. CHOCO SAS,51745449,
27787,CHOCO,TADO,EPSS37,NUEVA EPS,818000466,ESE HOSPITAL SAN JOSE DE TADO,146520704,
27787,CHOCO,TADO,EPSS41,NUEVA EPS,818000466,ESE HOSPITAL SAN JOSE DE TADO,28677572,
27800,CHOCO,UNGUIA,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,189442400,
27800,CHOCO,UNGUIA,CCF102,COMFACHOCO,900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,23165506,
27800,CHOCO,UNGUIA,CCF102,COMFACHOCO,901179608,IPS GOLFO SALUD S.A.S,29639760,
27810,CHOCO,UNION PANAMERICANA,CCF102,COMFACHOCO,900881965,MEDICHOCO IPS S.A.S,63090879,
27810,CHOCO,UNION PANAMERICANA,EPSS37,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,28769958,
27810,CHOCO,UNION PANAMERICANA,EPSS41,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,6904790,
41001,HUILA,NEIVA,EPSI03,A.I.C.,813005265,E.S.E. CARMEN EMILIA OSPINA DE NEIVA,390382929,
41001,HUILA,NEIVA,EPSS37,NUEVA EPS,800065396,INSTITUTO DE DIAGNOSTICO MEDICO S.A.,211812363,
41001,HUILA,NEIVA,EPSS37,NUEVA EPS,813005265,E.S.E. CARMEN EMILIA OSPINA DE NEIVA,34225000,
41001,HUILA,NEIVA,EPSS41,NUEVA EPS,813005265,E.S.E. CARMEN EMILIA OSPINA DE NEIVA,1140725000,
41006,HUILA,ACEVEDO,EPSI03,A.I.C.,813002497,E.S.E. HOSPITAL SAN FRANCISCO JAVIER DE ACEVEDO,84695864,
41006,HUILA,ACEVEDO,EPSS37,NUEVA EPS,813002497,E.S.E. HOSPITAL SAN FRANCISCO JAVIER DE ACEVEDO,3145164,
