DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,FORMA DE CONTRATACIÓN,"TOTAL GIRO 
NOVIEMBRE 2023",OBSERVACIÓN
25053,CUNDINAMARCA,ARBELAEZ,EPSS37,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,Capitacion,2496052,
25053,CUNDINAMARCA,ARBELAEZ,EPSS41,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,Capitacion,23123432,
25099,CUNDINAMARCA,BOJACA,EPSS37,NUEVA EPS,860009555,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,Capitacion,330552,
25099,CUNDINAMARCA,BOJACA,EPSS41,NUEVA EPS,860009555,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,Capitacion,7823064,
25120,CUNDINAMARCA,CABRERA,EPSS37,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,Capitacion,523548,
25120,CUNDINAMARCA,CABRERA,EPSS41,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,Capitacion,1799672,
25126,CUNDINAMARCA,CAJICA,EPSS37,NUEVA EPS,832002436,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,Capitacion,7175952,
25126,CUNDINAMARCA,CAJICA,EPSS41,NUEVA EPS,832002436,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,Capitacion,13375566,
25148,CUNDINAMARCA,CAPARRAPI,EPSS37,NUEVA EPS,860020283,E.S.E. HOSPITAL SAN JOSE DE GUADUAS,Capitacion,1971801,
25148,CUNDINAMARCA,CAPARRAPI,EPSS41,NUEVA EPS,860020283,E.S.E. HOSPITAL SAN JOSE DE GUADUAS,Capitacion,33689147,
25154,CUNDINAMARCA,CARMEN DE CARUPA,EPSS41,NUEVA EPS,899999161,ESE HOSPITAL HABACUC CALDERON DE CARMEN DE CARUPA,Capitacion,31360000,
25168,CUNDINAMARCA,CHAGUANI,EPSS37,NUEVA EPS,860020283,E.S.E. HOSPITAL SAN JOSE DE GUADUAS,Capitacion,404472,
25168,CUNDINAMARCA,CHAGUANI,EPSS41,NUEVA EPS,860020283,E.S.E. HOSPITAL SAN JOSE DE GUADUAS,Capitacion,1095445,
25181,CUNDINAMARCA,CHOACHI,EPSS37,NUEVA EPS,800174375,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,Capitacion,1270500,
25181,CUNDINAMARCA,CHOACHI,EPSS41,NUEVA EPS,800174375,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,Capitacion,28776000,
25183,CUNDINAMARCA,CHOCONTA,EPSS37,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,Capitacion,1501500,
25183,CUNDINAMARCA,CHOCONTA,EPSS41,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,Capitacion,62815500,
25224,CUNDINAMARCA,CUCUNUBA,EPSS37,NUEVA EPS,832010240,E.S.E. CENTRO DE SALUD CUCUNUBA,Capitacion,2151657,
25224,CUNDINAMARCA,CUCUNUBA,EPSS41,NUEVA EPS,832010240,E.S.E. CENTRO DE SALUD CUCUNUBA,Capitacion,16726606,
25245,CUNDINAMARCA,EL COLEGIO,EPSS37,NUEVA EPS,860020094,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE EL COLEGIO,Capitacion,10057685,
25245,CUNDINAMARCA,EL COLEGIO,EPSS41,NUEVA EPS,860020094,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE EL COLEGIO,Capitacion,74775915,
25260,CUNDINAMARCA,EL ROSAL,EPSS37,NUEVA EPS,860009555,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,Capitacion,2736236,
25260,CUNDINAMARCA,EL ROSAL,EPSS41,NUEVA EPS,860009555,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,Capitacion,27692912,
25269,CUNDINAMARCA,FACATATIVA,EPSS37,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,Capitacion,10646506,
25269,CUNDINAMARCA,FACATATIVA,EPSS41,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,Capitacion,97213207,
25279,CUNDINAMARCA,FOMEQUE,EPSS37,NUEVA EPS,800174375,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,Capitacion,4504500,
25279,CUNDINAMARCA,FOMEQUE,EPSS41,NUEVA EPS,800174375,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,Capitacion,39748500,
25286,CUNDINAMARCA,FUNZA,EPSS37,NUEVA EPS,900750333,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,Capitacion,5872950,
25286,CUNDINAMARCA,FUNZA,EPSS41,NUEVA EPS,900750333,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,Capitacion,46187910,
25288,CUNDINAMARCA,FUQUENE,EPSS37,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,Capitacion,387619,
25288,CUNDINAMARCA,FUQUENE,EPSS41,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,Capitacion,25448030,
25290,CUNDINAMARCA,FUSAGASUGA,EPSS37,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,Capitacion,12963979,
25290,CUNDINAMARCA,FUSAGASUGA,EPSS41,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,Capitacion,176826806,
25293,CUNDINAMARCA,GACHALA,EPSS37,NUEVA EPS,899999163,E.S.E. HOSPITAL SAN FRANCISCO DE GACHETA,Capitacion,129500,
25293,CUNDINAMARCA,GACHALA,EPSS41,NUEVA EPS,899999163,E.S.E. HOSPITAL SAN FRANCISCO DE GACHETA,Capitacion,19961500,
25295,CUNDINAMARCA,GACHANCIPA,EPSS37,NUEVA EPS,899999158,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,Capitacion,4413492,
25295,CUNDINAMARCA,GACHANCIPA,EPSS41,NUEVA EPS,899999158,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,Capitacion,12106647,
25297,CUNDINAMARCA,GACHETA,EPSS37,NUEVA EPS,899999163,E.S.E. HOSPITAL SAN FRANCISCO DE GACHETA,Capitacion,573500,
25297,CUNDINAMARCA,GACHETA,EPSS41,NUEVA EPS,899999163,E.S.E. HOSPITAL SAN FRANCISCO DE GACHETA,Capitacion,34761500,
25299,CUNDINAMARCA,GAMA,EPSS37,NUEVA EPS,899999163,E.S.E. HOSPITAL SAN FRANCISCO DE GACHETA,Capitacion,92500,
25299,CUNDINAMARCA,GAMA,EPSS41,NUEVA EPS,899999163,E.S.E. HOSPITAL SAN FRANCISCO DE GACHETA,Capitacion,7622000,
25307,CUNDINAMARCA,GIRARDOT,EPSS02,SALUD TOTAL,800003765,VIRREY SOLIS IPS SA,Capitacion,460615032,
25307,CUNDINAMARCA,GIRARDOT,EPSS02,SALUD TOTAL,830027578,TORRES Y JARAMILLO S.A.S,Capitacion,51930200,
25317,CUNDINAMARCA,GUACHETA,EPSS37,NUEVA EPS,800204497,ESE HOSPITAL SAN JOSE DE GUACHETA,Capitacion,11345400,
25317,CUNDINAMARCA,GUACHETA,EPSS41,NUEVA EPS,800204497,ESE HOSPITAL SAN JOSE DE GUACHETA,Capitacion,28693500,
25320,CUNDINAMARCA,GUADUAS,EPSS37,NUEVA EPS,860020283,E.S.E. HOSPITAL SAN JOSE DE GUADUAS,Capitacion,20796602,
25320,CUNDINAMARCA,GUADUAS,EPSS41,NUEVA EPS,860020283,E.S.E. HOSPITAL SAN JOSE DE GUADUAS,Capitacion,94899243,
25328,CUNDINAMARCA,GUAYABAL DE SIQUIMA,EPSS37,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,Capitacion,275002,
25328,CUNDINAMARCA,GUAYABAL DE SIQUIMA,EPSS41,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,Capitacion,2533947,
25394,CUNDINAMARCA,LA PALMA,EPSS37,NUEVA EPS,899999165,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,Capitacion,275460,
25394,CUNDINAMARCA,LA PALMA,EPSS41,NUEVA EPS,899999165,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,Capitacion,32779740,
25398,CUNDINAMARCA,LA PEÑA,EPSS37,NUEVA EPS,860015929,E.S.E. HOSPITAL SALAZAR VILLETA,Capitacion,115068,
25398,CUNDINAMARCA,LA PEÑA,EPSS41,NUEVA EPS,860015929,E.S.E. HOSPITAL SALAZAR VILLETA,Capitacion,1668486,
25402,CUNDINAMARCA,LA VEGA,EPSS37,NUEVA EPS,900807482,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE LA VEGA,Capitacion,6813005,
25402,CUNDINAMARCA,LA VEGA,EPSS41,NUEVA EPS,900807482,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE LA VEGA,Capitacion,38548785,
25407,CUNDINAMARCA,LENGUAZAQUE,EPSS37,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,Capitacion,556149,
25407,CUNDINAMARCA,LENGUAZAQUE,EPSS41,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,Capitacion,38879871,
25426,CUNDINAMARCA,MACHETA,EPSS37,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,Capitacion,82500,
25426,CUNDINAMARCA,MACHETA,EPSS41,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,Capitacion,6105000,
25426,CUNDINAMARCA,MACHETA,ESS024,COOSALUD,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,Capitacion,72825534,
25430,CUNDINAMARCA,MADRID,EPSS37,NUEVA EPS,860009555,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,Capitacion,5160284,
25430,CUNDINAMARCA,MADRID,EPSS41,NUEVA EPS,860009555,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,Capitacion,59756456,
25436,CUNDINAMARCA,MANTA,EPSS37,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,Capitacion,132000,
25436,CUNDINAMARCA,MANTA,EPSS41,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,Capitacion,742500,
25436,CUNDINAMARCA,MANTA,ESS024,COOSALUD,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,Capitacion,48294696,
25473,CUNDINAMARCA,MOSQUERA,EPSS37,NUEVA EPS,800200789,CLINICA CHIA S.A.S.,Capitacion,5533276,
25473,CUNDINAMARCA,MOSQUERA,EPSS37,NUEVA EPS,832010436,HOSPITAL MARIA AUXILIADORA EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE MOSQUERA,Capitacion,6538125,
25473,CUNDINAMARCA,MOSQUERA,EPSS41,NUEVA EPS,832010436,HOSPITAL MARIA AUXILIADORA EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE MOSQUERA,Capitacion,46760670,
25486,CUNDINAMARCA,NEMOCON,EPSS37,NUEVA EPS,860024026,ESE HOSPITAL SAN VICENTE DE PAUL DE NEMOCON,Capitacion,5695000,
25486,CUNDINAMARCA,NEMOCON,EPSS41,NUEVA EPS,860024026,ESE HOSPITAL SAN VICENTE DE PAUL DE NEMOCON,Capitacion,20485000,
25491,CUNDINAMARCA,NOCAIMA,EPSS37,NUEVA EPS,900807482,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE LA VEGA,Capitacion,947530,
25491,CUNDINAMARCA,NOCAIMA,EPSS41,NUEVA EPS,900807482,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE LA VEGA,Capitacion,20311775,
25506,CUNDINAMARCA,VENECIA,EPSS37,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,Capitacion,641424,
25506,CUNDINAMARCA,VENECIA,EPSS41,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,Capitacion,5913208,
25513,CUNDINAMARCA,PACHO,EPSS37,NUEVA EPS,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,Capitacion,16609322,
25513,CUNDINAMARCA,PACHO,EPSS41,NUEVA EPS,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,Capitacion,81303876,
25513,CUNDINAMARCA,PACHO,ESS024,COOSALUD,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,Capitacion,135755,
25518,CUNDINAMARCA,PAIME,EPSS37,NUEVA EPS,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,Capitacion,88915,
25518,CUNDINAMARCA,PAIME,EPSS41,NUEVA EPS,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,Capitacion,533490,
25518,CUNDINAMARCA,PAIME,ESS024,COOSALUD,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,Capitacion,49397807,
25524,CUNDINAMARCA,PANDI,EPSS37,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,Capitacion,681548,
25524,CUNDINAMARCA,PANDI,EPSS41,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,Capitacion,2332228,
25535,CUNDINAMARCA,PASCA,EPSS37,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,Capitacion,451327,
25535,CUNDINAMARCA,PASCA,EPSS41,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,Capitacion,42953880,
25592,CUNDINAMARCA,QUEBRADANEGRA,EPSS37,NUEVA EPS,860015929,E.S.E. HOSPITAL SALAZAR VILLETA,Capitacion,287670,
25592,CUNDINAMARCA,QUEBRADANEGRA,EPSS41,NUEVA EPS,860015929,E.S.E. HOSPITAL SALAZAR VILLETA,Capitacion,1975334,
25612,CUNDINAMARCA,RICAURTE,ESS024,COOSALUD,900058218,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE RICAURTE,Capitacion,15786642,
25649,CUNDINAMARCA,SAN BERNARDO,EPSS37,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,Capitacion,1383192,
25649,CUNDINAMARCA,SAN BERNARDO,EPSS41,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,Capitacion,56359116,
25658,CUNDINAMARCA,SAN FRANCISCO,EPSS37,NUEVA EPS,900283194,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN FRANCISCO DE SALES,Capitacion,2084280,
25658,CUNDINAMARCA,SAN FRANCISCO,EPSS41,NUEVA EPS,900283194,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN FRANCISCO DE SALES,Capitacion,22832340,
25736,CUNDINAMARCA,SESQUILE,EPSS37,NUEVA EPS,899999158,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,Capitacion,5647671,
25736,CUNDINAMARCA,SESQUILE,EPSS41,NUEVA EPS,899999158,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,Capitacion,20698461,
25740,CUNDINAMARCA,SIBATE,EPSS37,NUEVA EPS,800006850,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD SOACHA,Capitacion,1264596,
25740,CUNDINAMARCA,SIBATE,EPSS41,NUEVA EPS,800006850,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD SOACHA,Capitacion,64215441,
25743,CUNDINAMARCA,SILVANIA,EPSS37,NUEVA EPS,808003500,HOSPITAL ISMAEL SILVA E.S.E.,Capitacion,3863953,
25743,CUNDINAMARCA,SILVANIA,EPSS41,NUEVA EPS,808003500,HOSPITAL ISMAEL SILVA E.S.E.,Capitacion,82409620,
25745,CUNDINAMARCA,SIMIJACA,EPSS37,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,Capitacion,1499917,
25745,CUNDINAMARCA,SIMIJACA,EPSS41,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,Capitacion,48149021,
25754,CUNDINAMARCA,SOACHA,CCF033,EPS FAMILIAR DE COLOMBIA,830066112,GRUPO EMPRESARIAL FARMACEUTICO LTDA,Capitacion,4166400,
25754,CUNDINAMARCA,SOACHA,CCF033,EPS FAMILIAR DE COLOMBIA,832001794,EMPRESA SOCIAL DEL ESTADO E.S.E MUNICIPAL DE SOACHA JULIO CESAR PEÑALOZA,Capitacion,25296000,
25754,CUNDINAMARCA,SOACHA,EPSS37,NUEVA EPS,800006850,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD SOACHA,Capitacion,26872665,
25754,CUNDINAMARCA,SOACHA,EPSS41,NUEVA EPS,800006850,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD SOACHA,Capitacion,335973402,
25754,CUNDINAMARCA,SOACHA,ESS024,COOSALUD,832001794,EMPRESA SOCIAL DEL ESTADO E.S.E MUNICIPAL DE SOACHA JULIO CESAR PEÑALOZA,Capitacion,541539761,
25769,CUNDINAMARCA,SUBACHOQUE,EPSS37,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,Capitacion,1276795,
25769,CUNDINAMARCA,SUBACHOQUE,EPSS41,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,Capitacion,18542992,
25772,CUNDINAMARCA,SUESCA,EPSS37,NUEVA EPS,800200789,CLINICA CHIA S.A.S.,Capitacion,3009580,
25772,CUNDINAMARCA,SUESCA,EPSS37,NUEVA EPS,832011441,E.S.E. HOSPITAL NUESTRA SEÑORA DEL ROSARIO SUESCA,Capitacion,1456000,
25772,CUNDINAMARCA,SUESCA,EPSS41,NUEVA EPS,832011441,E.S.E. HOSPITAL NUESTRA SEÑORA DEL ROSARIO SUESCA,Capitacion,22896000,
25777,CUNDINAMARCA,SUPATA,EPSS37,NUEVA EPS,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,Capitacion,675754,
25777,CUNDINAMARCA,SUPATA,EPSS41,NUEVA EPS,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,Capitacion,19792479,
25779,CUNDINAMARCA,SUSA,EPSS37,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,Capitacion,1432505,
25779,CUNDINAMARCA,SUSA,EPSS41,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,Capitacion,30352253,
25781,CUNDINAMARCA,SUTATAUSA,EPSS37,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,Capitacion,606708,
25781,CUNDINAMARCA,SUTATAUSA,EPSS41,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,Capitacion,13010516,
25785,CUNDINAMARCA,TABIO,EPSS41,NUEVA EPS,899999164,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE TABIO,Capitacion,16953056,
25793,CUNDINAMARCA,TAUSA,EPSS37,NUEVA EPS,832008321,EMPRESA SOCIAL DEL ESTADO E.S.E. CENTRO DE SALUD DE TAUSA,Capitacion,3323300,
25793,CUNDINAMARCA,TAUSA,EPSS41,NUEVA EPS,832008321,EMPRESA SOCIAL DEL ESTADO E.S.E. CENTRO DE SALUD DE TAUSA,Capitacion,24682600,
25799,CUNDINAMARCA,TENJO,EPSS37,NUEVA EPS,800200789,CLINICA CHIA S.A.S.,Capitacion,1936284,
25805,CUNDINAMARCA,TIBACUY,EPSS37,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,Capitacion,140067,
25805,CUNDINAMARCA,TIBACUY,EPSS41,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,Capitacion,1976501,
25807,CUNDINAMARCA,TIBIRITA,EPSS37,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,Capitacion,132000,
25807,CUNDINAMARCA,TIBIRITA,EPSS41,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,Capitacion,940500,
25817,CUNDINAMARCA,TOCANCIPA,EPSS37,NUEVA EPS,901339938,CARE & HEALTH SAS,Capitacion,4264960,
25817,CUNDINAMARCA,TOCANCIPA,EPSS41,NUEVA EPS,901339938,CARE & HEALTH SAS,Capitacion,19678400,
25823,CUNDINAMARCA,TOPAIPI,EPSS37,NUEVA EPS,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,Capitacion,551273,
25823,CUNDINAMARCA,TOPAIPI,EPSS41,NUEVA EPS,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,Capitacion,1511555,
25823,CUNDINAMARCA,TOPAIPI,ESS024,COOSALUD,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,Capitacion,16969,
25839,CUNDINAMARCA,UBALA,EPSS37,NUEVA EPS,899999163,E.S.E. HOSPITAL SAN FRANCISCO DE GACHETA,Capitacion,222000,
25839,CUNDINAMARCA,UBALA,EPSS41,NUEVA EPS,899999163,E.S.E. HOSPITAL SAN FRANCISCO DE GACHETA,Capitacion,39830500,
25841,CUNDINAMARCA,UBAQUE,EPSS37,NUEVA EPS,800174375,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,Capitacion,1023000,
25841,CUNDINAMARCA,UBAQUE,EPSS41,NUEVA EPS,800174375,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,Capitacion,30789000,
25843,CUNDINAMARCA,UBATE,EPSS37,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,Capitacion,7179378,
25843,CUNDINAMARCA,UBATE,EPSS41,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,Capitacion,92236469,
25851,CUNDINAMARCA,UTICA,EPSS37,NUEVA EPS,860015929,E.S.E. HOSPITAL SALAZAR VILLETA,Capitacion,786298,
25851,CUNDINAMARCA,UTICA,EPSS41,NUEVA EPS,860015929,E.S.E. HOSPITAL SALAZAR VILLETA,Capitacion,27098514,
25871,CUNDINAMARCA,VILLAGOMEZ,EPSS37,NUEVA EPS,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,Capitacion,320094,
25871,CUNDINAMARCA,VILLAGOMEZ,EPSS41,NUEVA EPS,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,Capitacion,1084763,
25871,CUNDINAMARCA,VILLAGOMEZ,ESS024,COOSALUD,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,Capitacion,67877,
25873,CUNDINAMARCA,VILLAPINZON,EPSS37,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,Capitacion,561000,
25873,CUNDINAMARCA,VILLAPINZON,EPSS41,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,Capitacion,61627500,
25873,CUNDINAMARCA,VILLAPINZON,ESS024,COOSALUD,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,Capitacion,44112,
25875,CUNDINAMARCA,VILLETA,EPSS37,NUEVA EPS,860015929,E.S.E. HOSPITAL SALAZAR VILLETA,Capitacion,3049302,
25875,CUNDINAMARCA,VILLETA,EPSS41,NUEVA EPS,860015929,E.S.E. HOSPITAL SALAZAR VILLETA,Capitacion,52662788,
25885,CUNDINAMARCA,YACOPI,EPSS37,NUEVA EPS,899999165,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,Capitacion,734560,
25885,CUNDINAMARCA,YACOPI,EPSS41,NUEVA EPS,899999165,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,Capitacion,53733064,
25898,CUNDINAMARCA,ZIPACON,EPSS37,NUEVA EPS,860009555,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,Capitacion,257096,
25898,CUNDINAMARCA,ZIPACON,EPSS41,NUEVA EPS,860009555,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,Capitacion,13809728,
27001,CHOCO,QUIBDO,CCF102,COMFACHOCO,818000373,UNIDAD DE SALUD SANTA MARIA S.A.S,Capitacion,99987035,
27001,CHOCO,QUIBDO,CCF102,COMFACHOCO,818001019,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,Capitacion,262372608,
27001,CHOCO,QUIBDO,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,Capitacion,545151332,
27001,CHOCO,QUIBDO,CCF102,COMFACHOCO,900520293,"FUNDACIÓN UNIONVIDA ""FUNVIDA""",Capitacion,178320944,
27001,CHOCO,QUIBDO,EPSS37,NUEVA EPS,818001019,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,Capitacion,8570235,
27001,CHOCO,QUIBDO,EPSS37,NUEVA EPS,900144266,IPS ERCHICHI JAI E.U.,Capitacion,4382611,
27001,CHOCO,QUIBDO,EPSS41,NUEVA EPS,818001019,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,Capitacion,432776137,
27001,CHOCO,QUIBDO,EPSS41,NUEVA EPS,900144266,IPS ERCHICHI JAI E.U.,Capitacion,32178030,
27001,CHOCO,QUIBDO,ESS024,COOSALUD,818001019,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,Capitacion,135037982,
27006,CHOCO,ACANDI,CCF102,COMFACHOCO,900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,Capitacion,44319390,
27006,CHOCO,ACANDI,CCF102,COMFACHOCO,900538139,IPS INDIGENA CAPERA SAS,Capitacion,118574775,
27006,CHOCO,ACANDI,EPSS37,NUEVA EPS,900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,Capitacion,22944346,
27006,CHOCO,ACANDI,EPSS41,NUEVA EPS,900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,Capitacion,66264983,
27025,CHOCO,ALTO BAUDO,CCF102,COMFACHOCO,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,Capitacion,62825004,
