DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,FORMA DE CONTRATACIÓN,TOTAL GIRO ENERO2024,OBSERVACIÓN
20250,CESAR,EL PASO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,13661127,
20250,CESAR,EL PASO,ESS024,COOSALUD,824000440,HOSPITAL HERNANDO QUINTERO BLANCO E.S.E,Capitacion,35168166,
20295,CESAR,GAMARRA,CCF055,CAJACOPI,892300387,ESE HOSPITAL OLAYA HERRERA,Capitacion,36345681,
20295,CESAR,GAMARRA,CCF055,CAJACOPI,900033859,ATENCION PREHOSPITALARIA Y SEGURIDAD INDUSTRIAL - APREHSI LTDA,Capitacion,4576522,
20295,CESAR,GAMARRA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,3178375,
20295,CESAR,GAMARRA,EPSS37,LA NUEVA EPS S.A.,892300387,ESE HOSPITAL OLAYA HERRERA,Capitacion,3158265,
20295,CESAR,GAMARRA,EPSS41,NUEVA EPSS,892300387,ESE HOSPITAL OLAYA HERRERA,Capitacion,101121903,
20310,CESAR,GONZALEZ,CCF055,CAJACOPI,824000472,ESE HOSPITAL SAN JUAN CRISOSTOMO,Capitacion,40360275,
20310,CESAR,GONZALEZ,CCF055,CAJACOPI,900033859,ATENCION PREHOSPITALARIA Y SEGURIDAD INDUSTRIAL - APREHSI LTDA,Capitacion,3447268,
20310,CESAR,GONZALEZ,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,2493651,
20310,CESAR,GONZALEZ,EPSS41,NUEVA EPSS,824000472,ESE HOSPITAL SAN JUAN CRISOSTOMO,Capitacion,24737274,
20383,CESAR,LA GLORIA,CCF055,CAJACOPI,892300343,HOSPITAL SAN JOSE ESE,Capitacion,58066261,
20383,CESAR,LA GLORIA,CCF055,CAJACOPI,900033859,ATENCION PREHOSPITALARIA Y SEGURIDAD INDUSTRIAL - APREHSI LTDA,Capitacion,6522625,
20383,CESAR,LA GLORIA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,4587062,
20383,CESAR,LA GLORIA,EPSS37,LA NUEVA EPS S.A.,892300343,HOSPITAL SAN JOSE ESE,Capitacion,4220000,
20383,CESAR,LA GLORIA,EPSS41,NUEVA EPSS,892300343,HOSPITAL SAN JOSE ESE,Capitacion,126000000,
20400,CESAR,LA JAGUA DE IBIRICO,CCF055,CAJACOPI,900033859,ATENCION PREHOSPITALARIA Y SEGURIDAD INDUSTRIAL - APREHSI LTDA,Capitacion,1246913,
20400,CESAR,LA JAGUA DE IBIRICO,CCF055,CAJACOPI,900249425,PHARMASAN S.A.S.,Capitacion,2802800,
20400,CESAR,LA JAGUA DE IBIRICO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,981961,
20400,CESAR,LA JAGUA DE IBIRICO,EPSS37,LA NUEVA EPS S.A.,824000543,ESE HOSPITAL JORGE ISAAC RINCON TORRES,Capitacion,22965691,
20400,CESAR,LA JAGUA DE IBIRICO,EPSS37,LA NUEVA EPS S.A.,900511423,ASISTENCIA MEDICA DOMICILIARIA Y TRASLADO DE PACIENTES SAS,Capitacion,3531528,
20400,CESAR,LA JAGUA DE IBIRICO,EPSS41,NUEVA EPSS,824000543,ESE HOSPITAL JORGE ISAAC RINCON TORRES,Capitacion,104456114,
20400,CESAR,LA JAGUA DE IBIRICO,ESS024,COOSALUD,824000543,ESE HOSPITAL JORGE ISAAC RINCON TORRES,Capitacion,175580504,
20443,CESAR,MANAURE BALCON DEL CESAR,CCF055,CAJACOPI,824000462,ESE HOSPITAL JOSE ANTONIO SOCARRAS,Capitacion,21476417,
20443,CESAR,MANAURE BALCON DEL CESAR,CCF055,CAJACOPI,900033859,ATENCION PREHOSPITALARIA Y SEGURIDAD INDUSTRIAL - APREHSI LTDA,Capitacion,1622880,
20443,CESAR,MANAURE BALCON DEL CESAR,CCF055,CAJACOPI,900249425,PHARMASAN S.A.S.,Capitacion,3080532,
20443,CESAR,MANAURE BALCON DEL CESAR,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1172271,
20443,CESAR,MANAURE BALCON DEL CESAR,EPSS37,LA NUEVA EPS S.A.,824000462,ESE HOSPITAL JOSE ANTONIO SOCARRAS,Capitacion,5670000,
20443,CESAR,MANAURE BALCON DEL CESAR,EPSS41,NUEVA EPSS,824000462,ESE HOSPITAL JOSE ANTONIO SOCARRAS,Capitacion,162540000,
20517,CESAR,PAILITAS,CCF055,CAJACOPI,800026173,ESE HOSPITAL HELI MORENO BLANCO,Capitacion,130816710,
20517,CESAR,PAILITAS,CCF055,CAJACOPI,900033859,ATENCION PREHOSPITALARIA Y SEGURIDAD INDUSTRIAL - APREHSI LTDA,Capitacion,11165414,
20517,CESAR,PAILITAS,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,7994006,
20517,CESAR,PAILITAS,EPSS37,LA NUEVA EPS S.A.,800026173,ESE HOSPITAL HELI MORENO BLANCO,Capitacion,13140000,
20517,CESAR,PAILITAS,EPSS41,NUEVA EPSS,800026173,ESE HOSPITAL HELI MORENO BLANCO,Capitacion,121620000,
20550,CESAR,PELAYA,CCF055,CAJACOPI,900033859,ATENCION PREHOSPITALARIA Y SEGURIDAD INDUSTRIAL - APREHSI LTDA,Capitacion,1352,
20550,CESAR,PELAYA,EPSS37,LA NUEVA EPS S.A.,800150497,ESE HOSPITAL FRANCISCO CANOSSA,Capitacion,15517260,
20550,CESAR,PELAYA,EPSS41,NUEVA EPSS,800150497,ESE HOSPITAL FRANCISCO CANOSSA,Capitacion,304796604,
20570,CESAR,PUEBLO BELLO,CCF055,CAJACOPI,824002672,ESE HOSPITAL CAMILO VILLAZON PUMAREJO,Capitacion,70529268,
20570,CESAR,PUEBLO BELLO,CCF055,CAJACOPI,900033859,ATENCION PREHOSPITALARIA Y SEGURIDAD INDUSTRIAL - APREHSI LTDA,Capitacion,5473163,
20570,CESAR,PUEBLO BELLO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,3974931,
20570,CESAR,PUEBLO BELLO,EPSS41,NUEVA EPSS,824002672,ESE HOSPITAL CAMILO VILLAZON PUMAREJO,Capitacion,55118501,
20614,CESAR,RIO DE ORO,CCF055,CAJACOPI,824000449,ESE HOSPITAL LOCAL DE RIO DE ORO,Capitacion,30284395,
20614,CESAR,RIO DE ORO,CCF055,CAJACOPI,900033859,ATENCION PREHOSPITALARIA Y SEGURIDAD INDUSTRIAL - APREHSI LTDA,Capitacion,1981266,
20614,CESAR,RIO DE ORO,CCF055,CAJACOPI,900249425,PHARMASAN S.A.S.,Capitacion,3791424,
20614,CESAR,RIO DE ORO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1445965,
20621,CESAR,LA PAZ  ROBLES,CCF055,CAJACOPI,824000204,ESE HOSPITAL MARINO ZULETA RAMIREZ,Capitacion,173248964,
20621,CESAR,LA PAZ  ROBLES,CCF055,CAJACOPI,900033859,ATENCION PREHOSPITALARIA Y SEGURIDAD INDUSTRIAL - APREHSI LTDA,Capitacion,13492895,
20621,CESAR,LA PAZ  ROBLES,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,9742112,
20621,CESAR,LA PAZ  ROBLES,CCF055,CAJACOPI,901557948,IPS CENTRO MEDICO VITAL LA PAZ DRA MARYURIS POLO CAMACHO S.A.S,Capitacion,10763258,
20621,CESAR,LA PAZ  ROBLES,EPSS41,NUEVA EPSS,824000204,ESE HOSPITAL MARINO ZULETA RAMIREZ,Capitacion,175369460,
20621,CESAR,LA PAZ  ROBLES,ESS024,COOSALUD,824000204,ESE HOSPITAL MARINO ZULETA RAMIREZ,Capitacion,52505523,
20710,CESAR,SAN ALBERTO,CCF055,CAJACOPI,824000586,ESE HOSPITAL LOCAL LAZARO ALFONSO HERNANDEZ LARA,Capitacion,20539892,
20710,CESAR,SAN ALBERTO,CCF055,CAJACOPI,900033859,ATENCION PREHOSPITALARIA Y SEGURIDAD INDUSTRIAL - APREHSI LTDA,Capitacion,1973152,
20710,CESAR,SAN ALBERTO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1401820,
20710,CESAR,SAN ALBERTO,EPSS37,LA NUEVA EPS S.A.,824000586,ESE HOSPITAL LOCAL LAZARO ALFONSO HERNANDEZ LARA,Capitacion,34156091,
20710,CESAR,SAN ALBERTO,EPSS37,LA NUEVA EPS S.A.,900900178,RED INTEGRADA SALUD COLOMBIA IPS S.A.S (REDINSALUD IPS S.A.S),Capitacion,7044436,
20710,CESAR,SAN ALBERTO,EPSS41,NUEVA EPSS,824000586,ESE HOSPITAL LOCAL LAZARO ALFONSO HERNANDEZ LARA,Capitacion,166840178,
20710,CESAR,SAN ALBERTO,ESS024,COOSALUD,824000586,ESE HOSPITAL LOCAL LAZARO ALFONSO HERNANDEZ LARA,Capitacion,29920000,
20750,CESAR,SAN DIEGO,CCF055,CAJACOPI,824000469,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SOCORRO,Capitacion,92240371,
20750,CESAR,SAN DIEGO,CCF055,CAJACOPI,900033859,ATENCION PREHOSPITALARIA Y SEGURIDAD INDUSTRIAL - APREHSI LTDA,Capitacion,7653232,
20750,CESAR,SAN DIEGO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,5513108,
20750,CESAR,SAN DIEGO,EPSS37,LA NUEVA EPS S.A.,824000469,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SOCORRO,Capitacion,7478117,
20750,CESAR,SAN DIEGO,EPSS41,NUEVA EPSS,824000469,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SOCORRO,Capitacion,133582175,
20750,CESAR,SAN DIEGO,ESS024,COOSALUD,824000469,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SOCORRO,Capitacion,40165339,
20770,CESAR,SAN MARTIN,CCF055,CAJACOPI,900033859,ATENCION PREHOSPITALARIA Y SEGURIDAD INDUSTRIAL - APREHSI LTDA,Capitacion,2584436,
20770,CESAR,SAN MARTIN,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1838357,
20770,CESAR,SAN MARTIN,EPSS37,LA NUEVA EPS S.A.,824000441,HOSPITAL LOCAL ALVARO RAMIREZ GONZALEZ E.S.E,Capitacion,28779072,
20770,CESAR,SAN MARTIN,EPSS41,NUEVA EPSS,824000441,HOSPITAL LOCAL ALVARO RAMIREZ GONZALEZ E.S.E,Capitacion,174298880,
20787,CESAR,TAMALAMEQUE,EPSS37,LA NUEVA EPS S.A.,892300209,ESE HOSPITAL TAMALAMEQUE,Capitacion,3400000,
20787,CESAR,TAMALAMEQUE,EPSS41,NUEVA EPSS,892300209,ESE HOSPITAL TAMALAMEQUE,Capitacion,162720000,
23001,CORDOBA,MONTERIA,CCF033,COMFASUCRE,812005726,EMPRESA SOCIAL DEL ESTADO VIDASINU,Capitacion,232413323,
23001,CORDOBA,MONTERIA,CCF033,COMFASUCRE,900839714,PROFHARMA SALUD IPS S.A.S,Capitacion,32221530,
23001,CORDOBA,MONTERIA,CCF033,COMFASUCRE,900842629,GESTAR SALUD DE COLOMBIA IPS SAS,Capitacion,19508400,
23001,CORDOBA,MONTERIA,CCF055,CAJACOPI,812005726,EMPRESA SOCIAL DEL ESTADO VIDASINU,Capitacion,834239133,
23001,CORDOBA,MONTERIA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,30248518,
23001,CORDOBA,MONTERIA,CCF055,CAJACOPI,900784418,FISIOMED INTEGRAL S.A.S,Capitacion,1154560,
23001,CORDOBA,MONTERIA,EPSS02,SALUD TOTAL,800003765,VIRREY SOLIS IPS SA,Capitacion,579999829,
23001,CORDOBA,MONTERIA,EPSS02,SALUD TOTAL,812008004,MASVIDA DE LA COSTA S.A.S,Capitacion,77554906,
23001,CORDOBA,MONTERIA,EPSS02,SALUD TOTAL,900240626,GRUPO SALUD CORDOBA SAS,Capitacion,28309793,
23001,CORDOBA,MONTERIA,EPSS37,LA NUEVA EPS S.A.,812005726,EMPRESA SOCIAL DEL ESTADO VIDASINU,Capitacion,124380768,
23001,CORDOBA,MONTERIA,EPSS37,LA NUEVA EPS S.A.,900842629,GESTAR SALUD DE COLOMBIA IPS SAS,Capitacion,16224080,
23001,CORDOBA,MONTERIA,EPSS41,NUEVA EPSS,812005726,EMPRESA SOCIAL DEL ESTADO VIDASINU,Capitacion,1961271624,
23001,CORDOBA,MONTERIA,ESS024,COOSALUD,812005726,EMPRESA SOCIAL DEL ESTADO VIDASINU,Capitacion,1183904874,
23001,CORDOBA,MONTERIA,ESS207,MUTUAL SER,812005323,TERAPIAS INTEGRALES S.A.S.,Capitacion,14113616,
23001,CORDOBA,MONTERIA,ESS207,MUTUAL SER,812005726,EMPRESA SOCIAL DEL ESTADO VIDASINU,Capitacion,2855271120,
23001,CORDOBA,MONTERIA,ESS207,MUTUAL SER,900893311,IPS UNIDOS POR EL MAÑANA,Capitacion,54823932,
23001,CORDOBA,MONTERIA,ESS207,MUTUAL SER,900966241,ACCION SALUD PARA TODOS SAS,Capitacion,477164,
23068,CORDOBA,AYAPEL,CCF055,CAJACOPI,812001219,E.S.E HOSPITAL SAN JORGE,Capitacion,4171717,
23068,CORDOBA,AYAPEL,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,239359,
23068,CORDOBA,AYAPEL,EPSS37,LA NUEVA EPS S.A.,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,722043,
23068,CORDOBA,AYAPEL,EPSS37,LA NUEVA EPS S.A.,812001219,E.S.E HOSPITAL SAN JORGE,Capitacion,23082779,
23068,CORDOBA,AYAPEL,EPSS37,LA NUEVA EPS S.A.,900273372,FAMI SALUD IPS LTDA,Capitacion,2311546,
23068,CORDOBA,AYAPEL,EPSS41,NUEVA EPSS,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,13422087,
23068,CORDOBA,AYAPEL,EPSS41,NUEVA EPSS,812001219,E.S.E HOSPITAL SAN JORGE,Capitacion,621405582,
23068,CORDOBA,AYAPEL,ESS024,COOSALUD,812001219,E.S.E HOSPITAL SAN JORGE,Capitacion,111738926,
23068,CORDOBA,AYAPEL,ESS207,MUTUAL SER,812001219,E.S.E HOSPITAL SAN JORGE,Capitacion,25438777,
23079,CORDOBA,BUENAVISTA,CCF055,CAJACOPI,812004010,ESE CAMU BUENAVISTA,Capitacion,12923064,
23079,CORDOBA,BUENAVISTA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,587607,
23079,CORDOBA,BUENAVISTA,EPSS37,LA NUEVA EPS S.A.,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,252456,
23079,CORDOBA,BUENAVISTA,EPSS37,LA NUEVA EPS S.A.,812004010,ESE CAMU BUENAVISTA,Capitacion,12669432,
23079,CORDOBA,BUENAVISTA,EPSS37,LA NUEVA EPS S.A.,812004304,CAMI S.A.S.,Capitacion,6371775,
23079,CORDOBA,BUENAVISTA,EPSS41,NUEVA EPSS,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,5298750,
23079,CORDOBA,BUENAVISTA,EPSS41,NUEVA EPSS,812004010,ESE CAMU BUENAVISTA,Capitacion,265916250,
23079,CORDOBA,BUENAVISTA,ESS024,COOSALUD,812004010,ESE CAMU BUENAVISTA,Capitacion,14982579,
23079,CORDOBA,BUENAVISTA,ESS207,MUTUAL SER,812004010,ESE CAMU BUENAVISTA,Capitacion,44301111,
23090,CORDOBA,CANALETE,CCF055,CAJACOPI,812001868,E.S.E. HOSPITAL SAN JOSÉ DE CANALETE,Capitacion,32129932,
23090,CORDOBA,CANALETE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1545044,
23090,CORDOBA,CANALETE,EPSS37,LA NUEVA EPS S.A.,812001868,E.S.E. HOSPITAL SAN JOSÉ DE CANALETE,Capitacion,6263250,
23090,CORDOBA,CANALETE,EPSS41,NUEVA EPSS,812001868,E.S.E. HOSPITAL SAN JOSÉ DE CANALETE,Capitacion,43241478,
23090,CORDOBA,CANALETE,ESS024,COOSALUD,812001868,E.S.E. HOSPITAL SAN JOSÉ DE CANALETE,Capitacion,78779616,
23090,CORDOBA,CANALETE,ESS207,MUTUAL SER,812001868,E.S.E. HOSPITAL SAN JOSÉ DE CANALETE,Capitacion,192095390,
23162,CORDOBA,CERETE,CCF055,CAJACOPI,800234339,LABORATORIO CLINICO PROCESAR IPS SAS,Capitacion,3158662,
23162,CORDOBA,CERETE,CCF055,CAJACOPI,812002836,ESE CAMU DEL PRADO,Capitacion,93486434,
23162,CORDOBA,CERETE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,6591205,
23162,CORDOBA,CERETE,EPSS37,LA NUEVA EPS S.A.,812002836,ESE CAMU DEL PRADO,Capitacion,23969799,
23162,CORDOBA,CERETE,EPSS37,LA NUEVA EPS S.A.,812004646,DAMOSALUD LTDA,Capitacion,13259400,
23162,CORDOBA,CERETE,EPSS41,NUEVA EPSS,812002836,ESE CAMU DEL PRADO,Capitacion,484777923,
23162,CORDOBA,CERETE,ESS024,COOSALUD,812002836,ESE CAMU DEL PRADO,Capitacion,24756535,
23162,CORDOBA,CERETE,ESS207,MUTUAL SER,812002836,ESE CAMU DEL PRADO,Capitacion,1016419541,
23162,CORDOBA,CERETE,ESS207,MUTUAL SER,891080015,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,Capitacion,25748592,
23162,CORDOBA,CERETE,ESS207,MUTUAL SER,900195553,CENTRO DE TERAPIA CERETE S.A.S.,Capitacion,26725376,
23168,CORDOBA,CHIMA,CCF055,CAJACOPI,812001424,EMPRESA SOCIAL DEL ESTADO CAMU DE CHIMA,Capitacion,16828438,
23168,CORDOBA,CHIMA,CCF055,CAJACOPI,900205591,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,Capitacion,7879458,
23168,CORDOBA,CHIMA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,2064963,
23168,CORDOBA,CHIMA,EPSS41,NUEVA EPSS,812001424,EMPRESA SOCIAL DEL ESTADO CAMU DE CHIMA,Capitacion,4597349,
23168,CORDOBA,CHIMA,ESS024,COOSALUD,812001424,EMPRESA SOCIAL DEL ESTADO CAMU DE CHIMA,Capitacion,5049500,
23168,CORDOBA,CHIMA,ESS207,MUTUAL SER,812001424,EMPRESA SOCIAL DEL ESTADO CAMU DE CHIMA,Capitacion,6923838,
23168,CORDOBA,CHIMA,ESS207,MUTUAL SER,900205591,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,Capitacion,11351860,
23182,CORDOBA,CHINU,CCF055,CAJACOPI,800193912,ESE HOSPITAL SAN RAFAEL DE CHINU,Capitacion,91739563,
23182,CORDOBA,CHINU,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,5896671,
23182,CORDOBA,CHINU,EPSS37,LA NUEVA EPS S.A.,800193912,ESE HOSPITAL SAN RAFAEL DE CHINU,Capitacion,19249850,
23182,CORDOBA,CHINU,EPSS41,NUEVA EPSS,800193912,ESE HOSPITAL SAN RAFAEL DE CHINU,Capitacion,44180700,
23182,CORDOBA,CHINU,ESS207,MUTUAL SER,800193912,ESE HOSPITAL SAN RAFAEL DE CHINU,Capitacion,676492947,
23189,CORDOBA,CIENAGA DE ORO,CCF055,CAJACOPI,800201197,E.S.E. HOSPITAL SAN FRANCISCO,Capitacion,177587479,
23189,CORDOBA,CIENAGA DE ORO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,8290262,
23189,CORDOBA,CIENAGA DE ORO,EPSS37,LA NUEVA EPS S.A.,800201197,E.S.E. HOSPITAL SAN FRANCISCO,Capitacion,12327705,
23189,CORDOBA,CIENAGA DE ORO,EPSS37,LA NUEVA EPS S.A.,900842629,GESTAR SALUD DE COLOMBIA IPS SAS,Capitacion,14098546,
23189,CORDOBA,CIENAGA DE ORO,EPSS41,NUEVA EPSS,800201197,E.S.E. HOSPITAL SAN FRANCISCO,Capitacion,257763315,
23189,CORDOBA,CIENAGA DE ORO,ESS024,COOSALUD,800201197,E.S.E. HOSPITAL SAN FRANCISCO,Capitacion,103625700,
23189,CORDOBA,CIENAGA DE ORO,ESS207,MUTUAL SER,800201197,E.S.E. HOSPITAL SAN FRANCISCO,Capitacion,597194256,
23189,CORDOBA,CIENAGA DE ORO,ESS207,MUTUAL SER,812003214,OROSALUD I. P. S LTDA,Capitacion,9849656,
23189,CORDOBA,CIENAGA DE ORO,ESS207,MUTUAL SER,900798710,CENTRO DE REHABILITACIÓN FUNCIONAL (CRF) S.A.S,Capitacion,28915683,
23300,CORDOBA,COTORRA,CCF055,CAJACOPI,812003726,E.S.E. CENTRO DE SALUD DE COTORRA,Capitacion,6655837,
23300,CORDOBA,COTORRA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,450270,
23300,CORDOBA,COTORRA,ESS024,COOSALUD,812003726,E.S.E. CENTRO DE SALUD DE COTORRA,Capitacion,2436393,
23300,CORDOBA,COTORRA,ESS207,MUTUAL SER,812003726,E.S.E. CENTRO DE SALUD DE COTORRA,Capitacion,352578951,
23350,CORDOBA,LA APARTADA,CCF055,CAJACOPI,812002496,E.S.E. C.A.M.U. LA APARTADA,Capitacion,16677323,
23350,CORDOBA,LA APARTADA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,893673,
23350,CORDOBA,LA APARTADA,EPSS37,LA NUEVA EPS S.A.,812002496,E.S.E. C.A.M.U. LA APARTADA,Capitacion,14434728,
23350,CORDOBA,LA APARTADA,EPSS41,NUEVA EPSS,812002496,E.S.E. C.A.M.U. LA APARTADA,Capitacion,51394667,
23350,CORDOBA,LA APARTADA,ESS024,COOSALUD,812002496,E.S.E. C.A.M.U. LA APARTADA,Capitacion,77847280,
23350,CORDOBA,LA APARTADA,ESS207,MUTUAL SER,812002496,E.S.E. C.A.M.U. LA APARTADA,Capitacion,41736884,
23417,CORDOBA,LORICA,CCF055,CAJACOPI,812001423,ESE CAMU SANTA TERESITA,Capitacion,124726431,
23417,CORDOBA,LORICA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,8204917,
23417,CORDOBA,LORICA,EPSS37,LA NUEVA EPS S.A.,812001423,ESE CAMU SANTA TERESITA,Capitacion,8387181,
23417,CORDOBA,LORICA,EPSS37,LA NUEVA EPS S.A.,900240626,GRUPO SALUD CORDOBA SAS,Capitacion,13607202,
23417,CORDOBA,LORICA,EPSS41,NUEVA EPSS,812001423,ESE CAMU SANTA TERESITA,Capitacion,659645016,
23417,CORDOBA,LORICA,ESS024,COOSALUD,812001423,ESE CAMU SANTA TERESITA,Capitacion,54831130,
23417,CORDOBA,LORICA,ESS207,MUTUAL SER,812001423,ESE CAMU SANTA TERESITA,Capitacion,1249424367,
23417,CORDOBA,LORICA,ESS207,MUTUAL SER,812004596,IMÁGENES DIAGNOSTICAS DE LORICA E-U,Capitacion,21728007,
23419,CORDOBA,LOS CORDOBAS,CCF055,CAJACOPI,812003996,E.S.E. CAMU LOS CORDOBAS,Capitacion,124180512,
23419,CORDOBA,LOS CORDOBAS,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,7093466,
23419,CORDOBA,LOS CORDOBAS,EPSS37,LA NUEVA EPS S.A.,812003996,E.S.E. CAMU LOS CORDOBAS,Capitacion,4749360,
23419,CORDOBA,LOS CORDOBAS,EPSS41,NUEVA EPSS,812003996,E.S.E. CAMU LOS CORDOBAS,Capitacion,60271640,
23419,CORDOBA,LOS CORDOBAS,ESS024,COOSALUD,812003996,E.S.E. CAMU LOS CORDOBAS,Capitacion,97253200,
23464,CORDOBA,MOMIL,CCF055,CAJACOPI,812003817,ESE CAMU DE MOMIL,Capitacion,10143086,
23464,CORDOBA,MOMIL,CCF055,CAJACOPI,900205591,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,Capitacion,6715034,
23464,CORDOBA,MOMIL,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,957436,
23464,CORDOBA,MOMIL,EPSS41,NUEVA EPSS,812003817,ESE CAMU DE MOMIL,Capitacion,80467006,
23464,CORDOBA,MOMIL,ESS207,MUTUAL SER,812003817,ESE CAMU DE MOMIL,Capitacion,82741546,
23464,CORDOBA,MOMIL,ESS207,MUTUAL SER,900205591,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,Capitacion,30839351,
23466,CORDOBA,MONTELIBANO,CCF055,CAJACOPI,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,137403933,
23466,CORDOBA,MONTELIBANO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,10820209,
23466,CORDOBA,MONTELIBANO,CCF055,CAJACOPI,900784418,FISIOMED INTEGRAL S.A.S,Capitacion,1431864,
23466,CORDOBA,MONTELIBANO,CCF055,CAJACOPI,901188217,MAS SALUD IPS SAS,Capitacion,17017512,
23466,CORDOBA,MONTELIBANO,EPSS37,LA NUEVA EPS S.A.,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,45365432,
23466,CORDOBA,MONTELIBANO,EPSS41,NUEVA EPSS,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,587211506,
23466,CORDOBA,MONTELIBANO,ESS024,COOSALUD,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,240868012,
23500,CORDOBA,MONITOS,EPSS37,LA NUEVA EPS S.A.,812003455,EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,Capitacion,9265014,
23500,CORDOBA,MONITOS,EPSS37,LA NUEVA EPS S.A.,900308897,I.P.S SOLOSALUD JD S.A.S,Capitacion,2123268,
23500,CORDOBA,MONITOS,EPSS41,NUEVA EPSS,812003455,EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,Capitacion,112449348,
23500,CORDOBA,MONITOS,ESS024,COOSALUD,812003455,EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,Capitacion,219154320,
23500,CORDOBA,MONITOS,ESS207,MUTUAL SER,812003455,EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,Capitacion,148726468,
23500,CORDOBA,MONITOS,ESS207,MUTUAL SER,900308897,I.P.S SOLOSALUD JD S.A.S,Capitacion,5945089,
23555,CORDOBA,PLANETA RICA,CCF055,CAJACOPI,891000736,E.S.E. HOSPITAL SAN NICOLAS,Capitacion,44143973,
23555,CORDOBA,PLANETA RICA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,2882119,
23555,CORDOBA,PLANETA RICA,EPSS37,LA NUEVA EPS S.A.,891000736,E.S.E. HOSPITAL SAN NICOLAS,Capitacion,30623164,
