DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,"TOTAL GIRO JULIO 2023",OBSERVACIÓN
27135,CHOCO,CANTON DE SAN PABLO,EPSS41,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,7096590,
27150,CHOCO,CARMEN DEL DARIEN,CCF102,COMFACHOCO,900206582,I.P.S. SERVIMEDICO S.A.S.,93588955,
27150,CHOCO,CARMEN DEL DARIEN,CCF102,COMFACHOCO,900512334,TRANSACUATICO K & M S.A.S,30951320,
27150,CHOCO,CARMEN DEL DARIEN,EPSS37,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,32037342,
27150,CHOCO,CARMEN DEL DARIEN,EPSS41,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,59295869,
27160,CHOCO,CERTEGUI,CCF102,COMFACHOCO,900881965,MEDICHOCO IPS S.A.S,40334511,
27160,CHOCO,CERTEGUI,EPSS37,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,29601090,
27160,CHOCO,CERTEGUI,EPSS41,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,2216352,
27205,CHOCO,CONDOTO,CCF102,COMFACHOCO,891600061,ESE HOSPITAL SAN JOSE DE CONDOTO,93711074,
27205,CHOCO,CONDOTO,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,11076999,
27205,CHOCO,CONDOTO,EPSS37,NUEVA EPS,891600061,ESE HOSPITAL SAN JOSE DE CONDOTO,60037185,
27205,CHOCO,CONDOTO,EPSS41,NUEVA EPS,891600061,ESE HOSPITAL SAN JOSE DE CONDOTO,10202712,
27245,CHOCO,EL CARMEN,CCF102,COMFACHOCO,891680065,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,8815736,
27245,CHOCO,EL CARMEN,EPSS37,NUEVA EPS,891680065,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,123134331,
27245,CHOCO,EL CARMEN,EPSS41,NUEVA EPS,891680065,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,22914240,
27250,CHOCO,EL LITORAL DEL SAN JUAN,CCF102,COMFACHOCO,900538139,IPS INDIGENA CAPERA SAS,54961882,
27250,CHOCO,EL LITORAL DEL SAN JUAN,EPSS37,NUEVA EPS,900538139,IPS INDIGENA CAPERA SAS,125109162,
27250,CHOCO,EL LITORAL DEL SAN JUAN,EPSS41,NUEVA EPS,900538139,IPS INDIGENA CAPERA SAS,12384907,
27361,CHOCO,ITSMINA,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,15455421,
27361,CHOCO,ITSMINA,CCF102,COMFACHOCO,891680064,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,175922900,
27361,CHOCO,ITSMINA,EPSS37,NUEVA EPS,818002571,CENTRO MEDICO CUBIS LIMITADA,41313661,
27361,CHOCO,ITSMINA,EPSS37,NUEVA EPS,891680064,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,35910966,
27361,CHOCO,ITSMINA,EPSS41,NUEVA EPS,891680064,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,256600617,
27372,CHOCO,JURADO,CCF102,COMFACHOCO,900212320,UNIDAD MEDICA MI SALUD S.A.S.,95602198,
27372,CHOCO,JURADO,EPSS37,NUEVA EPS,900212320,UNIDAD MEDICA MI SALUD S.A.S.,81618,
27372,CHOCO,JURADO,EPSS41,NUEVA EPS,900212320,UNIDAD MEDICA MI SALUD S.A.S.,81618,
27413,CHOCO,LLORO,CCF102,COMFACHOCO,900037648,IPS SALUD PROTEGIDA,63796608,
27413,CHOCO,LLORO,EPSS37,NUEVA EPS,900037648,IPS SALUD PROTEGIDA,72279655,
27413,CHOCO,LLORO,EPSS37,NUEVA EPS,900144266,IPS ERCHICHI JAI E.U.,44092756,
27413,CHOCO,LLORO,EPSS41,NUEVA EPS,900037648,IPS SALUD PROTEGIDA,4963734,
27413,CHOCO,LLORO,EPSS41,NUEVA EPS,900144266,IPS ERCHICHI JAI E.U.,8241796,
27425,CHOCO,MEDIO ATRATO,CCF102,COMFACHOCO,900206582,I.P.S. SERVIMEDICO S.A.S.,67454119,
27425,CHOCO,MEDIO ATRATO,EPSS37,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,56081420,
27425,CHOCO,MEDIO ATRATO,EPSS41,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,5357415,
27430,CHOCO,MEDIO BAUDO,CCF102,COMFACHOCO,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,106630065,
27430,CHOCO,MEDIO BAUDO,EPSS41,NUEVA EPS,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,18404587,
27450,CHOCO,MEDIO SAN JUAN,CCF102,COMFACHOCO,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,63014387,
27450,CHOCO,MEDIO SAN JUAN,CCF102,COMFACHOCO,900816374,MEDICAMENTOS Y ALGO MAS S.A.S,6978235,
27450,CHOCO,MEDIO SAN JUAN,EPSS37,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,49551991,
27450,CHOCO,MEDIO SAN JUAN,EPSS41,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,15385185,
27491,CHOCO,NOVITA,CCF102,COMFACHOCO,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,72603895,
27491,CHOCO,NOVITA,EPSS37,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,43366427,
27491,CHOCO,NOVITA,EPSS41,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,5015930,
27495,CHOCO,NUQUI,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,116188415,
27580,CHOCO,RIO IRO,CCF102,COMFACHOCO,900881965,MEDICHOCO IPS S.A.S,9492451,
27580,CHOCO,RIO IRO,EPSS37,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,43133625,
27580,CHOCO,RIO IRO,EPSS41,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,5455636,
27600,CHOCO,RIO QUITO,CCF102,COMFACHOCO,818001324,MEJORSALUD LTDA,25881238,
27600,CHOCO,RIO QUITO,EPSS37,NUEVA EPS,818001324,MEJORSALUD LTDA,114636291,
27600,CHOCO,RIO QUITO,EPSS41,NUEVA EPS,818001324,MEJORSALUD LTDA,12463471,
27615,CHOCO,RIOSUCIO,CCF102,COMFACHOCO,900206582,I.P.S. SERVIMEDICO S.A.S.,172130857,
27615,CHOCO,RIOSUCIO,CCF102,COMFACHOCO,900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,8993481,
27615,CHOCO,RIOSUCIO,CCF102,COMFACHOCO,900483570,IPS KATIOS RIOSUCIO LTDA,86903538,
27615,CHOCO,RIOSUCIO,EPSS37,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,1821521,
27615,CHOCO,RIOSUCIO,EPSS41,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,21043926,
27660,CHOCO,SAN JOSE DEL PALMAR,CCF102,COMFACHOCO,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,94514529,
27660,CHOCO,SAN JOSE DEL PALMAR,EPSS37,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,99970,
27660,CHOCO,SAN JOSE DEL PALMAR,EPSS41,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,159952,
27745,CHOCO,SIPI,CCF102,COMFACHOCO,900212320,UNIDAD MEDICA MI SALUD S.A.S.,43809085,
27745,CHOCO,SIPI,EPSS37,NUEVA EPS,900212320,UNIDAD MEDICA MI SALUD S.A.S.,30594446,
27745,CHOCO,SIPI,EPSS41,NUEVA EPS,900212320,UNIDAD MEDICA MI SALUD S.A.S.,4958335,
27787,CHOCO,TADO,CCF102,COMFACHOCO,818000466,ESE HOSPITAL SAN JOSE DE TADO,104361477,
27787,CHOCO,TADO,CCF102,COMFACHOCO,818002342,SERSALUD I.P.S. CHOCO SAS,63631119,
27787,CHOCO,TADO,EPSS37,NUEVA EPS,818000466,ESE HOSPITAL SAN JOSE DE TADO,145885372,
27787,CHOCO,TADO,EPSS41,NUEVA EPS,818000466,ESE HOSPITAL SAN JOSE DE TADO,4816299,
27800,CHOCO,UNGUIA,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,209699581,
27800,CHOCO,UNGUIA,CCF102,COMFACHOCO,900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,22725248,
27800,CHOCO,UNGUIA,CCF102,COMFACHOCO,901179608,IPS GOLFO SALUD S.A.S,29274110,
27810,CHOCO,UNION PANAMERICANA,CCF102,COMFACHOCO,900881965,MEDICHOCO IPS S.A.S,69055187,
27810,CHOCO,UNION PANAMERICANA,EPSS37,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,28940447,
27810,CHOCO,UNION PANAMERICANA,EPSS41,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,6926101,
41001,HUILA,NEIVA,EPSI03,A.I.C.,813005265,E.S.E. CARMEN EMILIA OSPINA DE NEIVA,390382929,
41001,HUILA,NEIVA,EPSS37,NUEVA EPS,800065396,INSTITUTO DE DIAGNOSTICO MEDICO S.A.,212207402,
41001,HUILA,NEIVA,EPSS37,NUEVA EPS,813005265,E.S.E. CARMEN EMILIA OSPINA DE NEIVA,38225000,
41001,HUILA,NEIVA,EPSS41,NUEVA EPS,813005265,E.S.E. CARMEN EMILIA OSPINA DE NEIVA,1146300000,
41006,HUILA,ACEVEDO,EPSI03,A.I.C.,813002497,E.S.E. HOSPITAL SAN FRANCISCO JAVIER DE ACEVEDO,84695864,
41006,HUILA,ACEVEDO,EPSS37,NUEVA EPS,813002497,E.S.E. HOSPITAL SAN FRANCISCO JAVIER DE ACEVEDO,3240472,
41006,HUILA,ACEVEDO,EPSS41,NUEVA EPS,813002497,E.S.E. HOSPITAL SAN FRANCISCO JAVIER DE ACEVEDO,191974139,
41013,HUILA,AGRADO,EPSS37,NUEVA EPS,891180147,ESE HOSPITAL MUNICIPAL SAN ANTONIO DE EL AGRADO,1380840,
41013,HUILA,AGRADO,EPSS41,NUEVA EPS,891180147,ESE HOSPITAL MUNICIPAL SAN ANTONIO DE EL AGRADO,93022588,
41016,HUILA,AIPE,EPSS37,NUEVA EPS,891180238,E.S.E. HOSPITAL SAN CARLOS DE AIPE,4347002,
41016,HUILA,AIPE,EPSS41,NUEVA EPS,891180238,E.S.E. HOSPITAL SAN CARLOS DE AIPE,150936278,
41132,HUILA,CAMPOALEGRE,EPSS37,NUEVA EPS,891180039,E.S.E. HOSPITAL DEL ROSARIO DE CAMPOALEGRE,2542995,
41132,HUILA,CAMPOALEGRE,EPSS37,NUEVA EPS,900314301,SALUD VITAL DEL HUILA IPS SAS,28142483,
41132,HUILA,CAMPOALEGRE,EPSS41,NUEVA EPS,891180039,E.S.E. HOSPITAL DEL ROSARIO DE CAMPOALEGRE,180965610,
41298,HUILA,GARZON,EPSS37,NUEVA EPS,813002940,EMPRESA SOCIAL DEL ESTADO MARIA AUXILIADORA DE GARZON,12632048,
41298,HUILA,GARZON,EPSS37,NUEVA EPS,900314301,SALUD VITAL DEL HUILA IPS SAS,57867885,
41298,HUILA,GARZON,EPSS41,NUEVA EPS,813002940,EMPRESA SOCIAL DEL ESTADO MARIA AUXILIADORA DE GARZON,471382980,
41306,HUILA,GIGANTE,EPSS37,NUEVA EPS,891180065,ESE HOSPITAL SAN ANTONIO,3231194,
41306,HUILA,GIGANTE,EPSS41,NUEVA EPS,891180065,ESE HOSPITAL SAN ANTONIO,110720698,
41319,HUILA,GUADALUPE,EPSS37,NUEVA EPS,813007875,E.S.E. HOSPITAL MUNICIPAL NUESTRA SEÑORA DE GUADALUPE,1882926,
41319,HUILA,GUADALUPE,EPSS41,NUEVA EPS,813007875,E.S.E. HOSPITAL MUNICIPAL NUESTRA SEÑORA DE GUADALUPE,78385512,
41359,HUILA,ISNOS,EPSS37,NUEVA EPS,813010996,ESE HOSPITAL SAN JOSE DE ISNOS,2096776,
41359,HUILA,ISNOS,EPSS41,NUEVA EPS,813010996,ESE HOSPITAL SAN JOSE DE ISNOS,68240528,
41378,HUILA,LA ARGENTINA,EPSS37,NUEVA EPS,813010966,ESE JUAN RAMON NUÑEZ PALACIOS,137058416,
41378,HUILA,LA ARGENTINA,EPSS41,NUEVA EPS,813010966,ESE JUAN RAMON NUÑEZ PALACIOS,28964516,
41378,HUILA,LA ARGENTINA,ESS024,COOSALUD,813010966,ESE JUAN RAMON NUÑEZ PALACIOS,57770909,
41396,HUILA,LA PLATA,EPSS37,NUEVA EPS,813002872,EMPRESA SOCIAL DEL ESTADO SAN SEBASTIAN DE LA PLATA HUILA,7567616,
41396,HUILA,LA PLATA,EPSS37,NUEVA EPS,900314301,SALUD VITAL DEL HUILA IPS SAS,30913483,
41396,HUILA,LA PLATA,EPSS41,NUEVA EPS,813002872,EMPRESA SOCIAL DEL ESTADO SAN SEBASTIAN DE LA PLATA HUILA,167247692,
41503,HUILA,OPORAPA,ESS024,COOSALUD,813012946,ESE MUNICIPAL DAVID MOLINA MUÑOZ,112467097,
41524,HUILA,PALERMO,EPSS37,NUEVA EPS,891180091,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE ASIS,5346580,
41524,HUILA,PALERMO,EPSS41,NUEVA EPS,891180091,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE ASIS,152284546,
41551,HUILA,PITALITO,EPSI05,MALLAMAS,813005295,EMPRESA SOCIAL DEL ESTADO MUNICIPAL MANUEL CASTRO TOVAR,176557518,
41551,HUILA,PITALITO,EPSS37,NUEVA EPS,813005295,EMPRESA SOCIAL DEL ESTADO MUNICIPAL MANUEL CASTRO TOVAR,18079500,
41551,HUILA,PITALITO,EPSS37,NUEVA EPS,900314301,SALUD VITAL DEL HUILA IPS SAS,196084156,
41551,HUILA,PITALITO,EPSS41,NUEVA EPS,813005295,EMPRESA SOCIAL DEL ESTADO MUNICIPAL MANUEL CASTRO TOVAR,604404775,
41615,HUILA,RIVERA,EPSI03,A.I.C.,813002933,E.S.E. HOSPITAL DIVINO NIÑO DE RIVERA,48534738,
41615,HUILA,RIVERA,EPSS37,NUEVA EPS,813002933,E.S.E. HOSPITAL DIVINO NIÑO DE RIVERA,5346580,
41615,HUILA,RIVERA,EPSS41,NUEVA EPS,813002933,E.S.E. HOSPITAL DIVINO NIÑO DE RIVERA,107954424,
41668,HUILA,SAN AGUSTIN,EPSS37,NUEVA EPS,891180113,E.S.E. HOSPITAL ARSENIO REPIZO VANEGAS DE SAN AGUSTIN,3783240,
41668,HUILA,SAN AGUSTIN,EPSS41,NUEVA EPS,891180113,E.S.E. HOSPITAL ARSENIO REPIZO VANEGAS DE SAN AGUSTIN,106931448,
41770,HUILA,SUAZA,EPSS37,NUEVA EPS,891180190,ESE HOSPITAL NUESTRA SEÑORA DE FATIMA DE SUAZA,2208370,
41770,HUILA,SUAZA,EPSS41,NUEVA EPS,891180190,ESE HOSPITAL NUESTRA SEÑORA DE FATIMA DE SUAZA,141289188,
41791,HUILA,TARQUI,EPSS37,NUEVA EPS,891180232,E.S.E. HOSPITAL SAN ANTONIO DE TARQUI,1929418,
41791,HUILA,TARQUI,EPSS41,NUEVA EPS,891180232,E.S.E. HOSPITAL SAN ANTONIO DE TARQUI,135454442,
41797,HUILA,TESALIA,EPSS37,NUEVA EPS,891103889,E.S.E. HOSPITAL LOCAL SANTA TERESA DE TESALIA,69389690,
41797,HUILA,TESALIA,EPSS41,NUEVA EPS,891103889,E.S.E. HOSPITAL LOCAL SANTA TERESA DE TESALIA,38957145,
41807,HUILA,TIMANA,EPSS37,NUEVA EPS,891180198,E.S.E. HOSPITAL MUNICIPAL SAN ANTONIO DE TIMANA,2716278,
41807,HUILA,TIMANA,EPSS41,NUEVA EPS,891180198,E.S.E. HOSPITAL MUNICIPAL SAN ANTONIO DE TIMANA,104028682,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,825003149,IPSI SUPULA WAYUU,33102540,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,892115009,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS,165125770,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900047571,IPSI OUTAJIAPALA,332317786,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900140599,FUNDACION ADANIES DIAZ BRITO,33354720,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900144134,EZEQ - SALUD IPSI,9350345,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900170300,CIDSALUD IPSI,17601327,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900177624,ANASHIWAYA IPSI,25755793,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900185729,IPSI PALAIMA,39887398,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900191322,OUTTAJIAPULEE IPSI,60813900,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900209093,IPSIANASHANTA SUPUSHUAYA,1665684,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900517548,IPSI CENTRO EPIDEMIOLOGICO Y DE SALUD INTEGRAL JEKEET AKUAITA,5904211,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900589110,I.P.S.I. WALE KERU,21176892,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900592962,I.P.S.I. ANENU-JIA,34813800,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900679383,IPS INDIGENA COTTUSHI SUSHI ANAIN WAKUA IPA IPS-I,2615184,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900690590,I.P.S.I. A>INMAJAA WAYUU,11862704,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900768457,FUNDACIÓN APORTA TU GRANITO IPS,7000561,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900795851,IPSI EITERRA JAWAPIA,160592441,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,901010389,FUNDACION REINTEGRAR RV,15303600,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,892115006,CAJA DE COMPENSACION FAMILIAR DE LA GUAJIRA,8055630,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,892115009,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS,147059956,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900047571,IPSI OUTAJIAPALA,163993859,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900144134,EZEQ - SALUD IPSI,23353671,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900170300,CIDSALUD IPSI,8872145,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900177624,ANASHIWAYA IPSI,118697051,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900209093,IPSIANASHANTA SUPUSHUAYA,4585691,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900270453,IPSI SOL WAYUU,65459140,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900271091,IPSI EIYAJAA WANULU,94069253,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,68462594,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900592962,I.P.S.I. ANENU-JIA,117716382,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900679383,IPS INDIGENA COTTUSHI SUSHI ANAIN WAKUA IPA IPS-I,8803211,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900690590,I.P.S.I. A>INMAJAA WAYUU,22232104,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900768457,FUNDACIÓN APORTA TU GRANITO IPS,67707362,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900795851,IPSI EITERRA JAWAPIA,116616403,
44001,LA GUAJIRA,RIOHACHA,EPSI03,A.I.C.,900170300,CIDSALUD IPSI,199037316,
44001,LA GUAJIRA,RIOHACHA,EPSI03,A.I.C.,900177624,ANASHIWAYA IPSI,34618012,
44001,LA GUAJIRA,RIOHACHA,EPSI03,A.I.C.,900517548,IPSI CENTRO EPIDEMIOLOGICO Y DE SALUD INTEGRAL JEKEET AKUAITA,67397907,
44001,LA GUAJIRA,RIOHACHA,EPSI03,A.I.C.,900757147,KAMANES S.A.S,6146187,
44001,LA GUAJIRA,RIOHACHA,EPSI04,ANAS WAYUU,839000145,ASOCIACION DE CABILDOS Y/O AUTORIDADES TRADICIONALES DE LA GUAJIRA,117275309,
44001,LA GUAJIRA,RIOHACHA,EPSI04,ANAS WAYUU,900016853,UNIDAD MEDICA WAYUU ANOUTA WAKUAIPA IPSI,63895946,
44001,LA GUAJIRA,RIOHACHA,EPSI04,ANAS WAYUU,900144134,EZEQ - SALUD IPSI,24555293,
44001,LA GUAJIRA,RIOHACHA,EPSI04,ANAS WAYUU,900177624,ANASHIWAYA IPSI,68208677,
44001,LA GUAJIRA,RIOHACHA,EPSI04,ANAS WAYUU,900589110,I.P.S.I. WALE KERU,80674437,
44001,LA GUAJIRA,RIOHACHA,EPSI04,ANAS WAYUU,900592962,I.P.S.I. ANENU-JIA,28684394,
44001,LA GUAJIRA,RIOHACHA,EPSI04,ANAS WAYUU,900690590,I.P.S.I. A>INMAJAA WAYUU,52966378,
44001,LA GUAJIRA,RIOHACHA,EPSS37,NUEVA EPS,800031212,UNIDAD MEDICA RADIOLOGICA DEL CARMEN,5209704,
44001,LA GUAJIRA,RIOHACHA,EPSS37,NUEVA EPS,825003149,IPSI SUPULA WAYUU,3746559,
44001,LA GUAJIRA,RIOHACHA,EPSS37,NUEVA EPS,900144134,EZEQ - SALUD IPSI,25959915,
44001,LA GUAJIRA,RIOHACHA,EPSS37,NUEVA EPS,900170300,CIDSALUD IPSI,15507670,
44001,LA GUAJIRA,RIOHACHA,EPSS37,NUEVA EPS,900177624,ANASHIWAYA IPSI,25314575,
44001,LA GUAJIRA,RIOHACHA,EPSS37,NUEVA EPS,900270453,IPSI SOL WAYUU,15052065,
44001,LA GUAJIRA,RIOHACHA,EPSS37,NUEVA EPS,900795851,IPSI EITERRA JAWAPIA,11816383,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,800031212,UNIDAD MEDICA RADIOLOGICA DEL CARMEN,21761264,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,825003149,IPSI SUPULA WAYUU,62565488,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900144134,EZEQ - SALUD IPSI,70182975,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900170300,CIDSALUD IPSI,54540030,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900177624,ANASHIWAYA IPSI,105740573,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900185729,IPSI PALAIMA,54055350,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900270453,IPSI SOL WAYUU,36534536,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900589110,I.P.S.I. WALE KERU,5459839,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900690590,I.P.S.I. A>INMAJAA WAYUU,7836174,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900795851,IPSI EITERRA JAWAPIA,37148906,
44001,LA GUAJIRA,RIOHACHA,ESS024,COOSALUD,892115009,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS,13699000,
44001,LA GUAJIRA,RIOHACHA,ESS024,COOSALUD,900589110,I.P.S.I. WALE KERU,9831228,
44001,LA GUAJIRA,RIOHACHA,ESS024,COOSALUD,900690590,I.P.S.I. A>INMAJAA WAYUU,109190136,
44035,LA GUAJIRA,ALBANIA,CCF055,CAJACOPI,825002525,ESE HOSPITAL SAN RAFAEL DE ALBANIA,30103997,
44035,LA GUAJIRA,ALBANIA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3174451,
44035,LA GUAJIRA,ALBANIA,EPSI04,ANAS WAYUU,825002525,ESE HOSPITAL SAN RAFAEL DE ALBANIA,87571600,
44035,LA GUAJIRA,ALBANIA,EPSI04,ANAS WAYUU,839000145,ASOCIACION DE CABILDOS Y/O AUTORIDADES TRADICIONALES DE LA GUAJIRA,138849885,
44078,LA GUAJIRA,BARRANCAS,CCF055,CAJACOPI,800101022,ESE HOSPITAL NUESTRA SEÑORA DEL PILAR,21786751,
44078,LA GUAJIRA,BARRANCAS,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,966265,
44078,LA GUAJIRA,BARRANCAS,EPSI03,A.I.C.,800101022,ESE HOSPITAL NUESTRA SEÑORA DEL PILAR,60986341,
44078,LA GUAJIRA,BARRANCAS,EPSI03,A.I.C.,900653282,IPS ANESHI WAYAA SAS,17825174,
44078,LA GUAJIRA,BARRANCAS,EPSI03,A.I.C.,900757147,KAMANES S.A.S,834173,
44078,LA GUAJIRA,BARRANCAS,EPSI04,ANAS WAYUU,800101022,ESE HOSPITAL NUESTRA SEÑORA DEL PILAR,76642979,
44078,LA GUAJIRA,BARRANCAS,EPSI04,ANAS WAYUU,900653282,IPS ANESHI WAYAA SAS,21265858,
44078,LA GUAJIRA,BARRANCAS,EPSS37,NUEVA EPS,800101022,ESE HOSPITAL NUESTRA SEÑORA DEL PILAR,37967198,
44078,LA GUAJIRA,BARRANCAS,EPSS41,NUEVA EPS,800101022,ESE HOSPITAL NUESTRA SEÑORA DEL PILAR,70014240,
44090,LA GUAJIRA,DIBULLA,CCF055,CAJACOPI,825001037,ESE HOSPITAL SANTA TERESA DE JESUS DE AVILA,380738381,
44090,LA GUAJIRA,DIBULLA,CCF055,CAJACOPI,900270453,IPSI SOL WAYUU,28333391,
44090,LA GUAJIRA,DIBULLA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,13399206,
44090,LA GUAJIRA,DIBULLA,EPSS41,NUEVA EPS,900185729,IPSI PALAIMA,6695745,
44098,LA GUAJIRA,DISTRACCION,CCF055,CAJACOPI,825000834,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA RITA DE CASSIA,30079006,
44098,LA GUAJIRA,DISTRACCION,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3777754,
44098,LA GUAJIRA,DISTRACCION,EPSI04,ANAS WAYUU,825000834,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA RITA DE CASSIA,37383154,
