COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,FORMA DE CONTRATACIÓN,"TOTAL GIRO 
ENERO 2024",OBSERVACIÓN
EPSS10,EPS SURA,COLOMBIANA DE TRASPLANTES SAS,Evento,830120157.0,7139822,
EPSS10,EPS SURA,COLPODIAGNOSTICO S.A.S,Evento,900713295.0,96102144,
EPSS10,EPS SURA,COMPAÑÍA COLOMBIANA DE SALUD COLSALUD S.A,Evento,819002176.0,63188677,
EPSS10,EPS SURA,COMUNIDAD DE HERMANAS DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN DE TOURS PROVINCIA DE MEDELLIN,Evento,890905843.0,755160585,
EPSS10,EPS SURA,CONGREGACION DE DOMINICAS DE SANTA CATALINA DE SENA,Evento,860010783.0,56344743,
EPSS10,EPS SURA,"CONGREGACIÓN DE HERMANAS FRANCISCANAS MISIONERAS DE MARÍA AUXILIADORA, REGIÓN MISIONERA SANTA MARÍA BERNARDA.",Evento,860028947.0,41526386,
EPSS10,EPS SURA,CONGREGACION DE LAS HERMANAS DE LA CARIDAD DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN,Evento,860006745.0,216577335,
EPSS10,EPS SURA,COOPERATIVA DE SALUD SAN ESTEBAN,Evento,811000136.0,13754325,
EPSS10,EPS SURA,COOPERATIVA DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALUD DE DONMATIAS - PROSALCO,Evento,800228773.0,3015048,
EPSS10,EPS SURA,CORPORACION HOGARES CREA DE COLOMBIA SECCIONAL CALDAS - HOGAR CREA MANIZALES,Evento,800171036.0,6202505,
EPSS10,EPS SURA,CORPORACIÓN HOSPITAL INFANTIL CONCEJO DE MEDELLÍN,Evento,900625317.0,118769147,
EPSS10,EPS SURA,"CORPORACION HOSPITAL SAN JUAN DE DIOS - UNIREMINGTON, SANTA ROSA DE OSOS",Evento,901249947.0,11015057,
EPSS10,EPS SURA,CORPORACIÓN HOSPITALARIA JUAN CIUDAD,Evento,900210981.0,49843484,
EPSS10,EPS SURA,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,Evento,890982608.0,1004228902,
EPSS10,EPS SURA,CORPORACIÓN SALUD UN,Evento,900578105.0,306378611,
EPSS10,EPS SURA,"CORPORACION SEMILLAS DE FE ""COMUNIDAD TERAPEUTICA"" CENTRO DE ATENCION EN DROGODEPENDENCIAS IPS",Evento,811035201.0,17990402,
EPSS10,EPS SURA,COSTA CARIBE Y/O IPS SALUD VIDA S.A.S,Evento,901152693.0,36714753,
EPSS10,EPS SURA,COUNTRY SCAN SAS,Evento,800006509.0,14390002,
EPSS10,EPS SURA,CPO SA,Evento,800149453.0,1419053,
EPSS10,EPS SURA,CRUZ ROJA COLOMBIANA SECCIONAL CALDAS,Evento,890801201.0,106805797,
EPSS10,EPS SURA,CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA,Evento,860070301.0,3355080,
EPSS10,EPS SURA,CRUZ ROJA COLOMBIANA SECCIONAL VALLE DEL CAUCA,Evento,890306215.0,1014360,
EPSS10,EPS SURA,CUIDARTE EN CASA SAS,Evento,900236008.0,25887053,
EPSS10,EPS SURA,DEPARTAMENTO DE RADIOLOGIA S.A,Evento,890933123.0,67064675,
EPSS10,EPS SURA,DIAGNOSTICA AVANZADA I.P.S. S.A.S.,Evento,900322647.0,2061512,
EPSS10,EPS SURA,DIAGNOSTICARTE S.A.S.,Evento,900306221.0,1060672,
EPSS10,EPS SURA,DIAGNÓSTICO VASCULAR S.A.S,Evento,900624302.0,13886994,
EPSS10,EPS SURA,DIAGNOSTICO VITAL S.A.S.,Evento,900283014.0,4437751,
EPSS10,EPS SURA,DIAGNOSTIMED S.A.,Evento,830514240.0,56711682,
EPSS10,EPS SURA,DIME CLINICA NEUROCARDIOVASCULAR S.A,Evento,800024390.0,101647391,
EPSS10,EPS SURA,DISORTHO SA,Evento,860529890.0,69074894,
EPSS10,EPS SURA,DR JULIO HOOKER DIGEST CENTER S.A.S,Evento,900762907.0,2833058,
EPSS10,EPS SURA,DUMIAN MÉDICAL S.A.S,Evento,805027743.0,15873897,
EPSS10,EPS SURA,E.S.E EDMUNDO GERMAN ARIAS DUARTE,Evento,890201724.0,1136514,
EPSS10,EPS SURA,E.S.E HOSPITAL DEPARTAMENTAL TOMAS URIBE URIBE DE TULUA EMPRESA SOCIAL DEL ESTADO,Evento,891901158.0,29711716,
EPSS10,EPS SURA,E.S.E HOSPITAL EL CARMEN,Evento,890982101.0,4199892,
EPSS10,EPS SURA,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,Evento,891000499.0,2098192,
EPSS10,EPS SURA,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,Evento,899999151.0,8661421,
EPSS10,EPS SURA,E.S.E HOSPITAL SANTANDER HERRERA DE PIVIJAY,Evento,819002025.0,4084049,
EPSS10,EPS SURA,E.S.E. CARMEN EMILIA OSPINA DE NEIVA,Evento,813005265.0,3676195,
EPSS10,EPS SURA,E.S.E. HOSPITAL DEL ROSARIO EMPRESA SOCIAL DEL ESTADO,Evento,891380070.0,1461911,
EPSS10,EPS SURA,E.S.E. HOSPITAL DEL SUR GABRIEL JARAMILLO PIEDRAHITA,Evento,811017810.0,1444278,
EPSS10,EPS SURA,E.S.E. HOSPITAL DEPARTAMENTAL CENTENARIO DE SEVILLA EMPRESA SOCIAL DEL ESTADO (SEDE 0001),Evento,821003143.0,8060916,
EPSS10,EPS SURA,E.S.E. HOSPITAL DEPARTAMENTAL FELIPE SUAREZ,Evento,890801026.0,8345457,
EPSS10,EPS SURA,E.S.E. HOSPITAL DEPARTAMENTAL PSIQUIATRICO UNIVERSITARIO DEL VALLE,Evento,890304155.0,1318122,
EPSS10,EPS SURA,E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PADUA DE LA PLATA,Evento,891180117.0,1612296,
EPSS10,EPS SURA,E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PITALITO,Evento,891180134.0,2005850,
EPSS10,EPS SURA,E.S.E. HOSPITAL EMIRO QUINTERO CAÑIZARES,Evento,890501438.0,5432348,
EPSS10,EPS SURA,E.S.E. HOSPITAL FEDERICO LLERAS ACOSTA,Evento,890706833.0,80495881,
EPSS10,EPS SURA,E.S.E. HOSPITAL FRANCISCO ELADIO BARRERA,Evento,890905097.0,17927213,
EPSS10,EPS SURA,E.S.E. HOSPITAL GUILLERMO GAVIRIA CORREA,Evento,800037244.0,3151361,
EPSS10,EPS SURA,E.S.E. HOSPITAL HECTOR ABAD GOMEZ,Evento,800143438.0,1012356,
EPSS10,EPS SURA,E.S.E. HOSPITAL LA BUENA ESPERANZA,Evento,800030924.0,2942130,
EPSS10,EPS SURA,E.S.E. HOSPITAL LA INMACULADA,Evento,890981817.0,5437000,
EPSS10,EPS SURA,E.S.E. HOSPITAL LA MERCED DE CIUDAD BOLIVAR,Evento,890907241.0,13027708,
EPSS10,EPS SURA,E.S.E. HOSPITAL LA MISERICORDIA,Evento,890982162.0,3031240,
EPSS10,EPS SURA,E.S.E. HOSPITAL LAUREANO PINO,Evento,890984427.0,3734903,
EPSS10,EPS SURA,E.S.E. HOSPITAL LOCAL ANA MARIA RODRIGUEZ DE SAN ESTANISLAO DE KOTSKA,Evento,806007238.0,1897752,
EPSS10,EPS SURA,E.S.E. HOSPITAL LOCAL ARJONA,Evento,806007923.0,1719198,
EPSS10,EPS SURA,E.S.E. HOSPITAL LOCAL CANDELARIA VALLE EMPRESA SOCIAL DEL ESTADO,Evento,891380184.0,1112287,
EPSS10,EPS SURA,E.S.E. HOSPITAL LOCAL DE PIEDECUESTA,Evento,900066345.0,1056806,
EPSS10,EPS SURA,E.S.E. HOSPITAL LOCAL JOSE RUFINO VIVAS EMPRESA SOCIAL DEL ESTADO,Evento,890305496.0,1404390,
EPSS10,EPS SURA,E.S.E. HOSPITAL LOCAL MARIALABAJA,Evento,806010788.0,1947415,
EPSS10,EPS SURA,E.S.E. HOSPITAL LOCAL SAN JUAN DE DIOS,Evento,890801719.0,11023705,
EPSS10,EPS SURA,E.S.E. HOSPITAL MARCO FIDEL SUAREZ,Evento,890985703.0,217682601,
EPSS10,EPS SURA,"E.S.E. HOSPITAL MENTAL DE ANTIOQUIA ""MARÍA UPEGUI - HOMO""",Evento,890905166.0,28662035,
EPSS10,EPS SURA,E.S.E. HOSPITAL MENTALUNIVERSITARIO DE RISARALDA,Evento,891412134.0,11524886,
EPSS10,EPS SURA,E.S.E. HOSPITAL MUNICIPAL DE SABANAGRANDE,Evento,802003081.0,12666238,
EPSS10,EPS SURA,E.S.E. HOSPITAL OSCAR EMIRO VERGARA CRUZ,Evento,890985660.0,12013163,
EPSS10,EPS SURA,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,Evento,890680027.0,3518318,
EPSS10,EPS SURA,E.S.E. HOSPITAL PEDRO NEL CARDONA,Evento,890982134.0,11940293,
EPSS10,EPS SURA,E.S.E. HOSPITAL PILOTO JAMUNDI EMPRESA SOCIAL DEL ESTADO,Evento,890306950.0,25671783,
EPSS10,EPS SURA,E.S.E. HOSPITAL PRESBÍTERO ALONSO MARIA GIRALDO,Evento,891982128.0,2541083,
EPSS10,EPS SURA,E.S.E. HOSPITAL RAUL OREJUELA BUENO,Evento,815000316.0,3589359,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN ANTONIO,Evento,890981163.0,4969263,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN ANTONIO DE BETANIA,Evento,890981494.0,4926439,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN ANTONIO DE MANZANARES,Evento,890801699.0,1983780,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN CARLOS,Evento,890980784.0,5673181,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN FRANCISCO JAVIER DE ACEVEDO,Evento,813002497.0,1241114,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN ISIDRO,Evento,800193392.0,1208439,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN JOSE,Evento,1781784402.0,8156675,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN JOSE DE AGUADAS,Evento,890801035.0,10562460,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN JOSE DE GUADUAS,Evento,860020283.0,1190400,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN LORENZO DE SUPÍA,Evento,890801758.0,2135418,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN LUIS BELTRAN,Evento,890981848.0,1714035,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN MARCOS,Evento,890802036.0,5765136,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN NICOLAS,Evento,891000736.0,2709417,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN RAFAEL,Evento,890980727.0,26483265,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN RAFAEL DE ANGOSTURA,Evento,890982183.0,2719824,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,Evento,890680025.0,2936666,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN RAFAEL DE ITAGUÍ,Evento,890980066.0,9184186,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,Evento,800099860.0,4857853,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN RAFAEL DE VENECIA,Evento,890980367.0,2193555,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN ROQUE - LA UNION,Evento,890980866.0,1627396,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN VICENTE DE PAÚL,Evento,890981561.0,18989300,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN VICENTE DE PAÚL DE CALDAS,Evento,890907215.0,112077070,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE LORICA,Evento,800204153.0,2444002,
EPSS10,EPS SURA,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE PAIPA,Evento,891855209.0,1384423,
EPSS10,EPS SURA,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,Evento,860009555.0,5473057,
EPSS10,EPS SURA,E.S.E. HOSPITAL SANTA TERESITA,Evento,890801517.0,52855308,
EPSS10,EPS SURA,E.S.E. HOSPITAL SANTANDER EMPRESA SOCIAL DEL ESTADO,Evento,891900356.0,2275340,
EPSS10,EPS SURA,E.S.E. HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA EMPRESA SOCIAL DEL ESTADO,Evento,890303461.0,12272020,
EPSS10,EPS SURA,E.S.E. HOSPITAL UNIVERSITARIO HERNANDO MONCALEANO PERDOMO DE NEIVA,Evento,891180268.0,25396610,
EPSS10,EPS SURA,E.S.E. NUETRA SEÑORA DE LA CANDELARIA,Evento,890981719.0,5152288,
EPSS10,EPS SURA,E.S.E. RED DE SALUD DEL CENTRO EMPRESA SOCIAL DEL ESTADO HOSPITAL PRIMITIVO IGLESIAS,Evento,805027261.0,4072896,
EPSS10,EPS SURA,E.S.E. RED DE SALUD DEL NORTE EMPRESA SOCIAL DEL ESTADO HOSPITAL JOAQUIN PAZ BORRERO,Evento,805027287.0,1354373,
EPSS10,EPS SURA,E.S.E. SAN JUAN DE DIOS DE MARINILLA,Evento,890980752.0,9631249,
EPSS10,EPS SURA,EDM EQUIPOS Y DISPOSITIVOS MEDICOS SAS,Evento,900399132.0,36072461,
EPSS10,EPS SURA,EJE PALIATIVOS SAS,Evento,901051551.0,20114266,
EPSS10,EPS SURA,EL COMITÉ DE REHABILITACIÓN DE ANTIOQUIA,Evento,890981590.0,182393601,
EPSS10,EPS SURA,ELECTROMIOGRAFIA DE ALTA TECNOLOGIA S.A.S,Evento,811040023.0,3120401,
EPSS10,EPS SURA,EMPRESA MULTIACTIVA DE SALUD,Evento,900345765.0,1504106,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO BELLO SALUD,Evento,800174995.0,2118671,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,Evento,812003455.0,2681139,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO CLINICA MATERNIDAD RAFAEL CALVO,Evento,806001061.0,8823078,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE VILLAVICENCIO,Evento,822002459.0,1084570,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,Evento,900750333.0,4019445,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE BARANOA,Evento,890103002.0,2776208,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE JUAN DE ACOSTA,Evento,802003414.0,11717249,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE MALAMBO,Evento,802009806.0,21480435,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL DEPARTAMENTAL UNIVERSITARIO DEL QUINDIO SAN JUAN DE DIOS,Evento,800000118.0,528673326,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,Evento,899999147.0,1162056,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO LUIS JIMENEZ MARTINEZ,Evento,800227877.0,37676996,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO VALDERRAMA,Evento,890981137.0,102003851,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRAY LUIS DE LEON,Evento,819001483.0,2947889,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL GUSTAVO GONZALEZ OCHOA,Evento,890982113.0,3289929,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL ISABEL LA CATOLICA,Evento,890982430.0,1018263,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSE CAYETANO VASQUEZ,Evento,891800570.0,17051515,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSÉ MARÍA HERNÁNDEZ,Evento,891200679.0,21638056,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA ANUNCIACION,Evento,890981268.0,10497450,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA DIVINA MISERICORDIA,Evento,900196347.0,15157892,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA ESTRELLA,Evento,800138968.0,16332834,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA MISERICORDIA IPS,Evento,890000600.0,5325502,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARIA AUXILIADORA,Evento,890980997.0,19833074,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL MENTAL DE FILANDIA,Evento,890000992.0,81123513,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL OCTAVIO OLIVARES,Evento,890985810.0,1213724,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL PIO X DEL MUNICIPIO DE LA TEBAIDA QUINDIO,Evento,890000905.0,1253450,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE CHIQUINQUIRA,Evento,820005389.0,6825713,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE DUITAMA,Evento,891855438.0,2665470,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,Evento,890980444.0,3311402,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FELIX LA DORADA CALDAS,Evento,810000913.0,7113210,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS,Evento,2672870029.0,84601307,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS DE ABEJORRAL,Evento,890980643.0,2169617,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS DE FLORIDABLANCA,Evento,890202024.0,31208476,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,Evento,890981726.0,73856893,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JULIAN,Evento,890981851.0,1002640,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO LA VIRGINIA,Evento,891401643.0,3997227,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL,Evento,1781963184.0,21945715,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE YOLOMBO,Evento,890981536.0,45736826,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL,Evento,890985092.0,4029364,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL FILANDIA,Evento,890001098.0,5143404,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL SANTA ROSA DE CABAL,Evento,891480036.0,5252942,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,Evento,891080015.0,1605285,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTAMARIA,Evento,890905198.0,2612040,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL TOBIAS PUERTA,Evento,800065395.0,2165635,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,Evento,899999032.0,313112345,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE SANTANDER,Evento,900006037.0,9433936,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DEL CARIBE,Evento,900042103.0,10705653,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO JULIO MENDEZ BARRENECHE,Evento,891780185.0,4124698,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN JORGE,Evento,800231235.0,134090572,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN RAFAEL DE TUNJA,Evento,891800231.0,1026560,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO INSTITUTO DE SALUD DE BUCARAMANGA,Evento,800084206.0,12022607,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO MARIA AUXILIADORA DE GARZON,Evento,813002940.0,2410016,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO METROSALUD,Evento,800058016.0,29662344,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD SOACHA,Evento,800006850.0,43728002,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA,Evento,816005003.0,731316,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO SAN JUAN DE DIOS,Evento,890980003.0,17517786,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO UNIVERSITARIA DEL ATLANTICO,Evento,901536799.0,203568407,
EPSS10,EPS SURA,EMPRESA SOCIAL DEL ESTADO VIDASINU,Evento,812005726.0,5321715,
EPSS10,EPS SURA,ESCANOGRAFÍA NEUROLÓGICA S.A,Evento,890930071.0,15261275,
EPSS10,EPS SURA,ESE CENTRO DE SALUD CON CAMAS DE PALMAR DE VARELA,Evento,802006267.0,6259399,
EPSS10,EPS SURA,ESE CENTRO DE SALUD DE TUBARÁ,Evento,802009463.0,883078,
EPSS10,EPS SURA,ESE HOSPITAL CESAR URIBE PIEDRAHITA,Evento,890980757.0,29893398,
EPSS10,EPS SURA,ESE HOSPITAL CUMBAL,Evento,814001329.0,2811516,
EPSS10,EPS SURA,ESE HOSPITAL DE LA CEJA,Evento,890980758.0,56327012,
EPSS10,EPS SURA,ESE HOSPITAL DE PUERTO COLOMBIA,Evento,890103406.0,13807654,
EPSS10,EPS SURA,ESE HOSPITAL DE SANTO TOMAS,Evento,800174123.0,11664480,
EPSS10,EPS SURA,ESE HOSPITAL DEPARTAMENTAL SAN ANTONIO DE MARMATO,Evento,810001392.0,3019105,
EPSS10,EPS SURA,ESE HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL,Evento,890802218.0,23860906,
EPSS10,EPS SURA,ESE HOSPITAL DEPARTAMENTAL UNIVERSITARIO SANTA SOFIA DE CALDAS,Evento,890801099.0,123806091,
EPSS10,EPS SURA,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,Evento,891680064.0,4989762,
EPSS10,EPS SURA,ESE HOSPITAL JOSE MARIA CORDOBA,Evento,890980512.0,24213945,
EPSS10,EPS SURA,ESE HOSPITAL LOCAL CARTAGENA DE INDIAS,Evento,806010305.0,14799552,
EPSS10,EPS SURA,ESE HOSPITAL LOCAL DE LURUACO,Evento,890103025.0,2043551,
EPSS10,EPS SURA,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,Evento,818001019.0,1545499,
EPSS10,EPS SURA,ESE HOSPITAL LOCAL TURBACO,Evento,806005602.0,2906546,
EPSS10,EPS SURA,ESE HOSPITAL MANUEL URIBE ANGEL,Evento,890906347.0,219643424,
EPSS10,EPS SURA,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN,Evento,900196346.0,1232860,
EPSS10,EPS SURA,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE EL COLEGIO,Evento,860020094.0,1510856,
EPSS10,EPS SURA,ESE HOSPITAL PADRE CLEMENTE GIRALDO,Evento,890981182.0,77683191,
EPSS10,EPS SURA,ESE HOSPITAL REGIONAL DE AGUACHICA JOSE DAVID PADILLA VILLAFAÑE,Evento,892300445.0,1496758,
EPSS10,EPS SURA,ESE HOSPITAL REGIONNAL II NIVEL DE SAN MARCOS,Evento,800191643.0,1394255,
EPSS10,EPS SURA,ESE HOSPITAL SAGRADO CORAZON DE JESUS,Evento,812000300.0,4631109,
EPSS10,EPS SURA,ESE HOSPITAL SAN ANTONIO,Evento,890983843.0,1996891,
EPSS10,EPS SURA,ESE HOSPITAL SAN FERNANDO,Evento,890906346.0,2231987,
EPSS10,EPS SURA,ESE HOSPITAL SAN JERÓNIMO DE MONTERÍA,Evento,891079999.0,3700056,
EPSS10,EPS SURA,ESE HOSPITAL SAN JORGE,Evento,890312380.0,1092209,
EPSS10,EPS SURA,ESE HOSPITAL SAN JOSE DE SAMANA,Evento,890802961.0,3853213,
EPSS10,EPS SURA,ESE HOSPITAL SAN JOSE MARSELLA,Evento,891408747.0,208930,
EPSS10,EPS SURA,ESE HOSPITAL SAN JUAN DE DIOS,Evento,1690987883.0,3973752,
EPSS10,EPS SURA,ESE HOSPITAL SAN JUAN DE DIOS DE ANORI,Evento,890982138.0,3242954,
EPSS10,EPS SURA,ESE HOSPITAL SAN JUAN DE DIOS DE COCORNA,Evento,890981108.0,1723900,
EPSS10,EPS SURA,ESE HOSPITAL SAN JUAN DE DIOS DE PAMPLONA,Evento,890501019.0,2543058,
EPSS10,EPS SURA,ESE HOSPITAL SAN JUAN DE SAHAGUN,Evento,812003851.0,1366161,
EPSS10,EPS SURA,ESE HOSPITAL SAN RAFAEL DE CHINU,Evento,800193912.0,1079203,
EPSS10,EPS SURA,ESE HOSPITAL SAN VICENTE DE PAUL,Evento,3471097413.0,34510963,
EPSS10,EPS SURA,ESE HOSPITAL SAN VICENTE DE PAUL DE NEMOCON,Evento,860024026.0,2374064,
EPSS10,EPS SURA,ESE HOSPITAL SANTA ANA,Evento,891410661.0,1724535,
EPSS10,EPS SURA,ESE HOSPITAL SANTA ISABEL,Evento,800014405.0,1094476,
EPSS10,EPS SURA,ESE HOSPITAL SANTA MARGARITA,Evento,890980949.0,11463624,
EPSS10,EPS SURA,ESE HOSPITAL SANTA MÓNICA,Evento,891411663.0,100208529,
EPSS10,EPS SURA,ESE HOSPITAL VENANCIO DIAZ DIAZ,Evento,800123106.0,1110263,
EPSS10,EPS SURA,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,Evento,900226451.0,96050568,
EPSS10,EPS SURA,ESPECIALISTAS ASESORES PROFESIONALES EAP IPS S.A.S,Evento,900882304.0,78167328,
EPSS10,EPS SURA,ESPECIALISTAS EN IMÁGENES DIAGNÓSTICAS S.A.S,Evento,901054048.0,15702078,
EPSS10,EPS SURA,ESTIMA S.A.S IPS,Evento,900728605.0,1454492,
EPSS10,EPS SURA,ESTUDIOS ENDOSCOPICOS S.A.S.,Evento,900055823.0,13449564,
EPSS10,EPS SURA,ESTUDIOS OFTALMOLOGICOS SAS,Evento,900341409.0,145885940,
EPSS10,EPS SURA,FABISALUD IPS SAS,Evento,900951033.0,29075579,
EPSS10,EPS SURA,FORJA EMPRESAS SAS,Evento,900162688.0,8022825,
EPSS10,EPS SURA,FOTOTERAPIA BOJANINI Y LOPEZ SAS,Evento,800236964.0,1170328,
