DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,"TOTAL GIRO 
FEBRERO 2023",OBSERVACIÓN
25754,CUNDINAMARCA,SOACHA,EPSS41,NUEVA EPS,800006850,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD SOACHA,185200000,
25754,CUNDINAMARCA,SOACHA,ESS024,COOSALUD,832001794,EMPRESA SOCIAL DEL ESTADO E.S.E MUNICIPAL DE SOACHA JULIO CESAR PEÑALOZA,461810030,
25769,CUNDINAMARCA,SUBACHOQUE,EPSS37,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,1047800,
25769,CUNDINAMARCA,SUBACHOQUE,EPSS41,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,15193100,
25772,CUNDINAMARCA,SUESCA,EPSS37,NUEVA EPS,800200789,CLINICA CHIA S.A.S.,2272124,
25785,CUNDINAMARCA,TABIO,EPSS37,NUEVA EPS,899999164,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE TABIO,4216000,
25785,CUNDINAMARCA,TABIO,EPSS41,NUEVA EPS,899999164,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE TABIO,11299500,
25797,CUNDINAMARCA,TENA,EPSS37,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,2077000,
25797,CUNDINAMARCA,TENA,EPSS41,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,26133000,
25799,CUNDINAMARCA,TENJO,EPSS37,NUEVA EPS,800200789,CLINICA CHIA S.A.S.,1121497,
25799,CUNDINAMARCA,TENJO,EPSS37,NUEVA EPS,860037592,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ROSA DE TENJO,2362500,
25799,CUNDINAMARCA,TENJO,EPSS41,NUEVA EPS,860037592,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ROSA DE TENJO,9976500,
25805,CUNDINAMARCA,TIBACUY,EPSS37,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,53560,
25805,CUNDINAMARCA,TIBACUY,EPSS41,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,361530,
25823,CUNDINAMARCA,TOPAIPI,ESS024,COOSALUD,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,14600,
25845,CUNDINAMARCA,UNE,EPSS37,NUEVA EPS,900147959,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD TIMOTEO RIVEROS CUBILLOS,3030500,
25845,CUNDINAMARCA,UNE,EPSS41,NUEVA EPS,900147959,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD TIMOTEO RIVEROS CUBILLOS,24316500,
25851,CUNDINAMARCA,UTICA,EPSS37,NUEVA EPS,860015929,E.S.E. HOSPITAL SALAZAR VILLETA,3019500,
25851,CUNDINAMARCA,UTICA,EPSS41,NUEVA EPS,860015929,E.S.E. HOSPITAL SALAZAR VILLETA,20080500,
25871,CUNDINAMARCA,VILLAGOMEZ,ESS024,COOSALUD,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,58400,
25875,CUNDINAMARCA,VILLETA,EPSS37,NUEVA EPS,860015929,E.S.E. HOSPITAL SALAZAR VILLETA,2409000,
25875,CUNDINAMARCA,VILLETA,EPSS41,NUEVA EPS,860015929,E.S.E. HOSPITAL SALAZAR VILLETA,28710000,
25885,CUNDINAMARCA,YACOPI,EPSS37,NUEVA EPS,899999165,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,2259400,
25885,CUNDINAMARCA,YACOPI,EPSS41,NUEVA EPS,899999165,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,41743600,
25898,CUNDINAMARCA,ZIPACON,EPSS37,NUEVA EPS,860009555,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,47400,
25898,CUNDINAMARCA,ZIPACON,EPSS41,NUEVA EPS,860009555,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,8389800,
25899,CUNDINAMARCA,ZIPAQUIRA,EPSS37,NUEVA EPS,899999032,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,6288000,
25899,CUNDINAMARCA,ZIPAQUIRA,EPSS41,NUEVA EPS,899999032,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,51440000,
27001,CHOCO,QUIBDO,CCF102,COMFACHOCO,818000373,UNIDAD DE SALUD SANTA MARIA S.A.S,116137527,
27001,CHOCO,QUIBDO,CCF102,COMFACHOCO,818001019,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,390484885,
27001,CHOCO,QUIBDO,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,550242362,
27001,CHOCO,QUIBDO,CCF102,COMFACHOCO,900520293,"FUNDACIÓN UNIONVIDA ""FUNVIDA""",207573329,
27001,CHOCO,QUIBDO,EPSS37,NUEVA EPS,818001019,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,5761152,
27001,CHOCO,QUIBDO,EPSS37,NUEVA EPS,900144266,IPS ERCHICHI JAI E.U.,6650915,
27001,CHOCO,QUIBDO,EPSS37,NUEVA EPS,901035250,FUNDACIÓN SANTA SOFIA DE ASIS,3927000,
27001,CHOCO,QUIBDO,EPSS41,NUEVA EPS,818001019,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,356195007,
27001,CHOCO,QUIBDO,EPSS41,NUEVA EPS,900144266,IPS ERCHICHI JAI E.U.,29570112,
27001,CHOCO,QUIBDO,ESS024,COOSALUD,818001019,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,132008670,
27006,CHOCO,ACANDI,CCF102,COMFACHOCO,900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,51347273,
27006,CHOCO,ACANDI,CCF102,COMFACHOCO,900538139,IPS INDIGENA CAPERA SAS,153475772,
27006,CHOCO,ACANDI,EPSS37,NUEVA EPS,900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,51138752,
27006,CHOCO,ACANDI,EPSS37,NUEVA EPS,900538139,IPS INDIGENA CAPERA SAS,22194080,
27006,CHOCO,ACANDI,EPSS41,NUEVA EPS,900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,23637776,
27006,CHOCO,ACANDI,EPSS41,NUEVA EPS,900538139,IPS INDIGENA CAPERA SAS,10258731,
27025,CHOCO,ALTO BAUDO,CCF102,COMFACHOCO,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,71713156,
27025,CHOCO,ALTO BAUDO,EPSS37,NUEVA EPS,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,70779430,
27025,CHOCO,ALTO BAUDO,EPSS37,NUEVA EPS,900552157,IPS INDIGENA JAI KERA S.A.S,192054912,
27025,CHOCO,ALTO BAUDO,EPSS41,NUEVA EPS,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,16070568,
27050,CHOCO,ATRATO,CCF102,COMFACHOCO,900037648,IPS SALUD PROTEGIDA,65280558,
27050,CHOCO,ATRATO,EPSS37,NUEVA EPS,900037648,IPS SALUD PROTEGIDA,66860,
27050,CHOCO,ATRATO,EPSS41,NUEVA EPS,900037648,IPS SALUD PROTEGIDA,83575,
27073,CHOCO,BAGADO,CCF102,COMFACHOCO,900037648,IPS SALUD PROTEGIDA,9535876,
27073,CHOCO,BAGADO,CCF102,COMFACHOCO,900359029,FUNMELLOCO IPS,28195392,
27073,CHOCO,BAGADO,EPSS37,NUEVA EPS,900037648,IPS SALUD PROTEGIDA,41105634,
27073,CHOCO,BAGADO,EPSS37,NUEVA EPS,900359029,FUNMELLOCO IPS,74339524,
27073,CHOCO,BAGADO,EPSS41,NUEVA EPS,900037648,IPS SALUD PROTEGIDA,8357411,
27073,CHOCO,BAGADO,EPSS41,NUEVA EPS,900359029,FUNMELLOCO IPS,4685674,
27075,CHOCO,BAHIA SOLANO,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,238572503,
27077,CHOCO,BAJO BAUDO,CCF102,COMFACHOCO,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,166849054,
27077,CHOCO,BAJO BAUDO,EPSS37,NUEVA EPS,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,179718108,
27077,CHOCO,BAJO BAUDO,EPSS41,NUEVA EPS,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,21780380,
27099,CHOCO,BOJAYA,CCF102,COMFACHOCO,900206582,I.P.S. SERVIMEDICO S.A.S.,25843452,
27099,CHOCO,BOJAYA,EPSS37,NUEVA EPS,900144266,IPS ERCHICHI JAI E.U.,41300743,
27099,CHOCO,BOJAYA,EPSS37,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,104229203,
27099,CHOCO,BOJAYA,EPSS41,NUEVA EPS,900144266,IPS ERCHICHI JAI E.U.,3216475,
27099,CHOCO,BOJAYA,EPSS41,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,15777910,
27135,CHOCO,CANTON DE SAN PABLO,CCF102,COMFACHOCO,900881965,MEDICHOCO IPS S.A.S,43504659,
27135,CHOCO,CANTON DE SAN PABLO,EPSS37,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,37817437,
27135,CHOCO,CANTON DE SAN PABLO,EPSS41,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,3545372,
27150,CHOCO,CARMEN DEL DARIEN,CCF102,COMFACHOCO,900206582,I.P.S. SERVIMEDICO S.A.S.,101460386,
27150,CHOCO,CARMEN DEL DARIEN,CCF102,COMFACHOCO,900512334,TRANSACUATICO K & M S.A.S,36736930,
27150,CHOCO,CARMEN DEL DARIEN,EPSS37,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,29377981,
27150,CHOCO,CARMEN DEL DARIEN,EPSS41,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,28583643,
27160,CHOCO,CERTEGUI,CCF102,COMFACHOCO,900881965,MEDICHOCO IPS S.A.S,45242676,
27160,CHOCO,CERTEGUI,EPSS37,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,19850845,
27160,CHOCO,CERTEGUI,EPSS41,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,1472395,
27205,CHOCO,CONDOTO,CCF102,COMFACHOCO,891600061,ESE HOSPITAL SAN JOSE DE CONDOTO,106997295,
27205,CHOCO,CONDOTO,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,12947966,
27245,CHOCO,EL CARMEN,CCF102,COMFACHOCO,891680065,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,10522291,
27245,CHOCO,EL CARMEN,EPSS37,NUEVA EPS,891680065,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,110219592,
27245,CHOCO,EL CARMEN,EPSS41,NUEVA EPS,891680065,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,15540588,
27250,CHOCO,EL LITORAL DEL SAN JUAN,CCF102,COMFACHOCO,900538139,IPS INDIGENA CAPERA SAS,62875697,
27250,CHOCO,EL LITORAL DEL SAN JUAN,EPSS37,NUEVA EPS,900538139,IPS INDIGENA CAPERA SAS,99251479,
27250,CHOCO,EL LITORAL DEL SAN JUAN,EPSS41,NUEVA EPS,900538139,IPS INDIGENA CAPERA SAS,6543440,
27361,CHOCO,ITSMINA,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,18085381,
27361,CHOCO,ITSMINA,CCF102,COMFACHOCO,891680064,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,201734740,
27361,CHOCO,ITSMINA,EPSS37,NUEVA EPS,818002571,CENTRO MEDICO CUBIS LIMITADA,19859700,
27361,CHOCO,ITSMINA,EPSS37,NUEVA EPS,891680064,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,29286504,
27361,CHOCO,ITSMINA,EPSS41,NUEVA EPS,891680064,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,212677296,
27372,CHOCO,JURADO,CCF102,COMFACHOCO,900212320,UNIDAD MEDICA MI SALUD S.A.S.,104276685,
27372,CHOCO,JURADO,EPSS41,NUEVA EPS,900212320,UNIDAD MEDICA MI SALUD S.A.S.,55648,
27413,CHOCO,LLORO,CCF102,COMFACHOCO,900037648,IPS SALUD PROTEGIDA,69731588,
27413,CHOCO,LLORO,EPSS37,NUEVA EPS,900037648,IPS SALUD PROTEGIDA,72144915,
27413,CHOCO,LLORO,EPSS37,NUEVA EPS,900144266,IPS ERCHICHI JAI E.U.,39775560,
27413,CHOCO,LLORO,EPSS41,NUEVA EPS,900037648,IPS SALUD PROTEGIDA,3468905,
27413,CHOCO,LLORO,EPSS41,NUEVA EPS,900144266,IPS ERCHICHI JAI E.U.,4877565,
27425,CHOCO,MEDIO ATRATO,CCF102,COMFACHOCO,900206582,I.P.S. SERVIMEDICO S.A.S.,76883693,
27425,CHOCO,MEDIO ATRATO,EPSS37,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,48424945,
27425,CHOCO,MEDIO ATRATO,EPSS41,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,3136509,
27430,CHOCO,MEDIO BAUDO,CCF102,COMFACHOCO,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,69930618,
27430,CHOCO,MEDIO BAUDO,EPSS37,NUEVA EPS,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,61426432,
27430,CHOCO,MEDIO BAUDO,EPSS41,NUEVA EPS,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,15865708,
27450,CHOCO,MEDIO SAN JUAN,CCF102,COMFACHOCO,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,69441333,
27450,CHOCO,MEDIO SAN JUAN,CCF102,COMFACHOCO,900816374,MEDICAMENTOS Y ALGO MAS S.A.S,8026591,
27450,CHOCO,MEDIO SAN JUAN,EPSS37,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,46392053,
27450,CHOCO,MEDIO SAN JUAN,EPSS41,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,8334503,
27491,CHOCO,NOVITA,CCF102,COMFACHOCO,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,77418944,
27491,CHOCO,NOVITA,EPSS37,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,42757005,
27491,CHOCO,NOVITA,EPSS41,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,3092804,
27495,CHOCO,NUQUI,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,126624025,
27580,CHOCO,RIO IRO,CCF102,COMFACHOCO,900881965,MEDICHOCO IPS S.A.S,9733966,
27580,CHOCO,RIO IRO,EPSS37,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,31561019,
27580,CHOCO,RIO IRO,EPSS41,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,4107207,
27600,CHOCO,RIO QUITO,CCF102,COMFACHOCO,818001324,MEJORSALUD LTDA,17231693,
27600,CHOCO,RIO QUITO,EPSS37,NUEVA EPS,818001324,MEJORSALUD LTDA,81665623,
27600,CHOCO,RIO QUITO,EPSS41,NUEVA EPS,818001324,MEJORSALUD LTDA,7971677,
27615,CHOCO,RIOSUCIO,CCF102,COMFACHOCO,900206582,I.P.S. SERVIMEDICO S.A.S.,147427099,
27615,CHOCO,RIOSUCIO,CCF102,COMFACHOCO,900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,11088531,
27615,CHOCO,RIOSUCIO,CCF102,COMFACHOCO,900483570,IPS KATIOS RIOSUCIO LTDA,102496359,
27615,CHOCO,RIOSUCIO,EPSS37,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,1207848,
27615,CHOCO,RIOSUCIO,EPSS37,NUEVA EPS,901035250,FUNDACIÓN SANTA SOFIA DE ASIS,70345500,
27615,CHOCO,RIOSUCIO,EPSS41,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,28385529,
27615,CHOCO,RIOSUCIO,EPSS41,NUEVA EPS,901035250,FUNDACIÓN SANTA SOFIA DE ASIS,186140310,
27660,CHOCO,SAN JOSE DEL PALMAR,CCF102,COMFACHOCO,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,103069052,
27660,CHOCO,SAN JOSE DEL PALMAR,EPSS41,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,17852,
27745,CHOCO,SIPI,CCF102,COMFACHOCO,900212320,UNIDAD MEDICA MI SALUD S.A.S.,50725742,
27745,CHOCO,SIPI,EPSS37,NUEVA EPS,900212320,UNIDAD MEDICA MI SALUD S.A.S.,23466597,
27745,CHOCO,SIPI,EPSS41,NUEVA EPS,900212320,UNIDAD MEDICA MI SALUD S.A.S.,2578512,
27787,CHOCO,TADO,CCF102,COMFACHOCO,818000466,ESE HOSPITAL SAN JOSE DE TADO,120152446,
27787,CHOCO,TADO,CCF102,COMFACHOCO,818002342,SERSALUD I.P.S. CHOCO SAS,74155539,
27787,CHOCO,TADO,EPSS37,NUEVA EPS,818000466,ESE HOSPITAL SAN JOSE DE TADO,135185028,
27787,CHOCO,TADO,EPSS41,NUEVA EPS,818000466,ESE HOSPITAL SAN JOSE DE TADO,19414470,
27800,CHOCO,UNGUIA,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,235940264,
27800,CHOCO,UNGUIA,CCF102,COMFACHOCO,900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,26113283,
27800,CHOCO,UNGUIA,CCF102,COMFACHOCO,901179608,IPS GOLFO SALUD S.A.S,33785222,
27810,CHOCO,UNION PANAMERICANA,CCF102,COMFACHOCO,900881965,MEDICHOCO IPS S.A.S,76597453,
27810,CHOCO,UNION PANAMERICANA,EPSS37,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,18608418,
27810,CHOCO,UNION PANAMERICANA,EPSS41,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,4572174,
41001,HUILA,NEIVA,EPSI03,A.I.C.,813005265,E.S.E. CARMEN EMILIA OSPINA DE NEIVA,339605545,
41001,HUILA,NEIVA,EPSS37,NUEVA EPS,800065396,INSTITUTO DE DIAGNOSTICO MEDICO S.A.,197691568,
41001,HUILA,NEIVA,EPSS37,NUEVA EPS,813005265,E.S.E. CARMEN EMILIA OSPINA DE NEIVA,11505200,
41001,HUILA,NEIVA,EPSS41,NUEVA EPS,813005265,E.S.E. CARMEN EMILIA OSPINA DE NEIVA,867770400,
41006,HUILA,ACEVEDO,EPSI03,A.I.C.,813002497,E.S.E. HOSPITAL SAN FRANCISCO JAVIER DE ACEVEDO,76303596,
41006,HUILA,ACEVEDO,EPSS41,NUEVA EPS,813002497,E.S.E. HOSPITAL SAN FRANCISCO JAVIER DE ACEVEDO,156230500,
41078,HUILA,BARAYA,ESS062,ASMET SALUD,891180159,E.S.E. HOSPITAL TULIA DURAN DE BORRERO DE BARAYA,33996431,
41132,HUILA,CAMPOALEGRE,EPSS37,NUEVA EPS,900314301,SALUD VITAL DEL HUILA IPS SAS,22726171,
41132,HUILA,CAMPOALEGRE,EPSS41,NUEVA EPS,891180039,E.S.E. HOSPITAL DEL ROSARIO DE CAMPOALEGRE,112536600,
41132,HUILA,CAMPOALEGRE,ESS062,ASMET SALUD,891180039,E.S.E. HOSPITAL DEL ROSARIO DE CAMPOALEGRE,85325565,
41298,HUILA,GARZON,EPSS37,NUEVA EPS,813002940,EMPRESA SOCIAL DEL ESTADO MARIA AUXILIADORA DE GARZON,5263000,
41298,HUILA,GARZON,EPSS37,NUEVA EPS,900314301,SALUD VITAL DEL HUILA IPS SAS,50740313,
41298,HUILA,GARZON,EPSS41,NUEVA EPS,813002940,EMPRESA SOCIAL DEL ESTADO MARIA AUXILIADORA DE GARZON,398848000,
41298,HUILA,GARZON,ESS062,ASMET SALUD,813002940,EMPRESA SOCIAL DEL ESTADO MARIA AUXILIADORA DE GARZON,82512738,
41306,HUILA,GIGANTE,EPSS41,NUEVA EPS,891180065,ESE HOSPITAL SAN ANTONIO,69900000,
41306,HUILA,GIGANTE,ESS062,ASMET SALUD,891180065,ESE HOSPITAL SAN ANTONIO,73761103,
41378,HUILA,LA ARGENTINA,ESS024,COOSALUD,813010966,ESE JUAN RAMON NUÑEZ PALACIOS,50867060,
41396,HUILA,LA PLATA,EPSS37,NUEVA EPS,900314301,SALUD VITAL DEL HUILA IPS SAS,25569180,
41396,HUILA,LA PLATA,ESS062,ASMET SALUD,813002872,EMPRESA SOCIAL DEL ESTADO SAN SEBASTIAN DE LA PLATA HUILA,146687998,
41396,HUILA,LA PLATA,ESS062,ASMET SALUD,813002933,E.S.E. HOSPITAL DIVINO NIÑO DE RIVERA,46171871,
41503,HUILA,OPORAPA,ESS024,COOSALUD,813012946,ESE MUNICIPAL DAVID MOLINA MUÑOZ,102743200,
41524,HUILA,PALERMO,EPSS41,NUEVA EPS,891180091,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE ASIS,112820000,
41524,HUILA,PALERMO,ESS062,ASMET SALUD,891180091,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE ASIS,73666094,
41551,HUILA,PITALITO,EPSI05,MALLAMAS,813005295,EMPRESA SOCIAL DEL ESTADO MUNICIPAL MANUEL CASTRO TOVAR,165163287,
41551,HUILA,PITALITO,EPSS37,NUEVA EPS,813005295,EMPRESA SOCIAL DEL ESTADO MUNICIPAL MANUEL CASTRO TOVAR,7121750,
41551,HUILA,PITALITO,EPSS37,NUEVA EPS,900314301,SALUD VITAL DEL HUILA IPS SAS,167156434,
41551,HUILA,PITALITO,ESS062,ASMET SALUD,813005295,EMPRESA SOCIAL DEL ESTADO MUNICIPAL MANUEL CASTRO TOVAR,234773323,
41615,HUILA,RIVERA,EPSI03,A.I.C.,813002933,E.S.E. HOSPITAL DIVINO NIÑO DE RIVERA,42570645,
41615,HUILA,RIVERA,EPSS41,NUEVA EPS,813002933,E.S.E. HOSPITAL DIVINO NIÑO DE RIVERA,90160000,
41615,HUILA,RIVERA,ESS062,ASMET SALUD,813002933,E.S.E. HOSPITAL DIVINO NIÑO DE RIVERA,13578653,
41668,HUILA,SAN AGUSTIN,EPSS41,NUEVA EPS,891180113,E.S.E. HOSPITAL ARSENIO REPIZO VANEGAS DE SAN AGUSTIN,81270000,
41668,HUILA,SAN AGUSTIN,ESS062,ASMET SALUD,900314758,FUNDACION MEDICENTER,116267092,
41668,HUILA,SAN AGUSTIN,ESS062,ASMET SALUD,901011395,IPS HORIZONTE SOCIAL LA ESPERANZA SOCIEDAD POR ACCIONES SIMPLIFICADA,38558844,
41668,HUILA,SAN AGUSTIN,ESS062,ASMET SALUD,901274906,IPS MUTUAL SAS,79902583,
41676,HUILA,SANTA MARIA,ESS062,ASMET SALUD,813010024,ESE NUESTRA SEÑORA DEL CARMEN,85047009,
41770,HUILA,SUAZA,EPSS41,NUEVA EPS,891180190,ESE HOSPITAL NUESTRA SEÑORA DE FATIMA DE SUAZA,116665500,
41770,HUILA,SUAZA,ESS062,ASMET SALUD,891180190,ESE HOSPITAL NUESTRA SEÑORA DE FATIMA DE SUAZA,153285585,
41791,HUILA,TARQUI,EPSS41,NUEVA EPS,891180232,E.S.E. HOSPITAL SAN ANTONIO DE TARQUI,112580000,
41797,HUILA,TESALIA,EPSS37,NUEVA EPS,891103889,E.S.E. HOSPITAL LOCAL SANTA TERESA DE TESALIA,52541500,
41801,HUILA,TERUEL,ESS062,ASMET SALUD,813010472,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,30521907,
41807,HUILA,TIMANA,EPSS41,NUEVA EPS,891180198,E.S.E. HOSPITAL MUNICIPAL SAN ANTONIO DE TIMANA,82553500,
41807,HUILA,TIMANA,ESS062,ASMET SALUD,891180198,E.S.E. HOSPITAL MUNICIPAL SAN ANTONIO DE TIMANA,163411974,
41872,HUILA,VILLAVIEJA,ESS062,ASMET SALUD,813011566,EMPRESA SOCIAL DEL ESTADO HOSPITAL DEL PERPETUO SOCORRO,32902802,
41885,HUILA,YAGUARA,ESS062,ASMET SALUD,813003431,EMPRESA SOCIAL DEL ESTADO HOSPITAL LAURA PERDOMO DE GARCIA DE YAGUARA,35061664,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,825000147,E.S.E. HOSPITAL ARMANDO PABON LOPEZ,108675000,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,825003149,IPSI SUPULA WAYUU,31396000,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,892115009,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS,84963000,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900016853,UNIDAD MEDICA WAYUU ANOUTA WAKUAIPA IPSI,45749000,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900047571,IPSI OUTAJIAPALA,141036000,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900140599,FUNDACION ADANIES DIAZ BRITO,32688000,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900170300,CIDSALUD IPSI,4737000,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900177624,ANASHIWAYA IPSI,5732000,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900185729,IPSI PALAIMA,10287000,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900191322,OUTTAJIAPULEE IPSI,12621000,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900209093,IPSIANASHANTA SUPUSHUAYA,1031000,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900517548,IPSI CENTRO EPIDEMIOLOGICO Y DE SALUD INTEGRAL JEKEET AKUAITA,3099000,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900589110,I.P.S.I. WALE KERU,19781000,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900592962,I.P.S.I. ANENU-JIA,18677000,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900679383,IPS INDIGENA COTTUSHI SUSHI ANAIN WAKUA IPA IPS-I,2258000,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900690590,I.P.S.I. A>INMAJAA WAYUU,11501000,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900768457,FUNDACIÓN APORTA TU GRANITO IPS,3701000,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900784418,FISIOMED INTEGRAL S.A.S,13558000,
