DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,TOTAL GIRO ENERO 2023,OBSERVACIÓN
44001,LA GUAJIRA,RIOHACHA,EPSS37,LA NUEVA EPS S.A.,900795851,IPSI EITERRA JAWAPIA,11062342,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,800031212,UNIDAD MEDICA RADIOLOGICA DEL CARMEN,22773260,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900144134,EZEQ - SALUD IPSI,69038463,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900170300,CIDSALUD IPSI,40446314,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900177624,ANASHIWAYA IPSI,106660840,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900185729,IPSI PALAIMA,26204110,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900690590,I.P.S.I. A>INMAJAA WAYUU,6149121,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900795851,IPSI EITERRA JAWAPIA,26086457,
44001,LA GUAJIRA,RIOHACHA,ESS024,COOSALUD EPS S.A.,900690590,I.P.S.I. A>INMAJAA WAYUU,57220240,
44035,LA GUAJIRA,ALBANIA,CCF055,CAJACOPI EPS,825002525,ESE HOSPITAL SAN RAFAEL DE ALBANIA,56690859,
44035,LA GUAJIRA,ALBANIA,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,2397553,
44035,LA GUAJIRA,ALBANIA,EPSI04,ANAS WAYUU,825002525,ESE HOSPITAL SAN RAFAEL DE ALBANIA,103830221,
44035,LA GUAJIRA,ALBANIA,EPSI04,ANAS WAYUU,839000145,ASOCIACION DE CABILDOS Y/O AUTORIDADES TRADICIONALES DE LA GUAJIRA,138932508,
44035,LA GUAJIRA,ALBANIA,EPSS37,LA NUEVA EPS S.A.,825002525,ESE HOSPITAL SAN RAFAEL DE ALBANIA,7085076,
44078,LA GUAJIRA,BARRANCAS,CCF055,CAJACOPI EPS,800101022,ESE HOSPITAL NUESTRA SEÑORA DEL PILAR,14114430,
44078,LA GUAJIRA,BARRANCAS,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,28938,
44078,LA GUAJIRA,BARRANCAS,EPSI03,A.I.C.,800101022,ESE HOSPITAL NUESTRA SEÑORA DEL PILAR,48831856,
44078,LA GUAJIRA,BARRANCAS,EPSI03,A.I.C.,900653282,IPS ANESHI WAYAA SAS,7397607,
44078,LA GUAJIRA,BARRANCAS,EPSI04,ANAS WAYUU,800101022,ESE HOSPITAL NUESTRA SEÑORA DEL PILAR,88687510,
44078,LA GUAJIRA,BARRANCAS,EPSI04,ANAS WAYUU,900653282,IPS ANESHI WAYAA SAS,18177346,
44078,LA GUAJIRA,BARRANCAS,EPSS37,LA NUEVA EPS S.A.,800101022,ESE HOSPITAL NUESTRA SEÑORA DEL PILAR,31315942,
44078,LA GUAJIRA,BARRANCAS,EPSS41,NUEVA EPS,800101022,ESE HOSPITAL NUESTRA SEÑORA DEL PILAR,54689899,
44090,LA GUAJIRA,DIBULLA,CCF055,CAJACOPI EPS,825001037,ESE HOSPITAL SANTA TERESA DE JESUS DE AVILA,185360960,
44090,LA GUAJIRA,DIBULLA,CCF055,CAJACOPI EPS,900270453,IPSI SOL WAYUU,29509357,
44090,LA GUAJIRA,DIBULLA,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,7956831,
44090,LA GUAJIRA,DIBULLA,EPSS37,LA NUEVA EPS S.A.,900185729,IPSI PALAIMA,6812866,
44098,LA GUAJIRA,DISTRACCION,CCF055,CAJACOPI EPS,825000834,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA RITA DE CASSIA,63133552,
44098,LA GUAJIRA,DISTRACCION,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,4028789,
44098,LA GUAJIRA,DISTRACCION,EPSI04,ANAS WAYUU,825000834,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA RITA DE CASSIA,43961374,
44098,LA GUAJIRA,DISTRACCION,EPSI04,ANAS WAYUU,900653282,IPS ANESHI WAYAA SAS,8392887,
44110,LA GUAJIRA,EL MOLINO,CCF055,CAJACOPI EPS,825000140,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN LUCAS,85622508,
44110,LA GUAJIRA,EL MOLINO,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3105994,
44279,LA GUAJIRA,FONSECA,CCF055,CAJACOPI EPS,892170002,ESE HOSPITAL SAN AGUSTIN DE FONSECA,226116650,
44279,LA GUAJIRA,FONSECA,CCF055,CAJACOPI EPS,900139859,FUNDACION VIDA CON AMOR,9416232,
44279,LA GUAJIRA,FONSECA,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,10435838,
44279,LA GUAJIRA,FONSECA,CCF055,CAJACOPI EPS,900778696,FUNDACION FLORECER B.D.G,3172132,
44378,LA GUAJIRA,HATONUEVO,CCF055,CAJACOPI EPS,825000620,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN,13296790,
44378,LA GUAJIRA,HATONUEVO,EPSI03,A.I.C.,825000620,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN,28703471,
44378,LA GUAJIRA,HATONUEVO,EPSI03,A.I.C.,900653282,IPS ANESHI WAYAA SAS,4817299,
44378,LA GUAJIRA,HATONUEVO,EPSS37,LA NUEVA EPS S.A.,900057823,UNIDAD MEDICA HATONUEVO LIMITADA,7227500,
44420,LA GUAJIRA,LA JAGUA DEL PILAR,CCF055,CAJACOPI EPS,825001119,ESE HOSPITAL DONALDO SAUL MORON MANJARREZ,36347165,
44420,LA GUAJIRA,LA JAGUA DEL PILAR,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1907753,
44430,LA GUAJIRA,MAICAO,CCF033,EPS FAMILIAR DE COLOMBIA S.A.S.,800067514,COMITÉ MUNICIPAL DE LA CRUZ ROJA DE MAICAO,2871000,
44430,LA GUAJIRA,MAICAO,CCF055,CAJACOPI EPS,800067514,COMITÉ MUNICIPAL DE LA CRUZ ROJA DE MAICAO,108751391,
44430,LA GUAJIRA,MAICAO,CCF055,CAJACOPI EPS,825003149,IPSI SUPULA WAYUU,69852661,
44430,LA GUAJIRA,MAICAO,CCF055,CAJACOPI EPS,839000936,EREJEERIA WAYUU IPSI,15815295,
44430,LA GUAJIRA,MAICAO,CCF055,CAJACOPI EPS,892120115,ESE HOSPITAL SAN JOSE DE MAICAO,86133176,
44430,LA GUAJIRA,MAICAO,CCF055,CAJACOPI EPS,900141404,IPSI KARAQUITA,63591724,
44430,LA GUAJIRA,MAICAO,CCF055,CAJACOPI EPS,900144397,IPSI WAYUU ANASHII,4100000,
44430,LA GUAJIRA,MAICAO,CCF055,CAJACOPI EPS,900203322,ANASU AINWA IPS-I,18278954,
44430,LA GUAJIRA,MAICAO,CCF055,CAJACOPI EPS,900210003,IPSI AYUULEEPALA WAYUU,57875442,
44430,LA GUAJIRA,MAICAO,CCF055,CAJACOPI EPS,900270453,IPSI SOL WAYUU,48842375,
44430,LA GUAJIRA,MAICAO,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,30960261,
44430,LA GUAJIRA,MAICAO,CCF055,CAJACOPI EPS,900486723,IPSI WAYUU TALATSHI,6470916,
44430,LA GUAJIRA,MAICAO,CCF055,CAJACOPI EPS,900794134,IPS INDIGENA KOTTUSHI SAO ANA>A,8655264,
44430,LA GUAJIRA,MAICAO,EPSI04,ANAS WAYUU,825003149,IPSI SUPULA WAYUU,204269593,
44430,LA GUAJIRA,MAICAO,EPSI04,ANAS WAYUU,839000145,ASOCIACION DE CABILDOS Y/O AUTORIDADES TRADICIONALES DE LA GUAJIRA,679356165,
44430,LA GUAJIRA,MAICAO,EPSI04,ANAS WAYUU,839000794,IPS INDIGENA SUMUYWAJAT,469690749,
44430,LA GUAJIRA,MAICAO,EPSI04,ANAS WAYUU,839000936,EREJEERIA WAYUU IPSI,82165535,
44430,LA GUAJIRA,MAICAO,EPSI04,ANAS WAYUU,900141404,IPSI KARAQUITA,75320682,
44430,LA GUAJIRA,MAICAO,EPSI04,ANAS WAYUU,900210003,IPSI AYUULEEPALA WAYUU,249480791,
44430,LA GUAJIRA,MAICAO,EPSS37,LA NUEVA EPS S.A.,839000936,EREJEERIA WAYUU IPSI,3330186,
44430,LA GUAJIRA,MAICAO,EPSS37,LA NUEVA EPS S.A.,900185729,IPSI PALAIMA,1263174,
44430,LA GUAJIRA,MAICAO,EPSS37,LA NUEVA EPS S.A.,900486723,IPSI WAYUU TALATSHI,8631689,
44430,LA GUAJIRA,MAICAO,EPSS41,NUEVA EPS,839000936,EREJEERIA WAYUU IPSI,16746625,
44430,LA GUAJIRA,MAICAO,EPSS41,NUEVA EPS,892120115,ESE HOSPITAL SAN JOSE DE MAICAO,18708667,
44430,LA GUAJIRA,MAICAO,EPSS41,NUEVA EPS,900185729,IPSI PALAIMA,28947374,
44430,LA GUAJIRA,MAICAO,EPSS41,NUEVA EPS,900486723,IPSI WAYUU TALATSHI,125703595,
44430,LA GUAJIRA,MAICAO,ESS024,COOSALUD EPS S.A.,892120115,ESE HOSPITAL SAN JOSE DE MAICAO,35189253,
44560,LA GUAJIRA,MANAURE,CCF033,EPS FAMILIAR DE COLOMBIA S.A.S.,900144134,EZEQ - SALUD IPSI,7049000,
44560,LA GUAJIRA,MANAURE,CCF033,EPS FAMILIAR DE COLOMBIA S.A.S.,900210003,IPSI AYUULEEPALA WAYUU,139152000,
44560,LA GUAJIRA,MANAURE,CCF055,CAJACOPI EPS,825000147,E.S.E. HOSPITAL ARMANDO PABON LOPEZ,14681424,
44560,LA GUAJIRA,MANAURE,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,455503,
44560,LA GUAJIRA,MANAURE,EPSI03,A.I.C.,825000147,E.S.E. HOSPITAL ARMANDO PABON LOPEZ,25091165,
44560,LA GUAJIRA,MANAURE,EPSI03,A.I.C.,900170300,CIDSALUD IPSI,42590048,
44560,LA GUAJIRA,MANAURE,EPSI04,ANAS WAYUU,825000147,E.S.E. HOSPITAL ARMANDO PABON LOPEZ,235840166,
44560,LA GUAJIRA,MANAURE,EPSI04,ANAS WAYUU,900016853,UNIDAD MEDICA WAYUU ANOUTA WAKUAIPA IPSI,294051515,
44560,LA GUAJIRA,MANAURE,EPSI04,ANAS WAYUU,900177624,ANASHIWAYA IPSI,2792710,
44560,LA GUAJIRA,MANAURE,EPSS37,LA NUEVA EPS S.A.,800031212,UNIDAD MEDICA RADIOLOGICA DEL CARMEN,494479,
44560,LA GUAJIRA,MANAURE,EPSS37,LA NUEVA EPS S.A.,825000147,E.S.E. HOSPITAL ARMANDO PABON LOPEZ,3754704,
44560,LA GUAJIRA,MANAURE,EPSS37,LA NUEVA EPS S.A.,900016853,UNIDAD MEDICA WAYUU ANOUTA WAKUAIPA IPSI,3971088,
44560,LA GUAJIRA,MANAURE,EPSS37,LA NUEVA EPS S.A.,900794134,IPS INDIGENA KOTTUSHI SAO ANA>A,6534000,
44650,LA GUAJIRA,SAN JUAN DEL CESAR,CCF055,CAJACOPI EPS,892115010,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL NIVEL II,202338707,
44650,LA GUAJIRA,SAN JUAN DEL CESAR,CCF055,CAJACOPI EPS,900270453,IPSI SOL WAYUU,9106598,
44650,LA GUAJIRA,SAN JUAN DEL CESAR,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,9172220,
44650,LA GUAJIRA,SAN JUAN DEL CESAR,EPSI01,DUSAKAWI,824002362,DUSAKAWI IPS,857504283,
44847,LA GUAJIRA,URIBIA,CCF055,CAJACOPI EPS,800061765,ESE HOSPITAL NUESTRA SEÑORA DEL PERPETUO SOCORRO,92272334,
44847,LA GUAJIRA,URIBIA,CCF055,CAJACOPI EPS,892115347,ESE HOSPITAL DE NAZARETH,88417392,
44847,LA GUAJIRA,URIBIA,CCF055,CAJACOPI EPS,900185729,IPSI PALAIMA,88417392,
44847,LA GUAJIRA,URIBIA,CCF055,CAJACOPI EPS,900191322,OUTTAJIAPULEE IPSI,88417392,
44847,LA GUAJIRA,URIBIA,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,484441,
44847,LA GUAJIRA,URIBIA,EPSI03,A.I.C.,800061765,ESE HOSPITAL NUESTRA SEÑORA DEL PERPETUO SOCORRO,210914758,
44847,LA GUAJIRA,URIBIA,EPSI03,A.I.C.,892115347,ESE HOSPITAL DE NAZARETH,21331827,
44847,LA GUAJIRA,URIBIA,EPSI03,A.I.C.,900191322,OUTTAJIAPULEE IPSI,38601000,
44847,LA GUAJIRA,URIBIA,EPSI04,ANAS WAYUU,800061765,ESE HOSPITAL NUESTRA SEÑORA DEL PERPETUO SOCORRO,322073135,
44847,LA GUAJIRA,URIBIA,EPSI04,ANAS WAYUU,825003149,IPSI SUPULA WAYUU,121838444,
44847,LA GUAJIRA,URIBIA,EPSI04,ANAS WAYUU,839000145,ASOCIACION DE CABILDOS Y/O AUTORIDADES TRADICIONALES DE LA GUAJIRA,395737640,
44847,LA GUAJIRA,URIBIA,EPSI04,ANAS WAYUU,892115347,ESE HOSPITAL DE NAZARETH,791629741,
44847,LA GUAJIRA,URIBIA,EPSI04,ANAS WAYUU,900185729,IPSI PALAIMA,141722139,
44847,LA GUAJIRA,URIBIA,EPSI04,ANAS WAYUU,900191322,OUTTAJIAPULEE IPSI,400195561,
44847,LA GUAJIRA,URIBIA,EPSS37,LA NUEVA EPS S.A.,800031212,UNIDAD MEDICA RADIOLOGICA DEL CARMEN,851374,
44847,LA GUAJIRA,URIBIA,EPSS37,LA NUEVA EPS S.A.,900185729,IPSI PALAIMA,20934926,
44847,LA GUAJIRA,URIBIA,EPSS41,NUEVA EPS,800031212,UNIDAD MEDICA RADIOLOGICA DEL CARMEN,21902814,
44847,LA GUAJIRA,URIBIA,EPSS41,NUEVA EPS,900185729,IPSI PALAIMA,121024997,
44847,LA GUAJIRA,URIBIA,EPSS41,NUEVA EPS,900191322,OUTTAJIAPULEE IPSI,108661000,
44855,LA GUAJIRA,URUMITA,CCF055,CAJACOPI EPS,800213942,E.S.E. HOSPITAL SANTA CRUZ,17764222,
44874,LA GUAJIRA,VILLANUEVA,CCF055,CAJACOPI EPS,800075650,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTO TOMAS,195540609,
44874,LA GUAJIRA,VILLANUEVA,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,5601077,
47001,MAGDALENA,SANTA MARTA,CCF055,CAJACOPI EPS,819004070,ESE ALEJANDRO PROSPERO REVEREND,282900662,
47001,MAGDALENA,SANTA MARTA,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,43038053,
47001,MAGDALENA,SANTA MARTA,CCF055,CAJACOPI EPS,900672191,CENTRO INTEGRAL AMBULATORIO DEL CARIBE SAS,64687093,
47001,MAGDALENA,SANTA MARTA,CCF055,CAJACOPI EPS,900852997,CENTRO AMBULATORIO DE REHABILITACION INTEGRAL DEL CARIBE S.A.S.,68372370,
47001,MAGDALENA,SANTA MARTA,EPSS02,SALUD TOTAL,800003765,VIRREY SOLIS IPS SA,392387762,
47001,MAGDALENA,SANTA MARTA,EPSS02,SALUD TOTAL,819002551,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD PAZ DEL RIO,45917000,
47001,MAGDALENA,SANTA MARTA,EPSS02,SALUD TOTAL,819003618,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE ALGARROBO,67760000,
47001,MAGDALENA,SANTA MARTA,EPSS02,SALUD TOTAL,819004280,SAMUEL VILLANUEVA VALEST EMPRESA SOCIAL DEL ESTADO,31063500,
47001,MAGDALENA,SANTA MARTA,EPSS02,SALUD TOTAL,892115009,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS,85410000,
47001,MAGDALENA,SANTA MARTA,EPSS37,LA NUEVA EPS S.A.,819004070,ESE ALEJANDRO PROSPERO REVEREND,41316120,
47001,MAGDALENA,SANTA MARTA,EPSS41,NUEVA EPS,819004070,ESE ALEJANDRO PROSPERO REVEREND,687966907,
47001,MAGDALENA,SANTA MARTA,ESS024,COOSALUD EPS S.A.,819004070,ESE ALEJANDRO PROSPERO REVEREND,1222314970,
47001,MAGDALENA,SANTA MARTA,ESS207,MUTUAL SER,819004070,ESE ALEJANDRO PROSPERO REVEREND,492432989,
47001,MAGDALENA,SANTA MARTA,ESS207,MUTUAL SER,900146927,FUNDACIÓN PRO MAGDALENA IPS,81052701,
47001,MAGDALENA,SANTA MARTA,ESS207,MUTUAL SER,900154305,INVERSIONES Y PROYECTOS EFISALUD LTDA,28893329,
47001,MAGDALENA,SANTA MARTA,ESS207,MUTUAL SER,900219120,VIVA 1A IPS SA,56979578,
47001,MAGDALENA,SANTA MARTA,ESS207,MUTUAL SER,900256227,OLARYS RIVAS RIVAS E.U.,11200840,
47001,MAGDALENA,SANTA MARTA,ESS207,MUTUAL SER,900302843,IMAGENOLOGIA DEL MAGDALENA CENTRO RADIOLOGICO SAS,18928024,
47001,MAGDALENA,SANTA MARTA,ESS207,MUTUAL SER,900477943,MVC INVERSIONES,29412686,
47030,MAGDALENA,ALGARROBO,CCF055,CAJACOPI EPS,819003618,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE ALGARROBO,6770566,
47030,MAGDALENA,ALGARROBO,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,455503,
47030,MAGDALENA,ALGARROBO,EPSS37,LA NUEVA EPS S.A.,819003618,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE ALGARROBO,1385976,
47030,MAGDALENA,ALGARROBO,EPSS41,NUEVA EPS,819003618,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE ALGARROBO,61482410,
47030,MAGDALENA,ALGARROBO,ESS024,COOSALUD EPS S.A.,819003618,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE ALGARROBO,13937151,
47053,MAGDALENA,ARACATACA,CCF055,CAJACOPI EPS,819001712,ESE HOSPITAL LUISA SANTIAGA MARQUEZ IGUARAN,89077157,
47053,MAGDALENA,ARACATACA,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,7219452,
47053,MAGDALENA,ARACATACA,EPSS37,LA NUEVA EPS S.A.,819001712,ESE HOSPITAL LUISA SANTIAGA MARQUEZ IGUARAN,4296800,
47053,MAGDALENA,ARACATACA,EPSS41,NUEVA EPS,819001712,ESE HOSPITAL LUISA SANTIAGA MARQUEZ IGUARAN,117763395,
47053,MAGDALENA,ARACATACA,ESS024,COOSALUD EPS S.A.,819001712,ESE HOSPITAL LUISA SANTIAGA MARQUEZ IGUARAN,125841402,
47058,MAGDALENA,ARIGUANI,CCF055,CAJACOPI EPS,819001107,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL ALEJANDRO MAESTRE SIERRA,130817690,
47058,MAGDALENA,ARIGUANI,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,8624544,
47058,MAGDALENA,ARIGUANI,EPSS37,LA NUEVA EPS S.A.,819001107,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL ALEJANDRO MAESTRE SIERRA,7263216,
47058,MAGDALENA,ARIGUANI,EPSS41,NUEVA EPS,819001107,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL ALEJANDRO MAESTRE SIERRA,204885930,
47058,MAGDALENA,ARIGUANI,ESS024,COOSALUD EPS S.A.,819001107,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL ALEJANDRO MAESTRE SIERRA,40071996,
47161,MAGDALENA,CERRO SAN ANTONIO,ESS024,COOSALUD EPS S.A.,819001307,ESE HOSPITAL DE CERRO DE SAN ANTONIO,106284000,
47170,MAGDALENA,CHIVOLO,CCF055,CAJACOPI EPS,819001269,E.S.E. HOSPITAL LOCAL DE CHIVOLO,20538400,
47170,MAGDALENA,CHIVOLO,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1344001,
47170,MAGDALENA,CHIVOLO,EPSS41,NUEVA EPS,819001269,E.S.E. HOSPITAL LOCAL DE CHIVOLO,48234741,
47170,MAGDALENA,CHIVOLO,ESS024,COOSALUD EPS S.A.,819001269,E.S.E. HOSPITAL LOCAL DE CHIVOLO,229754372,
47189,MAGDALENA,CIENAGA,CCF055,CAJACOPI EPS,800130625,ESE HOSPITAL SAN CRISTOBAL DE CIENAGA,25491353,
47189,MAGDALENA,CIENAGA,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1712691,
47189,MAGDALENA,CIENAGA,ESS024,COOSALUD EPS S.A.,800130625,ESE HOSPITAL SAN CRISTOBAL DE CIENAGA,144549633,
47189,MAGDALENA,CIENAGA,ESS207,MUTUAL SER,800130625,ESE HOSPITAL SAN CRISTOBAL DE CIENAGA,530814322,
47189,MAGDALENA,CIENAGA,ESS207,MUTUAL SER,900146927,FUNDACIÓN PRO MAGDALENA IPS,2425855,
47189,MAGDALENA,CIENAGA,ESS207,MUTUAL SER,900219120,VIVA 1A IPS SA,16918865,
47205,MAGDALENA,CONCORDIA,EPSS41,NUEVA EPS,819003462,ESE HOSPITAL LOCAL DE CONCORDIA,8475051,
47205,MAGDALENA,CONCORDIA,ESS024,COOSALUD EPS S.A.,819003462,ESE HOSPITAL LOCAL DE CONCORDIA,154805000,
47245,MAGDALENA,EL BANCO,CCF055,CAJACOPI EPS,819004276,CLÍNICA LA ESPERANZA IPS S.A.S.,5736878,
47245,MAGDALENA,EL BANCO,CCF055,CAJACOPI EPS,819004280,SAMUEL VILLANUEVA VALEST EMPRESA SOCIAL DEL ESTADO,102328576,
47245,MAGDALENA,EL BANCO,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,9905311,
47245,MAGDALENA,EL BANCO,EPSS37,LA NUEVA EPS S.A.,819003863,PREVENCION Y SALUD INTEGRAL PARA LA FAMILIA IPS LTDA,6315587,
47245,MAGDALENA,EL BANCO,EPSS37,LA NUEVA EPS S.A.,819004280,SAMUEL VILLANUEVA VALEST EMPRESA SOCIAL DEL ESTADO,10812390,
47245,MAGDALENA,EL BANCO,EPSS41,NUEVA EPS,819004280,SAMUEL VILLANUEVA VALEST EMPRESA SOCIAL DEL ESTADO,140893791,
47245,MAGDALENA,EL BANCO,ESS024,COOSALUD EPS S.A.,819004280,SAMUEL VILLANUEVA VALEST EMPRESA SOCIAL DEL ESTADO,62143828,
47245,MAGDALENA,EL BANCO,ESS207,MUTUAL SER,819003863,PREVENCION Y SALUD INTEGRAL PARA LA FAMILIA IPS LTDA,22471345,
47245,MAGDALENA,EL BANCO,ESS207,MUTUAL SER,819004280,SAMUEL VILLANUEVA VALEST EMPRESA SOCIAL DEL ESTADO,482129173,
47258,MAGDALENA,EL PIÑON,CCF055,CAJACOPI EPS,819001312,ESE HOSPITAL SAN PEDRO DE EL PIÑON,48386850,
47258,MAGDALENA,EL PIÑON,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3719047,
47258,MAGDALENA,EL PIÑON,EPSS41,NUEVA EPS,819001312,ESE HOSPITAL SAN PEDRO DE EL PIÑON,56317378,
47258,MAGDALENA,EL PIÑON,ESS024,COOSALUD EPS S.A.,819001312,ESE HOSPITAL SAN PEDRO DE EL PIÑON,143095104,
47268,MAGDALENA,EL RETEN,CCF055,CAJACOPI EPS,819001796,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE EL RETEN,67766982,
47268,MAGDALENA,EL RETEN,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,4411411,
47268,MAGDALENA,EL RETEN,EPSS37,LA NUEVA EPS S.A.,819001796,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE EL RETEN,1782000,
47268,MAGDALENA,EL RETEN,EPSS41,NUEVA EPS,819001796,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE EL RETEN,55522500,
47268,MAGDALENA,EL RETEN,ESS024,COOSALUD EPS S.A.,819001796,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE EL RETEN,114792909,
47288,MAGDALENA,FUNDACION,CCF055,CAJACOPI EPS,819002551,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD PAZ DEL RIO,196185879,
47288,MAGDALENA,FUNDACION,CCF055,CAJACOPI EPS,900206529,DIAGNOSTICAR MILLAN LTDA,3660741,
47288,MAGDALENA,FUNDACION,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,15086254,
47288,MAGDALENA,FUNDACION,EPSS37,LA NUEVA EPS S.A.,819002551,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD PAZ DEL RIO,15884409,
47288,MAGDALENA,FUNDACION,EPSS41,NUEVA EPS,819002551,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD PAZ DEL RIO,239175884,
47288,MAGDALENA,FUNDACION,ESS024,COOSALUD EPS S.A.,819002551,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD PAZ DEL RIO,282066976,
47318,MAGDALENA,GUAMAL,CCF055,CAJACOPI EPS,819002534,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DEL CARMEN,114860939,
47318,MAGDALENA,GUAMAL,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,8779951,
47318,MAGDALENA,GUAMAL,ESS024,COOSALUD EPS S.A.,819002534,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DEL CARMEN,17172892,
47318,MAGDALENA,GUAMAL,ESS207,MUTUAL SER,819002534,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DEL CARMEN,274840972,
47460,MAGDALENA,NUEVA GRANADA,CCF055,CAJACOPI EPS,819004318,ESE HOSPITAL LOCAL DE NUEVA GRANADA,21659204,
47460,MAGDALENA,NUEVA GRANADA,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1512269,
47460,MAGDALENA,NUEVA GRANADA,EPSS37,LA NUEVA EPS S.A.,819004318,ESE HOSPITAL LOCAL DE NUEVA GRANADA,1498230,
47460,MAGDALENA,NUEVA GRANADA,EPSS41,NUEVA EPS,819004318,ESE HOSPITAL LOCAL DE NUEVA GRANADA,34120980,
47460,MAGDALENA,NUEVA GRANADA,ESS024,COOSALUD EPS S.A.,819004318,ESE HOSPITAL LOCAL DE NUEVA GRANADA,111955730,
47460,MAGDALENA,NUEVA GRANADA,ESS207,MUTUAL SER,819004318,ESE HOSPITAL LOCAL DE NUEVA GRANADA,114774090,
47541,MAGDALENA,PEDRAZA,CCF055,CAJACOPI EPS,819001345,HOSPITAL DE PEDRAZA E.S.E.,26633070,
47541,MAGDALENA,PEDRAZA,CCF055,CAJACOPI EPS,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1973131,
47541,MAGDALENA,PEDRAZA,EPSS41,NUEVA EPS,819001345,HOSPITAL DE PEDRAZA E.S.E.,31679108,
