DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,"TOTAL GIRO AGOSTO 2023",OBSERVACIÓN
27205,CHOCO,CONDOTO,CCF102,COMFACHOCO,891600061,ESE HOSPITAL SAN JOSE DE CONDOTO,83506630,
27205,CHOCO,CONDOTO,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,10940883,
27205,CHOCO,CONDOTO,EPSS37,NUEVA EPS,891600061,ESE HOSPITAL SAN JOSE DE CONDOTO,59435610,
27205,CHOCO,CONDOTO,EPSS41,NUEVA EPS,891600061,ESE HOSPITAL SAN JOSE DE CONDOTO,11020854,
27245,CHOCO,EL CARMEN,CCF102,COMFACHOCO,891680065,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,6759684,
27245,CHOCO,EL CARMEN,EPSS37,NUEVA EPS,891680065,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,123048211,
27245,CHOCO,EL CARMEN,EPSS41,NUEVA EPS,891680065,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,23439358,
27250,CHOCO,EL LITORAL DEL SAN JUAN,CCF102,COMFACHOCO,900538139,IPS INDIGENA CAPERA SAS,48299931,
27250,CHOCO,EL LITORAL DEL SAN JUAN,EPSS37,NUEVA EPS,900538139,IPS INDIGENA CAPERA SAS,126227205,
27250,CHOCO,EL LITORAL DEL SAN JUAN,EPSS41,NUEVA EPS,900538139,IPS INDIGENA CAPERA SAS,13129864,
27361,CHOCO,ITSMINA,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,15445071,
27361,CHOCO,ITSMINA,CCF102,COMFACHOCO,891680064,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,160921293,
27361,CHOCO,ITSMINA,EPSS37,NUEVA EPS,818002571,CENTRO MEDICO CUBIS LIMITADA,41014442,
27361,CHOCO,ITSMINA,EPSS37,NUEVA EPS,891680064,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,35692293,
27361,CHOCO,ITSMINA,EPSS41,NUEVA EPS,891680064,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,259200396,
27372,CHOCO,JURADO,CCF102,COMFACHOCO,900212320,UNIDAD MEDICA MI SALUD S.A.S.,80833417,
27372,CHOCO,JURADO,EPSS37,NUEVA EPS,900212320,UNIDAD MEDICA MI SALUD S.A.S.,81618,
27372,CHOCO,JURADO,EPSS41,NUEVA EPS,900212320,UNIDAD MEDICA MI SALUD S.A.S.,122427,
27413,CHOCO,LLORO,CCF102,COMFACHOCO,900037648,IPS SALUD PROTEGIDA,56705171,
27413,CHOCO,LLORO,EPSS37,NUEVA EPS,900037648,IPS SALUD PROTEGIDA,71239499,
27413,CHOCO,LLORO,EPSS37,NUEVA EPS,900144266,IPS ERCHICHI JAI E.U.,44348712,
27413,CHOCO,LLORO,EPSS41,NUEVA EPS,900037648,IPS SALUD PROTEGIDA,5552332,
27413,CHOCO,LLORO,EPSS41,NUEVA EPS,900144266,IPS ERCHICHI JAI E.U.,9231494,
27425,CHOCO,MEDIO ATRATO,CCF102,COMFACHOCO,900206582,I.P.S. SERVIMEDICO S.A.S.,60309244,
27425,CHOCO,MEDIO ATRATO,EPSS37,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,55459960,
27425,CHOCO,MEDIO ATRATO,EPSS41,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,6000305,
27430,CHOCO,MEDIO BAUDO,CCF102,COMFACHOCO,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,49006717,
27430,CHOCO,MEDIO BAUDO,EPSS41,NUEVA EPS,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,28244300,
27450,CHOCO,MEDIO SAN JUAN,CCF102,COMFACHOCO,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,57628334,
27450,CHOCO,MEDIO SAN JUAN,CCF102,COMFACHOCO,900816374,MEDICAMENTOS Y ALGO MAS S.A.S,6858557,
27450,CHOCO,MEDIO SAN JUAN,EPSS37,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,49192103,
27450,CHOCO,MEDIO SAN JUAN,EPSS41,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,16847227,
27491,CHOCO,NOVITA,CCF102,COMFACHOCO,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,60000283,
27491,CHOCO,NOVITA,EPSS37,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,43838779,
27491,CHOCO,NOVITA,EPSS41,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,5038423,
27495,CHOCO,NUQUI,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,104514026,
27580,CHOCO,RIO IRO,CCF102,COMFACHOCO,900881965,MEDICHOCO IPS S.A.S,7249539,
27580,CHOCO,RIO IRO,EPSS37,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,42750027,
27580,CHOCO,RIO IRO,EPSS41,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,6201524,
27600,CHOCO,RIO QUITO,CCF102,COMFACHOCO,818001324,MEJORSALUD LTDA,14019505,
27600,CHOCO,RIO QUITO,EPSS37,NUEVA EPS,818001324,MEJORSALUD LTDA,115857297,
27600,CHOCO,RIO QUITO,EPSS41,NUEVA EPS,818001324,MEJORSALUD LTDA,13154607,
27615,CHOCO,RIOSUCIO,CCF102,COMFACHOCO,900206582,I.P.S. SERVIMEDICO S.A.S.,151717217,
27615,CHOCO,RIOSUCIO,CCF102,COMFACHOCO,900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,12314662,
27615,CHOCO,RIOSUCIO,CCF102,COMFACHOCO,900483570,IPS KATIOS RIOSUCIO LTDA,51205351,
27615,CHOCO,RIOSUCIO,EPSS37,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,2550130,
27615,CHOCO,RIOSUCIO,EPSS41,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,21729675,
27615,CHOCO,RIOSUCIO,EPSS41,NUEVA EPS,901035250,FUNDACIÓN SANTA SOFIA DE ASIS,227875490,
27660,CHOCO,SAN JOSE DEL PALMAR,CCF102,COMFACHOCO,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,72462762,
27660,CHOCO,SAN JOSE DEL PALMAR,EPSS37,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,139958,
27660,CHOCO,SAN JOSE DEL PALMAR,EPSS41,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,299909,
27745,CHOCO,SIPI,CCF102,COMFACHOCO,900212320,UNIDAD MEDICA MI SALUD S.A.S.,39346062,
27745,CHOCO,SIPI,EPSS37,NUEVA EPS,900212320,UNIDAD MEDICA MI SALUD S.A.S.,30724358,
27745,CHOCO,SIPI,EPSS41,NUEVA EPS,900212320,UNIDAD MEDICA MI SALUD S.A.S.,5716160,
27787,CHOCO,TADO,CCF102,COMFACHOCO,818000466,ESE HOSPITAL SAN JOSE DE TADO,88676574,
27787,CHOCO,TADO,CCF102,COMFACHOCO,818002342,SERSALUD I.P.S. CHOCO SAS,53993029,
27787,CHOCO,TADO,EPSS37,NUEVA EPS,818000466,ESE HOSPITAL SAN JOSE DE TADO,146126360,
27787,CHOCO,TADO,EPSS41,NUEVA EPS,818000466,ESE HOSPITAL SAN JOSE DE TADO,32095220,
27800,CHOCO,UNGUIA,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,105372786,
27800,CHOCO,UNGUIA,CCF102,COMFACHOCO,900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,22005313,
27800,CHOCO,UNGUIA,CCF102,COMFACHOCO,901179608,IPS GOLFO SALUD S.A.S,29293023,
27810,CHOCO,UNION PANAMERICANA,CCF102,COMFACHOCO,900881965,MEDICHOCO IPS S.A.S,63316181,
27810,CHOCO,UNION PANAMERICANA,EPSS37,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,29302735,
27810,CHOCO,UNION PANAMERICANA,EPSS41,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,7267078,
41001,HUILA,NEIVA,EPSI03,A.I.C.,813005265,E.S.E. CARMEN EMILIA OSPINA DE NEIVA,390382929,
41001,HUILA,NEIVA,EPSS37,NUEVA EPS,800065396,INSTITUTO DE DIAGNOSTICO MEDICO S.A.,220766271,
41001,HUILA,NEIVA,EPSS37,NUEVA EPS,813005265,E.S.E. CARMEN EMILIA OSPINA DE NEIVA,48350000,
41001,HUILA,NEIVA,EPSS41,NUEVA EPS,813005265,E.S.E. CARMEN EMILIA OSPINA DE NEIVA,1159325000,
41006,HUILA,ACEVEDO,EPSS37,NUEVA EPS,813002497,E.S.E. HOSPITAL SAN FRANCISCO JAVIER DE ACEVEDO,3788493,
41006,HUILA,ACEVEDO,EPSS41,NUEVA EPS,813002497,E.S.E. HOSPITAL SAN FRANCISCO JAVIER DE ACEVEDO,195595843,
41016,HUILA,AIPE,EPSS37,NUEVA EPS,891180238,E.S.E. HOSPITAL SAN CARLOS DE AIPE,5300088,
41016,HUILA,AIPE,EPSS41,NUEVA EPS,891180238,E.S.E. HOSPITAL SAN CARLOS DE AIPE,151656904,
41132,HUILA,CAMPOALEGRE,EPSS37,NUEVA EPS,891180039,E.S.E. HOSPITAL DEL ROSARIO DE CAMPOALEGRE,3216780,
41132,HUILA,CAMPOALEGRE,EPSS37,NUEVA EPS,900314301,SALUD VITAL DEL HUILA IPS SAS,30927812,
41132,HUILA,CAMPOALEGRE,EPSS41,NUEVA EPS,891180039,E.S.E. HOSPITAL DEL ROSARIO DE CAMPOALEGRE,181465515,
41298,HUILA,GARZON,EPSS37,NUEVA EPS,813002940,EMPRESA SOCIAL DEL ESTADO MARIA AUXILIADORA DE GARZON,15812144,
41298,HUILA,GARZON,EPSS37,NUEVA EPS,900314301,SALUD VITAL DEL HUILA IPS SAS,59237719,
41298,HUILA,GARZON,EPSS41,NUEVA EPS,813002940,EMPRESA SOCIAL DEL ESTADO MARIA AUXILIADORA DE GARZON,475137260,
41306,HUILA,GIGANTE,EPSS37,NUEVA EPS,891180065,ESE HOSPITAL SAN ANTONIO,3858836,
41306,HUILA,GIGANTE,EPSS41,NUEVA EPS,891180065,ESE HOSPITAL SAN ANTONIO,112231688,
41319,HUILA,GUADALUPE,EPSS37,NUEVA EPS,813007875,E.S.E. HOSPITAL MUNICIPAL NUESTRA SEÑORA DE GUADALUPE,1813188,
41319,HUILA,GUADALUPE,EPSS41,NUEVA EPS,813007875,E.S.E. HOSPITAL MUNICIPAL NUESTRA SEÑORA DE GUADALUPE,78548234,
41359,HUILA,ISNOS,EPSS37,NUEVA EPS,813010996,ESE HOSPITAL SAN JOSE DE ISNOS,2192084,
41359,HUILA,ISNOS,EPSS41,NUEVA EPS,813010996,ESE HOSPITAL SAN JOSE DE ISNOS,69026819,
41378,HUILA,LA ARGENTINA,EPSS37,NUEVA EPS,813010966,ESE JUAN RAMON NUÑEZ PALACIOS,136500512,
41378,HUILA,LA ARGENTINA,EPSS41,NUEVA EPS,813010966,ESE JUAN RAMON NUÑEZ PALACIOS,30103570,
41378,HUILA,LA ARGENTINA,ESS024,COOSALUD,813010966,ESE JUAN RAMON NUÑEZ PALACIOS,57770909,
41396,HUILA,LA PLATA,EPSS37,NUEVA EPS,813002872,EMPRESA SOCIAL DEL ESTADO SAN SEBASTIAN DE LA PLATA HUILA,8547352,
41396,HUILA,LA PLATA,EPSS37,NUEVA EPS,900314301,SALUD VITAL DEL HUILA IPS SAS,31446722,
41396,HUILA,LA PLATA,EPSS41,NUEVA EPS,813002872,EMPRESA SOCIAL DEL ESTADO SAN SEBASTIAN DE LA PLATA HUILA,167534856,
41503,HUILA,OPORAPA,ESS024,COOSALUD,813012946,ESE MUNICIPAL DAVID MOLINA MUÑOZ,112467097,
41524,HUILA,PALERMO,EPSS37,NUEVA EPS,891180091,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE ASIS,6601864,
41524,HUILA,PALERMO,EPSS41,NUEVA EPS,891180091,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE ASIS,152702974,
41551,HUILA,PITALITO,EPSI05,MALLAMAS,813005295,EMPRESA SOCIAL DEL ESTADO MUNICIPAL MANUEL CASTRO TOVAR,198484163,
41551,HUILA,PITALITO,EPSS37,NUEVA EPS,813005295,EMPRESA SOCIAL DEL ESTADO MUNICIPAL MANUEL CASTRO TOVAR,22617100,
41551,HUILA,PITALITO,EPSS37,NUEVA EPS,900314301,SALUD VITAL DEL HUILA IPS SAS,199615284,
41551,HUILA,PITALITO,EPSS41,NUEVA EPS,813005295,EMPRESA SOCIAL DEL ESTADO MUNICIPAL MANUEL CASTRO TOVAR,611335250,
41615,HUILA,RIVERA,EPSS37,NUEVA EPS,813002933,E.S.E. HOSPITAL DIVINO NIÑO DE RIVERA,6508880,
41615,HUILA,RIVERA,EPSS41,NUEVA EPS,813002933,E.S.E. HOSPITAL DIVINO NIÑO DE RIVERA,108093900,
41668,HUILA,SAN AGUSTIN,EPSS37,NUEVA EPS,891180113,E.S.E. HOSPITAL ARSENIO REPIZO VANEGAS DE SAN AGUSTIN,3978504,
41668,HUILA,SAN AGUSTIN,EPSS41,NUEVA EPS,891180113,E.S.E. HOSPITAL ARSENIO REPIZO VANEGAS DE SAN AGUSTIN,107956584,
41770,HUILA,SUAZA,EPSS37,NUEVA EPS,891180190,ESE HOSPITAL NUESTRA SEÑORA DE FATIMA DE SUAZA,2394338,
41770,HUILA,SUAZA,EPSS41,NUEVA EPS,891180190,ESE HOSPITAL NUESTRA SEÑORA DE FATIMA DE SUAZA,142916408,
41791,HUILA,TARQUI,EPSS37,NUEVA EPS,891180232,E.S.E. HOSPITAL SAN ANTONIO DE TARQUI,1836434,
41791,HUILA,TARQUI,EPSS41,NUEVA EPS,891180232,E.S.E. HOSPITAL SAN ANTONIO DE TARQUI,135756640,
41807,HUILA,TIMANA,EPSS37,NUEVA EPS,891180198,E.S.E. HOSPITAL MUNICIPAL SAN ANTONIO DE TIMANA,3192818,
41807,HUILA,TIMANA,EPSS41,NUEVA EPS,891180198,E.S.E. HOSPITAL MUNICIPAL SAN ANTONIO DE TIMANA,106625825,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,825003149,IPSI SUPULA WAYUU,41942113,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,892115009,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS,165997186,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900047571,IPSI OUTAJIAPALA,337184988,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900140599,FUNDACION ADANIES DIAZ BRITO,33203520,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900144134,EZEQ - SALUD IPSI,9560225,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900170300,CIDSALUD IPSI,17644257,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900177624,ANASHIWAYA IPSI,26141877,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900185729,IPSI PALAIMA,42486999,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900191322,OUTTAJIAPULEE IPSI,60990300,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900209093,IPSIANASHANTA SUPUSHUAYA,1739714,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900271091,IPSI EIYAJAA WANULU,2097900,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900517548,IPSI CENTRO EPIDEMIOLOGICO Y DE SALUD INTEGRAL JEKEET AKUAITA,5961164,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900589110,I.P.S.I. WALE KERU,21365784,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900592962,I.P.S.I. ANENU-JIA,21497400,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900679383,IPS INDIGENA COTTUSHI SUSHI ANAIN WAKUA IPA IPS-I,3150576,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900690590,I.P.S.I. A>INMAJAA WAYUU,11946656,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900768457,FUNDACIÓN APORTA TU GRANITO IPS,7302961,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,900795851,IPSI EITERRA JAWAPIA,159516041,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,901010389,FUNDACION REINTEGRAR RV,26535600,
44001,LA GUAJIRA,RIOHACHA,CCF033,EPS FAMILIAR DE COLOMBIA,901483168,GHG GLOBAL HEALTH GROUP SAS,89688060,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,892115006,CAJA DE COMPENSACION FAMILIAR DE LA GUAJIRA,10146570,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,892115009,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS,166425771,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900047571,IPSI OUTAJIAPALA,45634166,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900140599,FUNDACION ADANIES DIAZ BRITO,16361810,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900144134,EZEQ - SALUD IPSI,24553828,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900164918,FUNDACION ANAS AKUAIPA,39075627,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900170300,CIDSALUD IPSI,9133190,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900177624,ANASHIWAYA IPSI,118823497,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900209093,IPSIANASHANTA SUPUSHUAYA,32404192,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900270453,IPSI SOL WAYUU,77928936,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900271091,IPSI EIYAJAA WANULU,57766645,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,68462594,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900589110,I.P.S.I. WALE KERU,21410444,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900592962,I.P.S.I. ANENU-JIA,43879441,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900679383,IPS INDIGENA COTTUSHI SUSHI ANAIN WAKUA IPA IPS-I,16694126,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900690590,I.P.S.I. A>INMAJAA WAYUU,38241969,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900768457,FUNDACIÓN APORTA TU GRANITO IPS,25379240,
44001,LA GUAJIRA,RIOHACHA,CCF055,CAJACOPI,900795851,IPSI EITERRA JAWAPIA,48252316,
44001,LA GUAJIRA,RIOHACHA,EPSI03,A.I.C.,900170300,CIDSALUD IPSI,199037316,
44001,LA GUAJIRA,RIOHACHA,EPSI03,A.I.C.,900177624,ANASHIWAYA IPSI,34618012,
44001,LA GUAJIRA,RIOHACHA,EPSI03,A.I.C.,900517548,IPSI CENTRO EPIDEMIOLOGICO Y DE SALUD INTEGRAL JEKEET AKUAITA,67397907,
44001,LA GUAJIRA,RIOHACHA,EPSI03,A.I.C.,900757147,CASA DE PASO KAMANES S.A.S,6146190,
44001,LA GUAJIRA,RIOHACHA,EPSI04,ANAS WAYUU,839000145,ASOCIACION DE CABILDOS Y/O AUTORIDADES TRADICIONALES DE LA GUAJIRA,131990312,
44001,LA GUAJIRA,RIOHACHA,EPSI04,ANAS WAYUU,900016853,UNIDAD MEDICA WAYUU ANOUTA WAKUAIPA IPSI,66415799,
44001,LA GUAJIRA,RIOHACHA,EPSI04,ANAS WAYUU,900144134,EZEQ - SALUD IPSI,24876063,
44001,LA GUAJIRA,RIOHACHA,EPSI04,ANAS WAYUU,900177624,ANASHIWAYA IPSI,67967263,
44001,LA GUAJIRA,RIOHACHA,EPSI04,ANAS WAYUU,900589110,I.P.S.I. WALE KERU,78826755,
44001,LA GUAJIRA,RIOHACHA,EPSI04,ANAS WAYUU,900592962,I.P.S.I. ANENU-JIA,29843357,
44001,LA GUAJIRA,RIOHACHA,EPSI04,ANAS WAYUU,900690590,I.P.S.I. A>INMAJAA WAYUU,52313435,
44001,LA GUAJIRA,RIOHACHA,EPSS37,NUEVA EPS,800031212,UNIDAD MEDICA RADIOLOGICA DEL CARMEN,5358345,
44001,LA GUAJIRA,RIOHACHA,EPSS37,NUEVA EPS,825003149,IPSI SUPULA WAYUU,4074127,
44001,LA GUAJIRA,RIOHACHA,EPSS37,NUEVA EPS,900144134,EZEQ - SALUD IPSI,25982160,
44001,LA GUAJIRA,RIOHACHA,EPSS37,NUEVA EPS,900170300,CIDSALUD IPSI,16034040,
44001,LA GUAJIRA,RIOHACHA,EPSS37,NUEVA EPS,900177624,ANASHIWAYA IPSI,26036837,
44001,LA GUAJIRA,RIOHACHA,EPSS37,NUEVA EPS,900270453,IPSI SOL WAYUU,15215897,
44001,LA GUAJIRA,RIOHACHA,EPSS37,NUEVA EPS,900795851,IPSI EITERRA JAWAPIA,12123568,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,800031212,UNIDAD MEDICA RADIOLOGICA DEL CARMEN,21941964,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,825003149,IPSI SUPULA WAYUU,62729272,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900144134,EZEQ - SALUD IPSI,70805835,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900170300,CIDSALUD IPSI,55289095,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900177624,ANASHIWAYA IPSI,106618617,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900185729,IPSI PALAIMA,54366780,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900270453,IPSI SOL WAYUU,36718847,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900589110,I.P.S.I. WALE KERU,5985870,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900690590,I.P.S.I. A>INMAJAA WAYUU,9167563,
44001,LA GUAJIRA,RIOHACHA,EPSS41,NUEVA EPS,900795851,IPSI EITERRA JAWAPIA,37722318,
44001,LA GUAJIRA,RIOHACHA,ESS024,COOSALUD,892115009,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DE LOS REMEDIOS,13699000,
44001,LA GUAJIRA,RIOHACHA,ESS024,COOSALUD,900589110,I.P.S.I. WALE KERU,9831228,
44001,LA GUAJIRA,RIOHACHA,ESS024,COOSALUD,900690590,I.P.S.I. A>INMAJAA WAYUU,109190136,
44035,LA GUAJIRA,ALBANIA,CCF055,CAJACOPI,825002525,ESE HOSPITAL SAN RAFAEL DE ALBANIA,65718794,
44035,LA GUAJIRA,ALBANIA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3174451,
44035,LA GUAJIRA,ALBANIA,EPSI04,ANAS WAYUU,825002525,ESE HOSPITAL SAN RAFAEL DE ALBANIA,88973323,
44035,LA GUAJIRA,ALBANIA,EPSI04,ANAS WAYUU,839000145,ASOCIACION DE CABILDOS Y/O AUTORIDADES TRADICIONALES DE LA GUAJIRA,142317375,
44078,LA GUAJIRA,BARRANCAS,CCF055,CAJACOPI,800101022,ESE HOSPITAL NUESTRA SEÑORA DEL PILAR,19472048,
44078,LA GUAJIRA,BARRANCAS,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,966265,
44078,LA GUAJIRA,BARRANCAS,EPSI03,A.I.C.,800101022,ESE HOSPITAL NUESTRA SEÑORA DEL PILAR,55935088,
44078,LA GUAJIRA,BARRANCAS,EPSI03,A.I.C.,900653282,IPS ANESHI WAYAA SAS,8912587,
44078,LA GUAJIRA,BARRANCAS,EPSI03,A.I.C.,900757147,CASA DE PASO KAMANES S.A.S,834173,
44078,LA GUAJIRA,BARRANCAS,EPSI04,ANAS WAYUU,800101022,ESE HOSPITAL NUESTRA SEÑORA DEL PILAR,81599265,
44078,LA GUAJIRA,BARRANCAS,EPSI04,ANAS WAYUU,900653282,IPS ANESHI WAYAA SAS,22646110,
44078,LA GUAJIRA,BARRANCAS,EPSS37,NUEVA EPS,800101022,ESE HOSPITAL NUESTRA SEÑORA DEL PILAR,37885802,
44078,LA GUAJIRA,BARRANCAS,EPSS41,NUEVA EPS,800101022,ESE HOSPITAL NUESTRA SEÑORA DEL PILAR,70152426,
44090,LA GUAJIRA,DIBULLA,CCF055,CAJACOPI,825001037,ESE HOSPITAL SANTA TERESA DE JESUS DE AVILA,200868730,
44090,LA GUAJIRA,DIBULLA,CCF055,CAJACOPI,900270453,IPSI SOL WAYUU,33209367,
44090,LA GUAJIRA,DIBULLA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,13399206,
44090,LA GUAJIRA,DIBULLA,EPSS37,NUEVA EPS,825001037,ESE HOSPITAL SANTA TERESA DE JESUS DE AVILA,1236704,
44090,LA GUAJIRA,DIBULLA,EPSS41,NUEVA EPS,825001037,ESE HOSPITAL SANTA TERESA DE JESUS DE AVILA,57705492,
44090,LA GUAJIRA,DIBULLA,EPSS41,NUEVA EPS,900185729,IPSI PALAIMA,6806970,
44098,LA GUAJIRA,DISTRACCION,CCF055,CAJACOPI,825000834,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA RITA DE CASSIA,69310057,
44098,LA GUAJIRA,DISTRACCION,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,3777754,
44098,LA GUAJIRA,DISTRACCION,EPSI04,ANAS WAYUU,825000834,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA RITA DE CASSIA,37632179,
44098,LA GUAJIRA,DISTRACCION,EPSI04,ANAS WAYUU,900653282,IPS ANESHI WAYAA SAS,9921074,
44110,LA GUAJIRA,EL MOLINO,CCF055,CAJACOPI,825000140,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN LUCAS,99320934,
44110,LA GUAJIRA,EL MOLINO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,5042237,
44279,LA GUAJIRA,FONSECA,CCF055,CAJACOPI,892170002,ESE HOSPITAL SAN AGUSTIN DE FONSECA,216546284,
44279,LA GUAJIRA,FONSECA,CCF055,CAJACOPI,900139859,FUNDACION VIDA CON AMOR,9476069,
