COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,"TOTAL GIRO 
ENERO 2023",OBSERVACIÓN
EPSS10,SURAMERICANA,811013792.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL ANTONIO ROLDAN BETANCUR,2880521,
EPSS10,SURAMERICANA,811016192.0,HOSPITAL ALMA MÁTER DE ANTIOQUIA,84744921,
EPSS10,SURAMERICANA,811017810.0,E.S.E. HOSPITAL DEL SUR GABRIEL JARAMILLO PIEDRAHITA,1963038,
EPSS10,SURAMERICANA,811022474.0,R.P DENTAL S.A,22836128,
EPSS10,SURAMERICANA,811032818.0,SALUD TREC S.A.S,42145896,
EPSS10,SURAMERICANA,811032919.0,INDUSTRIAS MEDICAS SAMPEDRO S.A.S,63797924,
EPSS10,SURAMERICANA,811033706.0,REHABILITACION Y DEPORTE REYDE S.A.S,24935341,
EPSS10,SURAMERICANA,811038804.0,OFTALMOSERVICIOS IPS S.A.S.,102328798,
EPSS10,SURAMERICANA,811040023.0,ELECTROMIOGRAFIA DE ALTA TECNOLOGIA S.A.S,1371719,
EPSS10,SURAMERICANA,811041784.0,SUPLEMEDICOS S.A.S,19787200,
EPSS10,SURAMERICANA,811042050.0,SERVIUCIS S.A.S.,15982377,
EPSS10,SURAMERICANA,811042064.0,CENTRO CARDIOVASCULAR SOMER INCARE S A,102263109,
EPSS10,SURAMERICANA,811046900.0,CLINICA CARDIO VID,519697974,
EPSS10,SURAMERICANA,812000300.0,ESE HOSPITAL SAGRADO CORAZON DE JESUS,4913977,
EPSS10,SURAMERICANA,812001219.0,E.S.E HOSPITAL SAN JORGE,3124179,
EPSS10,SURAMERICANA,812003382.0,ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO,4211938,
EPSS10,SURAMERICANA,812004935.0,CLINICA MATERNO INFANTIL CASA DEL NIÑO S.A.S,15840184,
EPSS10,SURAMERICANA,812005522.0,FUNDACION AMIGOS DE LA SALUD,48706704,
EPSS10,SURAMERICANA,812005726.0,EMPRESA SOCIAL DEL ESTADO VIDASINU,7538230,
EPSS10,SURAMERICANA,815000253.0,IPS CLINICA SALUD FLORIDA S.A,2709834,
EPSS10,SURAMERICANA,816000810.0,UNIDAD OFTALMOLOGICA LASER S.A,59982225,
EPSS10,SURAMERICANA,816002451.0,CALCULASER S.A.,134226988,
EPSS10,SURAMERICANA,816005003.0,EMPRESA SOCIAL DEL ESTADO SALUD PEREIRA,35517771,
EPSS10,SURAMERICANA,817003166.0,CLÍNICA LA ESTANCIA S. A.,34501401,
EPSS10,SURAMERICANA,817003237.0,ASOCIACION DEL CAUCA PARA LA PREVENCION DE LA CEGUERA Y REHABILITACION DEL LIMITADO VISUAL,3562033,
EPSS10,SURAMERICANA,819000364.0,CLINICA DE LA MUJER S.A.,1752253,
EPSS10,SURAMERICANA,819002025.0,E.S.E HOSPITAL SANTANDER HERRERA DE PIVIJAY,2478727,
EPSS10,SURAMERICANA,819002176.0,COMPAÑÍA COLOMBIANA DE SALUD COLSALUD S.A,8282528,
EPSS10,SURAMERICANA,819006193.0,INSTITUTO NEUROPSIQUIATRICO NUESTRA SEÑORA DEL CARMEN INSECAR,1002057,
EPSS10,SURAMERICANA,821000831.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL RUBEN CRUZ VELEZ,1500298,
EPSS10,SURAMERICANA,821003143.0,E.S.E. HOSPITAL DEPARTAMENTAL CENTENARIO DE SEVILLA EMPRESA SOCIAL DEL ESTADO (SEDE 0001),7994988,
EPSS10,SURAMERICANA,822002459.0,EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE VILLAVICENCIO,1233975,
EPSS10,SURAMERICANA,825002525.0,ESE HOSPITAL SAN RAFAEL DE ALBANIA,2502608,
EPSS10,SURAMERICANA,830007355.0,FRESENIUS MEDICAL CARE COLOMBIA S.A.,310857084,
EPSS10,SURAMERICANA,830007935.0,W LORENZ S.A.S,5247311,
EPSS10,SURAMERICANA,830017969.0,UNIDAD MEDICA SANTAFE SAS,12293310,
EPSS10,SURAMERICANA,830018305.0,FUNDACIÓN JAVERIANA DE SERVICIOS MEDICO ODONTOLOGICOS INTERUNIVERSITARIOS CARLOS MARQUEZ VILLEGAS-JAVESALUD,293456,
EPSS10,SURAMERICANA,830027158.0,RIESGO DE FRACTURA S.A. CAYRE,9733530,
EPSS10,SURAMERICANA,830058292.0,UROBOSQUE S.A,15482857,
EPSS10,SURAMERICANA,830066626.0,MEDIHELP SERVICES COLOMBIA,12495927,
EPSS10,SURAMERICANA,830070284.0,RESONANCIA MAGNETICA DEL COUNTRY S.A.,4608786,
EPSS10,SURAMERICANA,830071938.0,SOCIEDAD PEDIATRICA DE LOS ANDES S.A.S - SPLA S.A.S.,12204826,
EPSS10,SURAMERICANA,830102932.0,CENTRO OCULAR DE MIOPIA DR RINCON SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,26418850,
EPSS10,SURAMERICANA,830103663.0,CENTRO DE ESPECIALIDADES MEDICO QUIRURGICAS LIMITADA CLINICA CEMEQ LTDA,3650200,
EPSS10,SURAMERICANA,830113849.0,CLINICA JUAN N CORPAS LTDA.,48175443,
EPSS10,SURAMERICANA,830120157.0,COLOMBIANA DE TRASPLANTES SAS,8615168,
EPSS10,SURAMERICANA,830502282.0,ORTHOPRAXIS S.A.S.,1919848,
EPSS10,SURAMERICANA,830507245.0,CLINICA JERUSALEN,4782194,
EPSS10,SURAMERICANA,830507718.0,CLINICA MEDICAL SAS,88060023,
EPSS10,SURAMERICANA,830510991.0,CLÍNICA ESPECIALIZADA LA CONCEPCIÓN S.A.S,12065364,
EPSS10,SURAMERICANA,830512116.0,UNIDAD DE HEMODINAMIA DEL CAFE SA,14585523,
EPSS10,SURAMERICANA,830514240.0,DIAGNOSTIMED S.A.,21236179,
EPSS10,SURAMERICANA,832003167.0,CLÍNICA UNIVERSIDAD DE LA SABANA,9182691,
EPSS10,SURAMERICANA,832010436.0,HOSPITAL MARIA AUXILIADORA EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE MOSQUERA,1217407,
EPSS10,SURAMERICANA,835000972.0,HOSPITAL LUIS ABLANQUE DE LA PLATA EMPRESA SOCIAL DEL ESTADO,30200807,
EPSS10,SURAMERICANA,846000253.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL,1858507,
EPSS10,SURAMERICANA,846000471.0,ESE HOSPITAL SAGRADO CORAZON DE JESUS,2027206,
EPSS10,SURAMERICANA,860005114.0,MESSER COLOMBIA S.A.,262087710,
EPSS10,SURAMERICANA,860006656.0,FUNDACION ABOOD SHAIO,1689058,
EPSS10,SURAMERICANA,860006745.0,CONGREGACION DE LAS HERMANAS DE LA CARIDAD DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN,194976702,
EPSS10,SURAMERICANA,860007336.0,CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO,2219321632,
EPSS10,SURAMERICANA,860009555.0,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,6963745,
EPSS10,SURAMERICANA,860013704.0,GASES INDUSTRIALES DE COLOMBIA S.A.,2269440,
EPSS10,SURAMERICANA,860013779.0,ASOCIACIÓN PROFAMILIA,216992303,
EPSS10,SURAMERICANA,860013874.0,INSTITUTO ROOSEVELT,14843836,
EPSS10,SURAMERICANA,860015536.0,HOSPITAL UNIVERSITARIO SAN IGNACIO,31778881,
EPSS10,SURAMERICANA,860015888.0,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,349795609,
EPSS10,SURAMERICANA,860015905.0,CLINICA NUESTRA SEÑORA DE LA PAZ,28059823,
EPSS10,SURAMERICANA,860028947.0,"CONGREGACIÓN DE HERMANAS FRANCISCANAS MISIONERAS DE MARÍA AUXILIADORA, REGIÓN MISIONERA SANTA MARÍA BERNARDA.",44080859,
EPSS10,SURAMERICANA,860035992.0,FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA,101241872,
EPSS10,SURAMERICANA,860037950.0,FUNDACION SANTA FE DE BOGOTA,14087453,
EPSS10,SURAMERICANA,860039726.0,PARAMEDICOS S.A,6456433,
EPSS10,SURAMERICANA,860040094.0,OXIGENOS DE COLOMBIA LTDA PODRA USAR LA SIGLA OXICOL LTDA.,4378958,
EPSS10,SURAMERICANA,860053761.0,CLINICA DE OJOS (CLINOJOS) S.A. / CLINOJOS S.A.,24788312,
EPSS10,SURAMERICANA,860070301.0,CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA,1404000,
EPSS10,SURAMERICANA,860090566.0,CLINICA DEL OCCIDENTE S.A.,3416923,
EPSS10,SURAMERICANA,860529890.0,DISORTHO SA,28785184,
EPSS10,SURAMERICANA,890000400.0,HOSPITAL ROBERTO QUINTERO VILLA ESE MONTENEGRO,1875310,
EPSS10,SURAMERICANA,890000600.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA MISERICORDIA IPS,68604917,
EPSS10,SURAMERICANA,890000905.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL PIO X DEL MUNICIPIO DE LA TEBAIDA QUINDIO,2225406,
EPSS10,SURAMERICANA,890000992.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL MENTAL DE FILANDIA,29026096,
EPSS10,SURAMERICANA,890001098.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL FILANDIA,4571342,
EPSS10,SURAMERICANA,890001605.0,HOSPITAL SAN ROQUE DE CORDOBA QUINDIO EMPRESA SOCIAL DEL ESTADO,1633982,
EPSS10,SURAMERICANA,890100275.0,CLINICA DEL CARIBE S.A.,294676104,
EPSS10,SURAMERICANA,890101815.0,JOHNSON & JOHNSON DE COLOMBIA SA,45054992,
EPSS10,SURAMERICANA,890102140.0,CLINICA LA ASUNCION,400508938,
EPSS10,SURAMERICANA,890102768.0,ORGANIZACION CLINICA GENERAL DEL NORTE,652125061,
EPSS10,SURAMERICANA,890102992.0,INSTITUTO DE REHABILITACION ISSA ABUCHAIBE LTDA.,6735276,
EPSS10,SURAMERICANA,890103002.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE BARANOA,1174306,
EPSS10,SURAMERICANA,890103406.0,ESE HOSPITAL DE PUERTO COLOMBIA,6669863,
EPSS10,SURAMERICANA,890109666.0,RADIOLOGOS ASOCIADOS S.A.S.,63277823,
EPSS10,SURAMERICANA,890112801.0,FUNDACIÓN HOSPITAL UNIVERSIDAD DEL NORTE,155997575,
EPSS10,SURAMERICANA,890113431.0,CEDIUL S.A.,49716183,
EPSS10,SURAMERICANA,890200500.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL PSIQUIÁTRICO SAN CAMILO,5284864,
EPSS10,SURAMERICANA,890202024.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS DE FLORIDABLANCA,1678865,
EPSS10,SURAMERICANA,890203436.0,ESE HOSPITAL SAN JUAN DE DIOS DE LEBRIJA,1216584,
EPSS10,SURAMERICANA,890205361.0,FUNDACION OFTALMOLOGICA DE SANTANDER - FOSCAL,7100152,
EPSS10,SURAMERICANA,890205456.0,ESE HOSPITAL INTEGRADO SAN BERNARDO,2409031,
EPSS10,SURAMERICANA,890208758.0,CLINICA MATERNO INFANTIL SAN LUIS S.A,131541681,
EPSS10,SURAMERICANA,890209698.0,CLINICA CHICAMOCHA S.A,200408700,
EPSS10,SURAMERICANA,890211722.0,CLINICA SAN PABLO SA,16997171,
EPSS10,SURAMERICANA,890212568.0,FUNDACION CARDIOVASCULAR DE COLOMBIA,170556430,
EPSS10,SURAMERICANA,890300513.0,CLINICA DE OCCIDENTE,441843576,
EPSS10,SURAMERICANA,890301430.0,CLINICA NUESTRA SEÑORA DE LOS REMEDIOS,251652404,
EPSS10,SURAMERICANA,890303208.0,CAJA DE COMPENSACIÓN FAMILIAR DEL VALLE DEL CAUCA - COMFAMILIAR ANDI,4807395,
EPSS10,SURAMERICANA,890303395.0,INSTITUTO PARA NIÑOS CIEGOS Y SORDOS DEL VALLE DEL CAUCA,27842829,
EPSS10,SURAMERICANA,890303461.0,E.S.E. HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA EMPRESA SOCIAL DEL ESTADO,145405264,
EPSS10,SURAMERICANA,890305496.0,E.S.E. HOSPITAL LOCAL JOSE RUFINO VIVAS EMPRESA SOCIAL DEL ESTADO,1070260,
EPSS10,SURAMERICANA,890306950.0,E.S.E. HOSPITAL PILOTO JAMUNDI EMPRESA SOCIAL DEL ESTADO,11244489,
EPSS10,SURAMERICANA,890307200.0,CLÍNICA IMBANACO S.A.S.,166676053,
EPSS10,SURAMERICANA,890320032.0,CLINICA DE OFTALMOLOGIA DE CALI,22224333,
EPSS10,SURAMERICANA,890324177.0,FUNDACION VALLE DEL LILI,1002571395,
EPSS10,SURAMERICANA,890399020.0,FUNDACION CLINICA INFANTIL CLUB NOEL,57694312,
EPSS10,SURAMERICANA,890400693.0,CLINICA BLAS DE LEZO S.A.,74200835,
EPSS10,SURAMERICANA,890480135.0,FUNDACION HOSPITAL INFANTIL NAPOLEON FRANCO PAREJA,2636502,
EPSS10,SURAMERICANA,890500060.0,CLINICA SANTA ANA S.A.,4720708,
EPSS10,SURAMERICANA,890501438.0,E.S.E. HOSPITAL EMIRO QUINTERO CAÑIZARES,2964848,
EPSS10,SURAMERICANA,890680025.0,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,4330381,
EPSS10,SURAMERICANA,890700666.0,HOSPITAL SAN JUAN DE DIOS HONDA EMPRESA SOCIAL DEL ESTADO,6867869,
EPSS10,SURAMERICANA,890701715.0,E.S.E. HOSPITAL SAN ANTONIO,1707900,
EPSS10,SURAMERICANA,890703630.0,SOCIEDAD MÉDICOQUIRÚRGICA DEL TOLIMA SOCIEDAD ANÓNIMA Y/O CLÍNICA TOLIMA S.A.,1625664,
EPSS10,SURAMERICANA,890706067.0,HOSPITAL SAN JOSÉ,3053868,
EPSS10,SURAMERICANA,890801026.0,E.S.E. HOSPITAL DEPARTAMENTAL FELIPE SUAREZ,1069225,
EPSS10,SURAMERICANA,890801099.0,ESE HOSPITAL DEPARTAMENTAL UNIVERSITARIO SANTA SOFIA DE CALDAS,3978382,
EPSS10,SURAMERICANA,890801160.0,HERMANAS DE LA CARIDAD DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN,77322024,
EPSS10,SURAMERICANA,890801201.0,CRUZ ROJA COLOMBIANA SECCIONAL CALDAS,108044611,
EPSS10,SURAMERICANA,890801495.0,CLINICA PSIQUIATRICA SAN JUAN DE DIOS,63113168,
EPSS10,SURAMERICANA,890801517.0,E.S.E. HOSPITAL SANTA TERESITA,3796570,
EPSS10,SURAMERICANA,890801758.0,E.S.E. HOSPITAL SAN LORENZO DE SUPÍA,1169732,
EPSS10,SURAMERICANA,890802036.0,E.S.E. HOSPITAL SAN MARCOS,2121586,
EPSS10,SURAMERICANA,890802978.0,E.S.E. HOSPITAL SAN JOSE,2369994,
EPSS10,SURAMERICANA,890806490.0,CAJA DE COMPENSACION FAMILIAR DE CALDAS,475812220,
EPSS10,SURAMERICANA,890807591.0,SERVICIOS ESPECIALES DE SALUD-SES HOSPITAL UNIVERSITARIO DE CALDAS,578047298,
EPSS10,SURAMERICANA,890900518.0,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,1358823405,
EPSS10,SURAMERICANA,890900650.0,ORGANIZACION SANTA LUCIA S.A.,211862595,
EPSS10,SURAMERICANA,890901684.0,FUNDACION HOSPITAL INFANTIL SANTA ANA,25392695,
EPSS10,SURAMERICANA,890901825.0,FUNDACIÓN CLÍNICA NOEL,53054335,
EPSS10,SURAMERICANA,890901826.0,HOSPITAL PABLO TOBON URIBE,504887070,
EPSS10,SURAMERICANA,890902151.0,E.S.E. HOSPITAL SANTA ISABEL,1910480,
EPSS10,SURAMERICANA,890902922.0,UNIVERSIDAD PONTIFICIA BOLIVARIANA,183050908,
EPSS10,SURAMERICANA,890903777.0,SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA,395077788,
EPSS10,SURAMERICANA,890904646.0,"HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO",57687528,
EPSS10,SURAMERICANA,890905097.0,E.S.E. HOSPITAL FRANCISCO ELADIO BARRERA,4842417,
EPSS10,SURAMERICANA,890905154.0,CLINICA SAN JUAN DE DIOS LA CEJA,47874609,
EPSS10,SURAMERICANA,890905166.0,"E.S.E. HOSPITAL MENTAL DE ANTIOQUIA ""MARÍA UPEGUI - HOMO""",33685974,
EPSS10,SURAMERICANA,890905177.0,E.S.E. HOSPITAL LA MARIA,2770248,
EPSS10,SURAMERICANA,890905193.0,ESE HOSPITAL SAN VICENTE DE PAUL,5689804,
EPSS10,SURAMERICANA,890905843.0,COMUNIDAD DE HERMANAS DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN DE TOURS PROVINCIA DE MEDELLIN,478865046,
EPSS10,SURAMERICANA,890906344.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL,4179764,
EPSS10,SURAMERICANA,890906347.0,ESE HOSPITAL MANUEL URIBE ANGEL,156498889,
EPSS10,SURAMERICANA,890906560.0,ESE HOSPITAL SAN RAFAEL DE SANTO DOMINGO,7405181,
EPSS10,SURAMERICANA,890907215.0,E.S.E. HOSPITAL SAN VICENTE DE PAÚL DE CALDAS,31595601,
EPSS10,SURAMERICANA,890907241.0,E.S.E. HOSPITAL LA MERCED DE CIUDAD BOLIVAR,1942968,
EPSS10,SURAMERICANA,890907254.0,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,11160193,
EPSS10,SURAMERICANA,890907279.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS,3319179,
EPSS10,SURAMERICANA,890907297.0,ESE HOSPITAL SAN JUAN DE DIOS,2750720,
EPSS10,SURAMERICANA,890911816.0,CLINICA MEDELLIN S.A.S.,184282282,
EPSS10,SURAMERICANA,890920848.0,HERNAN OCAZIONEZ Y CIA S.A.S,36518745,
EPSS10,SURAMERICANA,890925336.0,CLINICA DE CIRUGIA AMBULATORIA CONQUISTADORES S.A.,6190903,
EPSS10,SURAMERICANA,890930071.0,ESCANOGRAFÍA NEUROLÓGICA S.A,2336491,
EPSS10,SURAMERICANA,890933123.0,DEPARTAMENTO DE RADIOLOGIA S.A,32280825,
EPSS10,SURAMERICANA,890933408.0,CLINICA OFTALMOLOGICA DE ANTIOQUIA S.A.S,94537812,
EPSS10,SURAMERICANA,890933857.0,CENTRO DE ORTOPEDIA Y TRAUMATOLOGIA EL ESTADIO S.A,15105475,
EPSS10,SURAMERICANA,890938774.0,CLINICA DEL PRADO S.A.S,212192302,
EPSS10,SURAMERICANA,890938987.0,CLINICA CENTRAL SOMEBA S A,31991099,
EPSS10,SURAMERICANA,890939936.0,SOCIEDAD MEDICA RIONEGRO SA,516948268,
EPSS10,SURAMERICANA,890980066.0,E.S.E. HOSPITAL SAN RAFAEL DE ITAGUÍ,10429733,
EPSS10,SURAMERICANA,890980326.0,HOSPITAL SAN JUAN DE DIOS EL SANTUARIO,1551411,
EPSS10,SURAMERICANA,890980444.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,1237799,
EPSS10,SURAMERICANA,890980486.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS,2673575,
EPSS10,SURAMERICANA,890980643.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS DE ABEJORRAL,2452581,
EPSS10,SURAMERICANA,890980727.0,E.S.E. HOSPITAL SAN RAFAEL,13819572,
EPSS10,SURAMERICANA,890980732.0,ESE HOSPITAL GABRIEL PELAEZ MONTOYA,4681907,
EPSS10,SURAMERICANA,890980752.0,E.S.E. SAN JUAN DE DIOS DE MARINILLA,15987528,
EPSS10,SURAMERICANA,890980757.0,ESE HOSPITAL CESAR URIBE PIEDRAHITA,21101563,
EPSS10,SURAMERICANA,890980758.0,ESE HOSPITAL DE LA CEJA,5343845,
EPSS10,SURAMERICANA,890980814.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL,1355338,
EPSS10,SURAMERICANA,890980840.0,ESE HOSPITAL SAN JUAN DE DIOS,2680381,
EPSS10,SURAMERICANA,890980949.0,ESE HOSPITAL SANTA MARGARITA,4621316,
EPSS10,SURAMERICANA,890980971.0,EMPRESA SOCIAL DEL ESTADO IVAN RESTREPO GOMEZ,1414056,
EPSS10,SURAMERICANA,890980997.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARIA AUXILIADORA,21046000,
EPSS10,SURAMERICANA,890981137.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO VALDERRAMA,87061802,
EPSS10,SURAMERICANA,890981268.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA ANUNCIACION,6677937,
EPSS10,SURAMERICANA,890981374.0,FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA,361809776,
EPSS10,SURAMERICANA,890981424.0,E.S.E. HOSPITAL SAN JOSE,3552665,
EPSS10,SURAMERICANA,890981536.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE YOLOMBO,16170536,
EPSS10,SURAMERICANA,890981561.0,E.S.E. HOSPITAL SAN VICENTE DE PAÚL,2748836,
EPSS10,SURAMERICANA,890981590.0,EL COMITÉ DE REHABILITACIÓN DE ANTIOQUIA,87065973,
EPSS10,SURAMERICANA,890981719.0,E.S.E. NUETRA SEÑORA DE LA CANDELARIA,8819542,
EPSS10,SURAMERICANA,890981726.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,64533762,
EPSS10,SURAMERICANA,890981848.0,E.S.E. HOSPITAL SAN LUIS BELTRAN,1337342,
EPSS10,SURAMERICANA,890981851.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JULIAN,1593766,
EPSS10,SURAMERICANA,890982091.0,E.S.E. HOSPITAL SAN RAFAEL DE SAN LUIS,1235329,
EPSS10,SURAMERICANA,890982116.0,E.S.E HOSPITAL GERMAN VELEZ GUTIERREZ,2321922,
EPSS10,SURAMERICANA,890982134.0,E.S.E. HOSPITAL PEDRO NEL CARDONA,4791647,
EPSS10,SURAMERICANA,890982184.0,EMPRESA SOCIAL DEL ESTADO HORACIO MUÑOZ SUESCUN,1863200,
EPSS10,SURAMERICANA,890982264.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS,7745266,
EPSS10,SURAMERICANA,890982608.0,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,575367382,
EPSS10,SURAMERICANA,890984670.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DEL PERPETUO SOCORRO,4554444,
EPSS10,SURAMERICANA,890985092.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL,2822721,
EPSS10,SURAMERICANA,890985603.0,E.S.E. HOSPITAL SAN SEBASTIÁN DE URABÁ,7893244,
EPSS10,SURAMERICANA,890985660.0,E.S.E. HOSPITAL OSCAR EMIRO VERGARA CRUZ,3816245,
EPSS10,SURAMERICANA,890985703.0,E.S.E. HOSPITAL MARCO FIDEL SUAREZ,81233898,
EPSS10,SURAMERICANA,891000736.0,E.S.E. HOSPITAL SAN NICOLAS,1449171,
EPSS10,SURAMERICANA,891080015.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,3004119,
EPSS10,SURAMERICANA,891180268.0,E.S.E. HOSPITAL UNIVERSITARIO HERNANDO MONCALEANO PERDOMO DE NEIVA,4053824,
EPSS10,SURAMERICANA,891300047.0,CLINICA PALMIRA S.A.,24716527,
EPSS10,SURAMERICANA,891380054.0,FUNDACION HOSPITAL SAN JOSE DE BUGA,75278996,
EPSS10,SURAMERICANA,891401643.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO LA VIRGINIA,2358129,
EPSS10,SURAMERICANA,891408586.0,LIGA CONTRA EL CANCER SECCIONAL RISARALDA,221994806,
EPSS10,SURAMERICANA,891408747.0,ESE HOSPITAL SAN JOSE MARSELLA,476668,
EPSS10,SURAMERICANA,891409390.0,RADIOLOGOS ASOCIADOS S.A.S,60558308,
EPSS10,SURAMERICANA,891409981.0,CLINICA LOS ROSALES S.A,263748851,
EPSS10,SURAMERICANA,891410661.0,ESE HOSPITAL SANTA ANA,1012597,
EPSS10,SURAMERICANA,891411663.0,ESE HOSPITAL SANTA MÓNICA,55469264,
EPSS10,SURAMERICANA,891411743.0,CLINICA DE FRACTURAS S.A.S,20006210,
EPSS10,SURAMERICANA,891412134.0,E.S.E. HOSPITAL MENTALUNIVERSITARIO DE RISARALDA,32713678,
EPSS10,SURAMERICANA,891480000.0,CAJA DE COMPENSACION FAMILIAR DE RISARALDA COMFAMILIAR RISARALDA,266015732,
EPSS10,SURAMERICANA,891480036.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL SANTA ROSA DE CABAL,1020929,
EPSS10,SURAMERICANA,891500084.0,HOSPITAL FRANCISCO DE PAULA SANTANDER E.S.E. NIVEL II,1152148,
EPSS10,SURAMERICANA,891580002.0,HOSPITAL UNIVERSITARIO SAN JOSE DE POPAYAN E.S.E.,20522944,
EPSS10,SURAMERICANA,891800231.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN RAFAEL DE TUNJA,13029193,
EPSS10,SURAMERICANA,891800570.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL JOSE CAYETANO VASQUEZ,5806147,
EPSS10,SURAMERICANA,891855438.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL REGIONAL DE DUITAMA,1493218,
EPSS10,SURAMERICANA,891856507.0,SOCIEDAD CLINICA BOYACA LIMITADA,1776065,
EPSS10,SURAMERICANA,891900343.0,HOSPITAL DEPARTAMENTAL SAN ANTONIO DE ROLDANILLO EMPRESA SOCIAL DEL ESTADO,4901625,
EPSS10,SURAMERICANA,891900356.0,E.S.E. HOSPITAL SANTANDER EMPRESA SOCIAL DEL ESTADO,4860250,
EPSS10,SURAMERICANA,891900732.0,E.S.E. HOSPITAL KENNEDY EMPRESA SOCIAL DEL ESTADO,1062131,
EPSS10,SURAMERICANA,891901041.0,E.S.E. HOSPITAL LOCAL DE OBANDO EMPRESA SOCIAL DEL ESTADO,1636650,
EPSS10,SURAMERICANA,891901158.0,E.S.E HOSPITAL DEPARTAMENTAL TOMAS URIBE URIBE DE TULUA EMPRESA SOCIAL DEL ESTADO,2890818,
EPSS10,SURAMERICANA,891901745.0,E.S.E. HOSPITAL SAN JOSE EMPRESA SOCIAL DEL ESTADO,1195803,
EPSS10,SURAMERICANA,891982128.0,E.S.E. HOSPITAL PRESBÍTERO ALONSO MARIA GIRALDO,1753971,
EPSS10,SURAMERICANA,891982129.0,E.S.E HOSPITAL SAN JUAN DE DIOS VALDIVIA,1030988,
EPSS10,SURAMERICANA,892399994.0,HOSPITAL ROSARIO PUMAREJO DE LOPEZ - EMPRESA SOCIAL DEL ESTADO,1186351,
EPSS10,SURAMERICANA,899999032.0,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,25859654,
EPSS10,SURAMERICANA,899999123.0,FUNDACION HOSPITAL DE LA MISERICORDIA,71527298,
EPSS10,SURAMERICANA,900002780.0,FUNDACIÓN CAMPBELL,23439291,
