DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,TOTAL GIRO SEPTIEMBRE 2023,OBSERVACIÓN
25426,CUNDINAMARCA,MACHETA,ESS024,COOSALUD,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,72825534,
25430,CUNDINAMARCA,MADRID,EPSS41,NUEVA EPS,860009555,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,31467070,
25436,CUNDINAMARCA,MANTA,EPSS37,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,165000,
25436,CUNDINAMARCA,MANTA,EPSS41,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,759000,
25436,CUNDINAMARCA,MANTA,ESS024,COOSALUD,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,48294696,
25473,CUNDINAMARCA,MOSQUERA,EPSS41,NUEVA EPS,832010436,HOSPITAL MARIA AUXILIADORA EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE MOSQUERA,6315800,
25491,CUNDINAMARCA,NOCAIMA,EPSS37,NUEVA EPS,900807482,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE LA VEGA,997790,
25491,CUNDINAMARCA,NOCAIMA,EPSS41,NUEVA EPS,900807482,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE LA VEGA,20276905,
25506,CUNDINAMARCA,VENECIA,EPSS37,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,581204,
25506,CUNDINAMARCA,VENECIA,EPSS41,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,5986664,
25513,CUNDINAMARCA,PACHO,ESS024,COOSALUD,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,135755,
25518,CUNDINAMARCA,PAIME,ESS024,COOSALUD,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,49397807,
25524,CUNDINAMARCA,PANDI,EPSS37,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,702476,
25524,CUNDINAMARCA,PANDI,EPSS41,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,2203680,
25535,CUNDINAMARCA,PASCA,EPSS37,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,295697,
25535,CUNDINAMARCA,PASCA,EPSS41,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,43467459,
25592,CUNDINAMARCA,QUEBRADANEGRA,EPSS41,NUEVA EPS,860015929,E.S.E. HOSPITAL SALAZAR VILLETA,1361638,
25612,CUNDINAMARCA,RICAURTE,ESS024,COOSALUD,900058218,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE RICAURTE,15786642,
25649,CUNDINAMARCA,SAN BERNARDO,EPSS37,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,1343900,
25649,CUNDINAMARCA,SAN BERNARDO,EPSS41,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,53132312,
25653,CUNDINAMARCA,SAN CAYETANO,EPSS37,NUEVA EPS,899999032,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,204567,
25653,CUNDINAMARCA,SAN CAYETANO,EPSS41,NUEVA EPS,899999032,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,650895,
25658,CUNDINAMARCA,SAN FRANCISCO,EPSS41,NUEVA EPS,900283194,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN FRANCISCO DE SALES,2708121,
25718,CUNDINAMARCA,SASAIMA,EPSS41,NUEVA EPS,832000029,E.S.E. HOSPITAL HILARIO LUGO DE SASAIMA,32143600,
25736,CUNDINAMARCA,SESQUILE,EPSS37,NUEVA EPS,899999158,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,5210895,
25736,CUNDINAMARCA,SESQUILE,EPSS41,NUEVA EPS,899999158,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,11769865,
25743,CUNDINAMARCA,SILVANIA,EPSS37,NUEVA EPS,808003500,HOSPITAL ISMAEL SILVA E.S.E.,6830058,
25743,CUNDINAMARCA,SILVANIA,EPSS41,NUEVA EPS,808003500,HOSPITAL ISMAEL SILVA E.S.E.,78786162,
25745,CUNDINAMARCA,SIMIJACA,EPSS37,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,269648,
25745,CUNDINAMARCA,SIMIJACA,EPSS41,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,47542313,
25754,CUNDINAMARCA,SOACHA,CCF033,EPS FAMILIAR DE COLOMBIA,830066112,GRUPO EMPRESARIAL FARMACEUTICO LTDA,3669200,
25754,CUNDINAMARCA,SOACHA,CCF033,EPS FAMILIAR DE COLOMBIA,832001794,EMPRESA SOCIAL DEL ESTADO E.S.E MUNICIPAL DE SOACHA JULIO CESAR PEÑALOZA,22276800,
25754,CUNDINAMARCA,SOACHA,EPSS41,NUEVA EPS,800006850,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD SOACHA,54371736,
25754,CUNDINAMARCA,SOACHA,ESS024,COOSALUD,832001794,EMPRESA SOCIAL DEL ESTADO E.S.E MUNICIPAL DE SOACHA JULIO CESAR PEÑALOZA,541539761,
25769,CUNDINAMARCA,SUBACHOQUE,EPSS37,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,1355367,
25772,CUNDINAMARCA,SUESCA,EPSS37,NUEVA EPS,832011441,E.S.E. HOSPITAL NUESTRA SEÑORA DEL ROSARIO SUESCA,1792000,
25772,CUNDINAMARCA,SUESCA,EPSS41,NUEVA EPS,832011441,E.S.E. HOSPITAL NUESTRA SEÑORA DEL ROSARIO SUESCA,16352000,
25779,CUNDINAMARCA,SUSA,EPSS37,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,2730186,
25779,CUNDINAMARCA,SUSA,EPSS41,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,28886042,
25781,CUNDINAMARCA,SUTATAUSA,EPSS41,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,13077928,
25785,CUNDINAMARCA,TABIO,EPSS37,NUEVA EPS,899999164,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE TABIO,5437268,
25785,CUNDINAMARCA,TABIO,EPSS41,NUEVA EPS,899999164,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE TABIO,15745984,
25793,CUNDINAMARCA,TAUSA,EPSS37,NUEVA EPS,832008321,EMPRESA SOCIAL DEL ESTADO E.S.E. CENTRO DE SALUD DE TAUSA,3289900,
25793,CUNDINAMARCA,TAUSA,EPSS41,NUEVA EPS,832008321,EMPRESA SOCIAL DEL ESTADO E.S.E. CENTRO DE SALUD DE TAUSA,24632500,
25797,CUNDINAMARCA,TENA,EPSS37,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,1472188,
25797,CUNDINAMARCA,TENA,EPSS41,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,30591168,
25799,CUNDINAMARCA,TENJO,EPSS37,NUEVA EPS,860037592,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ROSA DE TENJO,2337959,
25799,CUNDINAMARCA,TENJO,EPSS41,NUEVA EPS,860037592,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ROSA DE TENJO,12819547,
25805,CUNDINAMARCA,TIBACUY,EPSS37,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,93378,
25805,CUNDINAMARCA,TIBACUY,EPSS41,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,1525174,
25807,CUNDINAMARCA,TIBIRITA,EPSS37,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,132000,
25807,CUNDINAMARCA,TIBIRITA,EPSS41,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,808500,
25817,CUNDINAMARCA,TOCANCIPA,EPSS37,NUEVA EPS,901339938,CARE & HEALTH SAS,4468800,
25817,CUNDINAMARCA,TOCANCIPA,EPSS41,NUEVA EPS,901339938,CARE & HEALTH SAS,18047680,
25823,CUNDINAMARCA,TOPAIPI,ESS024,COOSALUD,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,16969,
25841,CUNDINAMARCA,UBAQUE,EPSS37,NUEVA EPS,800174375,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,1072500,
25841,CUNDINAMARCA,UBAQUE,EPSS41,NUEVA EPS,800174375,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,31218000,
25843,CUNDINAMARCA,UBATE,EPSS37,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,6909730,
25843,CUNDINAMARCA,UBATE,EPSS41,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,89691666,
25851,CUNDINAMARCA,UTICA,EPSS41,NUEVA EPS,860015929,E.S.E. HOSPITAL SALAZAR VILLETA,26028037,
25871,CUNDINAMARCA,VILLAGOMEZ,ESS024,COOSALUD,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,67877,
25873,CUNDINAMARCA,VILLAPINZON,EPSS37,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,627000,
25873,CUNDINAMARCA,VILLAPINZON,EPSS41,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,59499000,
25873,CUNDINAMARCA,VILLAPINZON,ESS024,COOSALUD,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,44112,
25885,CUNDINAMARCA,YACOPI,EPSS37,NUEVA EPS,899999165,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,1175296,
25885,CUNDINAMARCA,YACOPI,EPSS41,NUEVA EPS,899999165,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,52723044,
25898,CUNDINAMARCA,ZIPACON,EPSS41,NUEVA EPS,860009555,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,13864820,
25899,CUNDINAMARCA,ZIPAQUIRA,EPSS37,NUEVA EPS,899999032,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,6955278,
25899,CUNDINAMARCA,ZIPAQUIRA,EPSS41,NUEVA EPS,899999032,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,66521469,
27001,CHOCO,QUIBDO,CCF102,COMFACHOCO,818000373,UNIDAD DE SALUD SANTA MARIA S.A.S,86214075,
27001,CHOCO,QUIBDO,CCF102,COMFACHOCO,818001019,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,282699016,
27001,CHOCO,QUIBDO,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,503276485,
27001,CHOCO,QUIBDO,CCF102,COMFACHOCO,900520293,"FUNDACIÓN UNIONVIDA ""FUNVIDA""",157105911,
27001,CHOCO,QUIBDO,EPSS41,NUEVA EPS,818001019,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,261791489,
27001,CHOCO,QUIBDO,ESS024,COOSALUD,818001019,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,117869568,
27006,CHOCO,ACANDI,CCF102,COMFACHOCO,900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,42910974,
27006,CHOCO,ACANDI,CCF102,COMFACHOCO,900538139,IPS INDIGENA CAPERA SAS,61015647,
27006,CHOCO,ACANDI,EPSS37,NUEVA EPS,900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,25359540,
27006,CHOCO,ACANDI,EPSS37,NUEVA EPS,900538139,IPS INDIGENA CAPERA SAS,11079964,
27006,CHOCO,ACANDI,EPSS41,NUEVA EPS,900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,62947913,
27006,CHOCO,ACANDI,EPSS41,NUEVA EPS,900538139,IPS INDIGENA CAPERA SAS,27502887,
27025,CHOCO,ALTO BAUDO,CCF102,COMFACHOCO,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,52808509,
27025,CHOCO,ALTO BAUDO,EPSS41,NUEVA EPS,900552157,IPS INDIGENA JAI KERA S.A.S,181877493,
27050,CHOCO,ATRATO,CCF102,COMFACHOCO,900037648,IPS SALUD PROTEGIDA,49798767,
27073,CHOCO,BAGADO,CCF102,COMFACHOCO,900037648,IPS SALUD PROTEGIDA,16238932,
27073,CHOCO,BAGADO,CCF102,COMFACHOCO,900359029,FUNMELLOCO IPS,16755460,
27073,CHOCO,BAGADO,EPSS41,NUEVA EPS,900552157,IPS INDIGENA JAI KERA S.A.S,15711783,
27075,CHOCO,BAHIA SOLANO,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,196384256,
27077,CHOCO,BAJO BAUDO,CCF102,COMFACHOCO,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,114000654,
27077,CHOCO,BAJO BAUDO,EPSS41,NUEVA EPS,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,97796604,
27099,CHOCO,BOJAYA,CCF102,COMFACHOCO,900206582,I.P.S. SERVIMEDICO S.A.S.,21197684,
27099,CHOCO,BOJAYA,EPSS37,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,38037727,
27099,CHOCO,BOJAYA,EPSS41,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,63933767,
27135,CHOCO,CANTON DE SAN PABLO,CCF102,COMFACHOCO,900881965,MEDICHOCO IPS S.A.S,32670816,
27135,CHOCO,CANTON DE SAN PABLO,EPSS37,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,17261975,
27135,CHOCO,CANTON DE SAN PABLO,EPSS41,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,37023228,
27150,CHOCO,CARMEN DEL DARIEN,CCF102,COMFACHOCO,900206582,I.P.S. SERVIMEDICO S.A.S.,83860418,
27150,CHOCO,CARMEN DEL DARIEN,CCF102,COMFACHOCO,900512334,TRANSACUATICO K & M S.A.S,30868077,
27150,CHOCO,CARMEN DEL DARIEN,EPSS37,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,14743606,
27150,CHOCO,CARMEN DEL DARIEN,EPSS41,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,78025392,
27160,CHOCO,CERTEGUI,CCF102,COMFACHOCO,900881965,MEDICHOCO IPS S.A.S,36993069,
27160,CHOCO,CERTEGUI,EPSS37,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,12957137,
27160,CHOCO,CERTEGUI,EPSS41,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,19734060,
27205,CHOCO,CONDOTO,CCF102,COMFACHOCO,891600061,ESE HOSPITAL SAN JOSE DE CONDOTO,80578668,
27205,CHOCO,CONDOTO,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,10732349,
27205,CHOCO,CONDOTO,EPSS41,NUEVA EPS,891600061,ESE HOSPITAL SAN JOSE DE CONDOTO,31972723,
27245,CHOCO,EL CARMEN,CCF102,COMFACHOCO,891680065,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,6614222,
27245,CHOCO,EL CARMEN,EPSS41,NUEVA EPS,891680065,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,72450343,
27250,CHOCO,EL LITORAL DEL SAN JUAN,CCF102,COMFACHOCO,900538139,IPS INDIGENA CAPERA SAS,49221258,
27250,CHOCO,EL LITORAL DEL SAN JUAN,EPSS37,NUEVA EPS,900538139,IPS INDIGENA CAPERA SAS,35179143,
27250,CHOCO,EL LITORAL DEL SAN JUAN,EPSS41,NUEVA EPS,900538139,IPS INDIGENA CAPERA SAS,108786973,
27361,CHOCO,ITSMINA,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,15174014,
27361,CHOCO,ITSMINA,CCF102,COMFACHOCO,891680064,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,162867003,
27361,CHOCO,ITSMINA,EPSS37,NUEVA EPS,818002571,CENTRO MEDICO CUBIS LIMITADA,32101976,
27361,CHOCO,ITSMINA,EPSS37,NUEVA EPS,891680064,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,20336589,
27361,CHOCO,ITSMINA,EPSS41,NUEVA EPS,891680064,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,280120113,
27372,CHOCO,JURADO,CCF102,COMFACHOCO,900212320,UNIDAD MEDICA MI SALUD S.A.S.,81790992,
27372,CHOCO,JURADO,EPSS37,NUEVA EPS,900212320,UNIDAD MEDICA MI SALUD S.A.S.,20404,
27372,CHOCO,JURADO,EPSS41,NUEVA EPS,900212320,UNIDAD MEDICA MI SALUD S.A.S.,265260,
27413,CHOCO,LLORO,CCF102,COMFACHOCO,900037648,IPS SALUD PROTEGIDA,58373929,
27425,CHOCO,MEDIO ATRATO,CCF102,COMFACHOCO,900206582,I.P.S. SERVIMEDICO S.A.S.,60493458,
27425,CHOCO,MEDIO ATRATO,EPSS37,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,14807894,
27425,CHOCO,MEDIO ATRATO,EPSS41,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,50166834,
27430,CHOCO,MEDIO BAUDO,CCF102,COMFACHOCO,818001478,FUNDACIÓN SOLIDARIA DEL BAJO BAUDO IPS,48074193,
27450,CHOCO,MEDIO SAN JUAN,CCF102,COMFACHOCO,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,56703224,
27450,CHOCO,MEDIO SAN JUAN,CCF102,COMFACHOCO,900816374,MEDICAMENTOS Y ALGO MAS S.A.S,6777497,
27450,CHOCO,MEDIO SAN JUAN,EPSS37,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,15407677,
27450,CHOCO,MEDIO SAN JUAN,EPSS41,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,51913752,
27491,CHOCO,NOVITA,CCF102,COMFACHOCO,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,60730455,
27491,CHOCO,NOVITA,EPSS37,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,16892213,
27491,CHOCO,NOVITA,EPSS41,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,33492017,
27495,CHOCO,NUQUI,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,106691323,
27580,CHOCO,RIO IRO,CCF102,COMFACHOCO,900881965,MEDICHOCO IPS S.A.S,6095056,
27580,CHOCO,RIO IRO,EPSS37,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,13745646,
27580,CHOCO,RIO IRO,EPSS41,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,37443568,
27600,CHOCO,RIO QUITO,CCF102,COMFACHOCO,818001324,MEJORSALUD LTDA,13911588,
27600,CHOCO,RIO QUITO,EPSS37,NUEVA EPS,818001324,MEJORSALUD LTDA,43172912,
27600,CHOCO,RIO QUITO,EPSS41,NUEVA EPS,818001324,MEJORSALUD LTDA,87912397,
27615,CHOCO,RIOSUCIO,CCF102,COMFACHOCO,900206582,I.P.S. SERVIMEDICO S.A.S.,150347796,
27615,CHOCO,RIOSUCIO,CCF102,COMFACHOCO,900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,12166889,
27615,CHOCO,RIOSUCIO,CCF102,COMFACHOCO,900483570,IPS KATIOS RIOSUCIO LTDA,51883334,
27615,CHOCO,RIOSUCIO,EPSS37,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,1585795,
27615,CHOCO,RIOSUCIO,EPSS41,NUEVA EPS,900206582,I.P.S. SERVIMEDICO S.A.S.,22758299,
27660,CHOCO,SAN JOSE DEL PALMAR,CCF102,COMFACHOCO,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,75448880,
27660,CHOCO,SAN JOSE DEL PALMAR,EPSS37,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,119964,
27660,CHOCO,SAN JOSE DEL PALMAR,EPSS41,NUEVA EPS,818001360,UNIDAD MEDICA ESPIRITU SANTO E. U.,679795,
27745,CHOCO,SIPI,CCF102,COMFACHOCO,900212320,UNIDAD MEDICA MI SALUD S.A.S.,38993168,
27745,CHOCO,SIPI,EPSS37,NUEVA EPS,900212320,UNIDAD MEDICA MI SALUD S.A.S.,8725805,
27745,CHOCO,SIPI,EPSS41,NUEVA EPS,900212320,UNIDAD MEDICA MI SALUD S.A.S.,26752482,
27787,CHOCO,TADO,CCF102,COMFACHOCO,818000466,ESE HOSPITAL SAN JOSE DE TADO,90955456,
27787,CHOCO,TADO,CCF102,COMFACHOCO,818002342,SERSALUD I.P.S. CHOCO SAS,52802261,
27787,CHOCO,TADO,EPSS37,NUEVA EPS,818000466,ESE HOSPITAL SAN JOSE DE TADO,53849864,
27787,CHOCO,TADO,EPSS41,NUEVA EPS,818000466,ESE HOSPITAL SAN JOSE DE TADO,131404184,
27800,CHOCO,UNGUIA,CCF102,COMFACHOCO,891600091,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,191460008,
27800,CHOCO,UNGUIA,CCF102,COMFACHOCO,900436203,SOLUCIONES INTEGRALES DE SALUD POLOSALUD S.A.S,22775853,
27800,CHOCO,UNGUIA,CCF102,COMFACHOCO,901179608,IPS GOLFO SALUD S.A.S,29397044,
27810,CHOCO,UNION PANAMERICANA,CCF102,COMFACHOCO,900881965,MEDICHOCO IPS S.A.S,63971207,
27810,CHOCO,UNION PANAMERICANA,EPSS37,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,12104693,
27810,CHOCO,UNION PANAMERICANA,EPSS41,NUEVA EPS,900881965,MEDICHOCO IPS S.A.S,24656920,
41001,HUILA,NEIVA,EPSI03,A.I.C.,813005265,E.S.E. CARMEN EMILIA OSPINA DE NEIVA,390382929,
41001,HUILA,NEIVA,EPSS37,NUEVA EPS,800065396,INSTITUTO DE DIAGNOSTICO MEDICO S.A.,195397482,
41001,HUILA,NEIVA,EPSS37,NUEVA EPS,813005265,E.S.E. CARMEN EMILIA OSPINA DE NEIVA,45550000,
41001,HUILA,NEIVA,EPSS41,NUEVA EPS,813005265,E.S.E. CARMEN EMILIA OSPINA DE NEIVA,1246550000,
41006,HUILA,ACEVEDO,EPSI03,A.I.C.,813002497,E.S.E. HOSPITAL SAN FRANCISCO JAVIER DE ACEVEDO,84695864,
41006,HUILA,ACEVEDO,EPSS37,NUEVA EPS,813002497,E.S.E. HOSPITAL SAN FRANCISCO JAVIER DE ACEVEDO,3883801,
41006,HUILA,ACEVEDO,EPSS41,NUEVA EPS,813002497,E.S.E. HOSPITAL SAN FRANCISCO JAVIER DE ACEVEDO,200480378,
41016,HUILA,AIPE,EPSS37,NUEVA EPS,891180238,E.S.E. HOSPITAL SAN CARLOS DE AIPE,4858414,
41016,HUILA,AIPE,EPSS41,NUEVA EPS,891180238,E.S.E. HOSPITAL SAN CARLOS DE AIPE,151587166,
41132,HUILA,CAMPOALEGRE,EPSS37,NUEVA EPS,891180039,E.S.E. HOSPITAL DEL ROSARIO DE CAMPOALEGRE,3651480,
41132,HUILA,CAMPOALEGRE,EPSS37,NUEVA EPS,900314301,SALUD VITAL DEL HUILA IPS SAS,29481876,
41132,HUILA,CAMPOALEGRE,EPSS41,NUEVA EPS,891180039,E.S.E. HOSPITAL DEL ROSARIO DE CAMPOALEGRE,66440680,
41298,HUILA,GARZON,EPSS37,NUEVA EPS,813002940,EMPRESA SOCIAL DEL ESTADO MARIA AUXILIADORA DE GARZON,15304212,
41298,HUILA,GARZON,EPSS37,NUEVA EPS,900314301,SALUD VITAL DEL HUILA IPS SAS,47974638,
41298,HUILA,GARZON,EPSS41,NUEVA EPS,813002940,EMPRESA SOCIAL DEL ESTADO MARIA AUXILIADORA DE GARZON,491302748,
41306,HUILA,GIGANTE,EPSS37,NUEVA EPS,891180065,ESE HOSPITAL SAN ANTONIO,4323756,
41306,HUILA,GIGANTE,EPSS41,NUEVA EPS,891180065,ESE HOSPITAL SAN ANTONIO,117113348,
41319,HUILA,GUADALUPE,EPSS37,NUEVA EPS,813007875,E.S.E. HOSPITAL MUNICIPAL NUESTRA SEÑORA DE GUADALUPE,1952664,
41319,HUILA,GUADALUPE,EPSS41,NUEVA EPS,813007875,E.S.E. HOSPITAL MUNICIPAL NUESTRA SEÑORA DE GUADALUPE,79361844,
41359,HUILA,ISNOS,EPSS41,NUEVA EPS,813010996,ESE HOSPITAL SAN JOSE DE ISNOS,14850898,
41378,HUILA,LA ARGENTINA,EPSS37,NUEVA EPS,813010966,ESE JUAN RAMON NUÑEZ PALACIOS,51931564,
41378,HUILA,LA ARGENTINA,EPSS41,NUEVA EPS,813010966,ESE JUAN RAMON NUÑEZ PALACIOS,114672518,
41378,HUILA,LA ARGENTINA,ESS024,COOSALUD,813010966,ESE JUAN RAMON NUÑEZ PALACIOS,57770909,
41396,HUILA,LA PLATA,EPSS37,NUEVA EPS,813002872,EMPRESA SOCIAL DEL ESTADO SAN SEBASTIAN DE LA PLATA HUILA,7837888,
41396,HUILA,LA PLATA,EPSS37,NUEVA EPS,900314301,SALUD VITAL DEL HUILA IPS SAS,30870247,
41396,HUILA,LA PLATA,EPSS41,NUEVA EPS,813002872,EMPRESA SOCIAL DEL ESTADO SAN SEBASTIAN DE LA PLATA HUILA,121371528,
41503,HUILA,OPORAPA,ESS024,COOSALUD,813012946,ESE MUNICIPAL DAVID MOLINA MUÑOZ,112467097,
41524,HUILA,PALERMO,EPSS41,NUEVA EPS,891180091,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE ASIS,105832256,
41551,HUILA,PITALITO,EPSI05,MALLAMAS,813005295,EMPRESA SOCIAL DEL ESTADO MUNICIPAL MANUEL CASTRO TOVAR,172844054,
41551,HUILA,PITALITO,EPSS37,NUEVA EPS,813005295,EMPRESA SOCIAL DEL ESTADO MUNICIPAL MANUEL CASTRO TOVAR,20525550,
41551,HUILA,PITALITO,EPSS37,NUEVA EPS,900314301,SALUD VITAL DEL HUILA IPS SAS,168109097,
41551,HUILA,PITALITO,EPSS41,NUEVA EPS,813005295,EMPRESA SOCIAL DEL ESTADO MUNICIPAL MANUEL CASTRO TOVAR,657154375,
