DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,FORMA DE CONTRATACIÓN,"TOTAL GIRO 
DICIEMBRE 2023",OBSERVACIÓN
20570,CESAR,PUEBLO BELLO,CCF055,Cajacopi,900033859,ATENCION PREHOSPITALARIA Y SEGURIDAD INDUSTRIAL - APREHSI LTDA,Capitacion,5473163,
20570,CESAR,PUEBLO BELLO,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,3974931,
20570,CESAR,PUEBLO BELLO,EPSS41,Nueva Eps,824002672,ESE HOSPITAL CAMILO VILLAZON PUMAREJO,Capitacion,55008081,
20614,CESAR,RIO DE ORO,CCF055,Cajacopi,824000449,ESE HOSPITAL LOCAL DE RIO DE ORO,Capitacion,28957957,
20614,CESAR,RIO DE ORO,CCF055,Cajacopi,900033859,ATENCION PREHOSPITALARIA Y SEGURIDAD INDUSTRIAL - APREHSI LTDA,Capitacion,1981266,
20614,CESAR,RIO DE ORO,CCF055,Cajacopi,900249425,PHARMASAN S.A.S.,Capitacion,3799068,
20614,CESAR,RIO DE ORO,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1445965,
20621,CESAR,LA PAZ  ROBLES,CCF055,Cajacopi,824000204,ESE HOSPITAL MARINO ZULETA RAMIREZ,Capitacion,168543896,
20621,CESAR,LA PAZ  ROBLES,CCF055,Cajacopi,900033859,ATENCION PREHOSPITALARIA Y SEGURIDAD INDUSTRIAL - APREHSI LTDA,Capitacion,13492895,
20621,CESAR,LA PAZ  ROBLES,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,9742112,
20621,CESAR,LA PAZ  ROBLES,CCF055,Cajacopi,901557948,IPS CENTRO MEDICO VITAL LA PAZ DRA MARYURIS POLO CAMACHO S.A.S,Capitacion,10837510,
20621,CESAR,LA PAZ  ROBLES,EPSS41,Nueva Eps,824000204,ESE HOSPITAL MARINO ZULETA RAMIREZ,Capitacion,174348667,
20621,CESAR,LA PAZ  ROBLES,ESS024,Coosalud,824000204,ESE HOSPITAL MARINO ZULETA RAMIREZ,Capitacion,52505523,
20710,CESAR,SAN ALBERTO,CCF055,Cajacopi,824000586,ESE HOSPITAL LOCAL LAZARO ALFONSO HERNANDEZ LARA,Capitacion,22178501,
20710,CESAR,SAN ALBERTO,CCF055,Cajacopi,900033859,ATENCION PREHOSPITALARIA Y SEGURIDAD INDUSTRIAL - APREHSI LTDA,Capitacion,1973152,
20710,CESAR,SAN ALBERTO,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1401820,
20710,CESAR,SAN ALBERTO,EPSS37,Nueva Eps,824000586,ESE HOSPITAL LOCAL LAZARO ALFONSO HERNANDEZ LARA,Capitacion,35209641,
20710,CESAR,SAN ALBERTO,EPSS37,Nueva Eps,900900178,RED INTEGRADA SALUD COLOMBIA IPS S.A.S (REDINSALUD IPS S.A.S),Capitacion,7654290,
20710,CESAR,SAN ALBERTO,EPSS41,Nueva Eps,824000586,ESE HOSPITAL LOCAL LAZARO ALFONSO HERNANDEZ LARA,Capitacion,166081622,
20710,CESAR,SAN ALBERTO,ESS024,Coosalud,824000586,ESE HOSPITAL LOCAL LAZARO ALFONSO HERNANDEZ LARA,Capitacion,29920000,
20750,CESAR,SAN DIEGO,CCF055,Cajacopi,824000469,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SOCORRO,Capitacion,94216630,
20750,CESAR,SAN DIEGO,CCF055,Cajacopi,900033859,ATENCION PREHOSPITALARIA Y SEGURIDAD INDUSTRIAL - APREHSI LTDA,Capitacion,7653232,
20750,CESAR,SAN DIEGO,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,5513108,
20750,CESAR,SAN DIEGO,EPSS37,Nueva Eps,824000469,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SOCORRO,Capitacion,7346822,
20750,CESAR,SAN DIEGO,EPSS41,Nueva Eps,824000469,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SOCORRO,Capitacion,129652676,
20750,CESAR,SAN DIEGO,ESS024,Coosalud,824000469,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SOCORRO,Capitacion,40165339,
20770,CESAR,SAN MARTIN,CCF055,Cajacopi,900033859,ATENCION PREHOSPITALARIA Y SEGURIDAD INDUSTRIAL - APREHSI LTDA,Capitacion,2584436,
20770,CESAR,SAN MARTIN,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1838357,
20770,CESAR,SAN MARTIN,EPSS37,Nueva Eps,824000441,HOSPITAL LOCAL ALVARO RAMIREZ GONZALEZ E.S.E,Capitacion,30315712,
20770,CESAR,SAN MARTIN,EPSS41,Nueva Eps,824000441,HOSPITAL LOCAL ALVARO RAMIREZ GONZALEZ E.S.E,Capitacion,173662272,
20787,CESAR,TAMALAMEQUE,EPSS37,Nueva Eps,892300209,ESE HOSPITAL TAMALAMEQUE,Capitacion,2580000,
20787,CESAR,TAMALAMEQUE,EPSS41,Nueva Eps,892300209,ESE HOSPITAL TAMALAMEQUE,Capitacion,160920000,
23001,CORDOBA,MONTERIA,CCF033,Familiar de Colombia,812005726,EMPRESA SOCIAL DEL ESTADO VIDASINU,Capitacion,125008356,
23001,CORDOBA,MONTERIA,CCF033,Familiar de Colombia,900839714,PROFHARMA SALUD IPS S.A.S,Capitacion,17339850,
23001,CORDOBA,MONTERIA,CCF033,Familiar de Colombia,900842629,GESTAR SALUD DE COLOMBIA IPS SAS,Capitacion,10493000,
23001,CORDOBA,MONTERIA,CCF055,Cajacopi,812005726,EMPRESA SOCIAL DEL ESTADO VIDASINU,Capitacion,825295097,
23001,CORDOBA,MONTERIA,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,30248518,
23001,CORDOBA,MONTERIA,CCF055,Cajacopi,900784418,FISIOMED INTEGRAL S.A.S,Capitacion,1262240,
23001,CORDOBA,MONTERIA,EPSS02,Salud Total,800003765,VIRREY SOLIS IPS SA,Capitacion,494492944,
23001,CORDOBA,MONTERIA,EPSS02,Salud Total,900240626,GRUPO SALUD CORDOBA SAS,Capitacion,28309793,
23001,CORDOBA,MONTERIA,EPSS37,Nueva Eps,812005726,EMPRESA SOCIAL DEL ESTADO VIDASINU,Capitacion,124320912,
23001,CORDOBA,MONTERIA,EPSS37,Nueva Eps,900842629,GESTAR SALUD DE COLOMBIA IPS SAS,Capitacion,16937303,
23001,CORDOBA,MONTERIA,EPSS41,Nueva Eps,812005726,EMPRESA SOCIAL DEL ESTADO VIDASINU,Capitacion,1967197368,
23001,CORDOBA,MONTERIA,ESS024,Coosalud,812005726,EMPRESA SOCIAL DEL ESTADO VIDASINU,Capitacion,1183904874,
23001,CORDOBA,MONTERIA,ESS207,Mutual Ser,812005323,TERAPIAS INTEGRALES S.A.S.,Capitacion,14149391,
23001,CORDOBA,MONTERIA,ESS207,Mutual Ser,812005726,EMPRESA SOCIAL DEL ESTADO VIDASINU,Capitacion,2854945991,
23001,CORDOBA,MONTERIA,ESS207,Mutual Ser,900893311,IPS UNIDOS POR EL MAÑANA,Capitacion,55052791,
23068,CORDOBA,AYAPEL,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,239359,
23068,CORDOBA,AYAPEL,EPSS37,Nueva Eps,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,733818,
23068,CORDOBA,AYAPEL,EPSS37,Nueva Eps,900273372,FAMI SALUD IPS LTDA,Capitacion,2267093,
23068,CORDOBA,AYAPEL,EPSS41,Nueva Eps,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,13414551,
23068,CORDOBA,AYAPEL,EPSS41,Nueva Eps,812001219,E.S.E HOSPITAL SAN JORGE,Capitacion,645416795,
23068,CORDOBA,AYAPEL,ESS024,Coosalud,812001219,E.S.E HOSPITAL SAN JORGE,Capitacion,111738926,
23068,CORDOBA,AYAPEL,ESS207,Mutual Ser,812001219,E.S.E HOSPITAL SAN JORGE,Capitacion,35081513,
23079,CORDOBA,BUENAVISTA,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,587607,
23079,CORDOBA,BUENAVISTA,EPSS37,Nueva Eps,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,262347,
23079,CORDOBA,BUENAVISTA,EPSS37,Nueva Eps,812004304,CAMI S.A.S.,Capitacion,6572813,
23079,CORDOBA,BUENAVISTA,EPSS41,Nueva Eps,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,5339256,
23079,CORDOBA,BUENAVISTA,ESS024,Coosalud,812004010,ESE CAMU BUENAVISTA,Capitacion,14982579,
23079,CORDOBA,BUENAVISTA,ESS207,Mutual Ser,812004010,ESE CAMU BUENAVISTA,Capitacion,50471655,
23090,CORDOBA,CANALETE,CCF055,Cajacopi,812001868,E.S.E. HOSPITAL SAN JOSÉ DE CANALETE,Capitacion,32095704,
23090,CORDOBA,CANALETE,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1545044,
23090,CORDOBA,CANALETE,EPSS37,Nueva Eps,812001868,E.S.E. HOSPITAL SAN JOSÉ DE CANALETE,Capitacion,6588939,
23090,CORDOBA,CANALETE,EPSS41,Nueva Eps,812001868,E.S.E. HOSPITAL SAN JOSÉ DE CANALETE,Capitacion,41988828,
23090,CORDOBA,CANALETE,ESS024,Coosalud,812001868,E.S.E. HOSPITAL SAN JOSÉ DE CANALETE,Capitacion,78779616,
23090,CORDOBA,CANALETE,ESS207,Mutual Ser,812001868,E.S.E. HOSPITAL SAN JOSÉ DE CANALETE,Capitacion,191417462,
23162,CORDOBA,CERETE,CCF055,Cajacopi,812002836,ESE CAMU DEL PRADO,Capitacion,91539965,
23162,CORDOBA,CERETE,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,6591205,
23162,CORDOBA,CERETE,EPSS37,Nueva Eps,812002836,ESE CAMU DEL PRADO,Capitacion,23661582,
23162,CORDOBA,CERETE,EPSS37,Nueva Eps,812004646,DAMOSALUD LTDA,Capitacion,13440504,
23162,CORDOBA,CERETE,EPSS41,Nueva Eps,812002836,ESE CAMU DEL PRADO,Capitacion,486603516,
23162,CORDOBA,CERETE,ESS024,Coosalud,812002836,ESE CAMU DEL PRADO,Capitacion,24756535,
23162,CORDOBA,CERETE,ESS207,Mutual Ser,812002836,ESE CAMU DEL PRADO,Capitacion,1016161664,
23162,CORDOBA,CERETE,ESS207,Mutual Ser,891080015,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,Capitacion,25732902,
23162,CORDOBA,CERETE,ESS207,Mutual Ser,900195553,CENTRO DE TERAPIA CERETE S.A.S.,Capitacion,25544000,
23168,CORDOBA,CHIMA,CCF055,Cajacopi,812001424,EMPRESA SOCIAL DEL ESTADO CAMU DE CHIMA,Capitacion,13377772,
23168,CORDOBA,CHIMA,CCF055,Cajacopi,900205591,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,Capitacion,8015591,
23168,CORDOBA,CHIMA,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,2064963,
23168,CORDOBA,CHIMA,EPSS41,Nueva Eps,812001424,EMPRESA SOCIAL DEL ESTADO CAMU DE CHIMA,Capitacion,4839448,
23168,CORDOBA,CHIMA,ESS024,Coosalud,812001424,EMPRESA SOCIAL DEL ESTADO CAMU DE CHIMA,Capitacion,5049500,
23168,CORDOBA,CHIMA,ESS207,Mutual Ser,812001424,EMPRESA SOCIAL DEL ESTADO CAMU DE CHIMA,Capitacion,11383223,
23168,CORDOBA,CHIMA,ESS207,Mutual Ser,900205591,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,Capitacion,11622657,
23182,CORDOBA,CHINU,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,5896671,
23182,CORDOBA,CHINU,EPSS37,Nueva Eps,800193912,ESE HOSPITAL SAN RAFAEL DE CHINU,Capitacion,19315400,
23182,CORDOBA,CHINU,EPSS41,Nueva Eps,800193912,ESE HOSPITAL SAN RAFAEL DE CHINU,Capitacion,44180700,
23182,CORDOBA,CHINU,ESS207,Mutual Ser,800193912,ESE HOSPITAL SAN RAFAEL DE CHINU,Capitacion,673936886,
23189,CORDOBA,CIENAGA DE ORO,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,8290262,
23189,CORDOBA,CIENAGA DE ORO,EPSS37,Nueva Eps,800201197,E.S.E. HOSPITAL SAN FRANCISCO,Capitacion,11914350,
23189,CORDOBA,CIENAGA DE ORO,EPSS37,Nueva Eps,900842629,GESTAR SALUD DE COLOMBIA IPS SAS,Capitacion,14280541,
23189,CORDOBA,CIENAGA DE ORO,EPSS41,Nueva Eps,800201197,E.S.E. HOSPITAL SAN FRANCISCO,Capitacion,257593110,
23189,CORDOBA,CIENAGA DE ORO,ESS024,Coosalud,800201197,E.S.E. HOSPITAL SAN FRANCISCO,Capitacion,103625700,
23189,CORDOBA,CIENAGA DE ORO,ESS207,Mutual Ser,800201197,E.S.E. HOSPITAL SAN FRANCISCO,Capitacion,594643896,
23189,CORDOBA,CIENAGA DE ORO,ESS207,Mutual Ser,812003214,OROSALUD I. P. S LTDA,Capitacion,10119988,
23189,CORDOBA,CIENAGA DE ORO,ESS207,Mutual Ser,900798710,CENTRO DE REHABILITACIÓN FUNCIONAL (CRF) S.A.S,Capitacion,28507115,
23300,CORDOBA,COTORRA,CCF055,Cajacopi,812003726,E.S.E. CENTRO DE SALUD DE COTORRA,Capitacion,5591262,
23300,CORDOBA,COTORRA,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,450270,
23300,CORDOBA,COTORRA,ESS024,Coosalud,812003726,E.S.E. CENTRO DE SALUD DE COTORRA,Capitacion,2436393,
23300,CORDOBA,COTORRA,ESS207,Mutual Ser,812003726,E.S.E. CENTRO DE SALUD DE COTORRA,Capitacion,352709639,
23350,CORDOBA,LA APARTADA,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,893673,
23350,CORDOBA,LA APARTADA,EPSS37,Nueva Eps,812002496,E.S.E. C.A.M.U. LA APARTADA,Capitacion,14261709,
23350,CORDOBA,LA APARTADA,EPSS41,Nueva Eps,812002496,E.S.E. C.A.M.U. LA APARTADA,Capitacion,87794784,
23350,CORDOBA,LA APARTADA,ESS024,Coosalud,812002496,E.S.E. C.A.M.U. LA APARTADA,Capitacion,77847280,
23350,CORDOBA,LA APARTADA,ESS207,Mutual Ser,812002496,E.S.E. C.A.M.U. LA APARTADA,Capitacion,41639242,
23417,CORDOBA,LORICA,CCF055,Cajacopi,812001423,ESE CAMU SANTA TERESITA,Capitacion,129877028,
23417,CORDOBA,LORICA,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,8204917,
23417,CORDOBA,LORICA,EPSS37,Nueva Eps,900240626,GRUPO SALUD CORDOBA SAS,Capitacion,14290752,
23417,CORDOBA,LORICA,ESS024,Coosalud,812001423,ESE CAMU SANTA TERESITA,Capitacion,54831130,
23417,CORDOBA,LORICA,ESS207,Mutual Ser,812001423,ESE CAMU SANTA TERESITA,Capitacion,1246743152,
23417,CORDOBA,LORICA,ESS207,Mutual Ser,812004596,IMÁGENES DIAGNOSTICAS DE LORICA E-U,Capitacion,21671132,
23419,CORDOBA,LOS CORDOBAS,CCF055,Cajacopi,812003996,E.S.E. CAMU LOS CORDOBAS,Capitacion,120868379,
23419,CORDOBA,LOS CORDOBAS,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,7093466,
23419,CORDOBA,LOS CORDOBAS,EPSS37,Nueva Eps,812003996,E.S.E. CAMU LOS CORDOBAS,Capitacion,4771976,
23419,CORDOBA,LOS CORDOBAS,EPSS41,Nueva Eps,812003996,E.S.E. CAMU LOS CORDOBAS,Capitacion,60656112,
23419,CORDOBA,LOS CORDOBAS,ESS024,Coosalud,812003996,E.S.E. CAMU LOS CORDOBAS,Capitacion,97253200,
23464,CORDOBA,MOMIL,CCF055,Cajacopi,900205591,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,Capitacion,6741143,
23464,CORDOBA,MOMIL,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,957436,
23464,CORDOBA,MOMIL,EPSS41,Nueva Eps,812003817,ESE CAMU DE MOMIL,Capitacion,80020259,
23464,CORDOBA,MOMIL,ESS207,Mutual Ser,812003817,ESE CAMU DE MOMIL,Capitacion,86684562,
23464,CORDOBA,MOMIL,ESS207,Mutual Ser,900205591,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,Capitacion,30747404,
23466,CORDOBA,MONTELIBANO,CCF055,Cajacopi,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,144428686,
23466,CORDOBA,MONTELIBANO,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,10820209,
23466,CORDOBA,MONTELIBANO,CCF055,Cajacopi,900784418,FISIOMED INTEGRAL S.A.S,Capitacion,1373274,
23466,CORDOBA,MONTELIBANO,CCF055,Cajacopi,901188217,MAS SALUD IPS SAS,Capitacion,16128916,
23466,CORDOBA,MONTELIBANO,EPSS37,Nueva Eps,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,40425549,
23466,CORDOBA,MONTELIBANO,EPSS41,Nueva Eps,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,587114778,
23466,CORDOBA,MONTELIBANO,ESS024,Coosalud,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,240868012,
23466,CORDOBA,MONTELIBANO,ESS207,Mutual Ser,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,124560082,
23500,CORDOBA,MONITOS,EPSS37,Nueva Eps,812003455,EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,Capitacion,9688074,
23500,CORDOBA,MONITOS,EPSS37,Nueva Eps,900308897,I.P.S SOLOSALUD JD S.A.S,Capitacion,2190888,
23500,CORDOBA,MONITOS,EPSS41,Nueva Eps,812003455,EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,Capitacion,112026288,
23500,CORDOBA,MONITOS,ESS024,Coosalud,812003455,EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,Capitacion,219154320,
23500,CORDOBA,MONITOS,ESS207,Mutual Ser,812003455,EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,Capitacion,147508429,
23555,CORDOBA,PLANETA RICA,CCF055,Cajacopi,891000736,E.S.E. HOSPITAL SAN NICOLAS,Capitacion,44976668,
23555,CORDOBA,PLANETA RICA,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,2882119,
23555,CORDOBA,PLANETA RICA,EPSS37,Nueva Eps,891000736,E.S.E. HOSPITAL SAN NICOLAS,Capitacion,30825223,
23555,CORDOBA,PLANETA RICA,EPSS41,Nueva Eps,891000736,E.S.E. HOSPITAL SAN NICOLAS,Capitacion,212072146,
23555,CORDOBA,PLANETA RICA,ESS024,Coosalud,891000736,E.S.E. HOSPITAL SAN NICOLAS,Capitacion,288145920,
23555,CORDOBA,PLANETA RICA,ESS207,Mutual Ser,891000736,E.S.E. HOSPITAL SAN NICOLAS,Capitacion,565527097,
23570,CORDOBA,PUEBLO NUEVO,CCF055,Cajacopi,812001520,E.S.E. CAMU DE PUEBLO NUEVO,Capitacion,32483536,
23570,CORDOBA,PUEBLO NUEVO,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,2230749,
23570,CORDOBA,PUEBLO NUEVO,EPSS37,Nueva Eps,812006637,I.P.S. UNIDAD MEDICA REGIONAL LIMITADA,Capitacion,6811932,
23570,CORDOBA,PUEBLO NUEVO,ESS207,Mutual Ser,812001520,E.S.E. CAMU DE PUEBLO NUEVO,Capitacion,384571383,
23570,CORDOBA,PUEBLO NUEVO,ESS207,Mutual Ser,900921009,SANA IPS S.A.S.,Capitacion,41078179,
23574,CORDOBA,PUERTO ESCONDIDO,CCF055,Cajacopi,812001846,E.S.E CAMU CORNELIO VALDELAMAR PEÑA PUERTO ESCONDIDO,Capitacion,20912064,
23574,CORDOBA,PUERTO ESCONDIDO,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1059458,
23574,CORDOBA,PUERTO ESCONDIDO,EPSS37,Nueva Eps,812001846,E.S.E CAMU CORNELIO VALDELAMAR PEÑA PUERTO ESCONDIDO,Capitacion,2055044,
23574,CORDOBA,PUERTO ESCONDIDO,EPSS41,Nueva Eps,812001846,E.S.E CAMU CORNELIO VALDELAMAR PEÑA PUERTO ESCONDIDO,Capitacion,34858938,
23574,CORDOBA,PUERTO ESCONDIDO,ESS024,Coosalud,812001846,E.S.E CAMU CORNELIO VALDELAMAR PEÑA PUERTO ESCONDIDO,Capitacion,147039662,
23574,CORDOBA,PUERTO ESCONDIDO,ESS207,Mutual Ser,812001846,E.S.E CAMU CORNELIO VALDELAMAR PEÑA PUERTO ESCONDIDO,Capitacion,231271471,
23580,CORDOBA,PUERTO LIBERTADOR,CCF033,Familiar de Colombia,900610800,IPS PREVENSALUD DE LA COSTA S.A.S.,Capitacion,1630000,
23580,CORDOBA,PUERTO LIBERTADOR,CCF055,Cajacopi,812003382,ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO,Capitacion,29559776,
23580,CORDOBA,PUERTO LIBERTADOR,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1462641,
23580,CORDOBA,PUERTO LIBERTADOR,EPSS37,Nueva Eps,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,230319,
23580,CORDOBA,PUERTO LIBERTADOR,EPSS37,Nueva Eps,812003382,ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO,Capitacion,11514720,
23580,CORDOBA,PUERTO LIBERTADOR,EPSS37,Nueva Eps,900202883,CLINICA BIJAO IPS LTDA,Capitacion,16988488,
23580,CORDOBA,PUERTO LIBERTADOR,EPSS41,Nueva Eps,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,6295386,
23580,CORDOBA,PUERTO LIBERTADOR,EPSS41,Nueva Eps,812003382,ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO,Capitacion,334577712,
23580,CORDOBA,PUERTO LIBERTADOR,EPSS41,Nueva Eps,901119117,MEDISALUD MONTERIA SAS,Capitacion,41375698,
23580,CORDOBA,PUERTO LIBERTADOR,ESS024,Coosalud,812003382,ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO,Capitacion,168913725,
23580,CORDOBA,PUERTO LIBERTADOR,ESS207,Mutual Ser,812003382,ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO,Capitacion,87391093,
23586,CORDOBA,PURISIMA,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,625865,
23586,CORDOBA,PURISIMA,ESS207,Mutual Ser,812001792,E.S.E CAMU DE PURISIMA,Capitacion,156869035,
23660,CORDOBA,SAHAGUN,CCF055,Cajacopi,812001579,ESE CAMU SAN RAFAEL,Capitacion,272465721,
23660,CORDOBA,SAHAGUN,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,18373755,
23660,CORDOBA,SAHAGUN,EPSS37,Nueva Eps,812005369,E.A.T. CENTRO MEDICO SANTA MARIA I.P.S.,Capitacion,35083008,
23660,CORDOBA,SAHAGUN,EPSS41,Nueva Eps,812001579,ESE CAMU SAN RAFAEL,Capitacion,760721766,
23660,CORDOBA,SAHAGUN,ESS024,Coosalud,812001579,ESE CAMU SAN RAFAEL,Capitacion,59925468,
23660,CORDOBA,SAHAGUN,ESS207,Mutual Ser,812001579,ESE CAMU SAN RAFAEL,Capitacion,452244107,
23660,CORDOBA,SAHAGUN,ESS207,Mutual Ser,812003001,CURAR I.P.S. S.A.S,Capitacion,21564298,
23670,CORDOBA,SAN ANDRES DE SOTAVENTO,CCF055,Cajacopi,812001332,ESE SAN ANDRES APOSTOL,Capitacion,137769413,
23670,CORDOBA,SAN ANDRES DE SOTAVENTO,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,7492725,
23670,CORDOBA,SAN ANDRES DE SOTAVENTO,ESS207,Mutual Ser,812001332,ESE SAN ANDRES APOSTOL,Capitacion,573609594,
23672,CORDOBA,SAN ANTERO,CCF055,Cajacopi,812002993,E.S.E CAMU IRIS LÓPEZ DURAN,Capitacion,30300347,
23672,CORDOBA,SAN ANTERO,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1768707,
23672,CORDOBA,SAN ANTERO,EPSS37,Nueva Eps,812004874,TODO SALUD I.P.S. LTDA,Capitacion,6039863,
23672,CORDOBA,SAN ANTERO,EPSS41,Nueva Eps,812002993,E.S.E CAMU IRIS LÓPEZ DURAN,Capitacion,166931967,
23672,CORDOBA,SAN ANTERO,ESS207,Mutual Ser,812002993,E.S.E CAMU IRIS LÓPEZ DURAN,Capitacion,339201340,
23672,CORDOBA,SAN ANTERO,ESS207,Mutual Ser,812004874,TODO SALUD I.P.S. LTDA,Capitacion,5878953,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,CCF055,Cajacopi,891000499,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,Capitacion,23352510,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1214453,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,EPSS37,Nueva Eps,900308086,SOLOSALUD IPS SAN BERNARDO S.A.S,Capitacion,4781028,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,EPSS41,Nueva Eps,891000499,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,Capitacion,38421848,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,ESS024,Coosalud,891000499,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,Capitacion,29151717,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,ESS207,Mutual Ser,891000499,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,Capitacion,561797435,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,ESS207,Mutual Ser,900422757,IPS FUNDACION SERSOCIAL SEDE CARTAGENA,Capitacion,58860044,
23678,CORDOBA,SAN CARLOS,CCF055,Cajacopi,891080015,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,Capitacion,34838600,
23678,CORDOBA,SAN CARLOS,CCF055,Cajacopi,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,2506404,
23678,CORDOBA,SAN CARLOS,EPSS37,Nueva Eps,891080015,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,Capitacion,7268496,
