DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,FORMA DE CONTRATACIÓN,TOTAL GIRO OCTUBRE 2023,OBSERVACIÓN
23090,CORDOBA,CANALETE,EPSS41,NUEVA EPS,812001868,E.S.E. HOSPITAL SAN JOSÉ DE CANALETE,Capitacion,41337450,
23090,CORDOBA,CANALETE,ESS024,COOSALUD,812001868,E.S.E. HOSPITAL SAN JOSÉ DE CANALETE,Capitacion,78779616,
23090,CORDOBA,CANALETE,ESS207,MUTUAL SER,812001868,E.S.E. HOSPITAL SAN JOSÉ DE CANALETE,Capitacion,192266151,
23162,CORDOBA,CERETE,CCF055,CAJACOPI,800234339,LABORATORIO CLINICO PROCESAR IPS SAS,Capitacion,3319311,
23162,CORDOBA,CERETE,CCF055,CAJACOPI,812002836,ESE CAMU DEL PRADO,Capitacion,98574288,
23162,CORDOBA,CERETE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,6725719,
23162,CORDOBA,CERETE,EPSS37,NUEVA EPS,812002836,ESE CAMU DEL PRADO,Capitacion,24325434,
23162,CORDOBA,CERETE,EPSS37,NUEVA EPS,812004646,DAMOSALUD LTDA,Capitacion,11971680,
23162,CORDOBA,CERETE,EPSS41,NUEVA EPS,812002836,ESE CAMU DEL PRADO,Capitacion,483900690,
23162,CORDOBA,CERETE,ESS024,COOSALUD,812002836,ESE CAMU DEL PRADO,Capitacion,24756535,
23162,CORDOBA,CERETE,ESS207,MUTUAL SER,812002836,ESE CAMU DEL PRADO,Capitacion,1016124580,
23162,CORDOBA,CERETE,ESS207,MUTUAL SER,891080015,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,Capitacion,25569043,
23162,CORDOBA,CERETE,ESS207,MUTUAL SER,900195553,CENTRO DE TERAPIA CERETE S.A.S.,Capitacion,25661108,
23168,CORDOBA,CHIMA,CCF055,CAJACOPI,812001424,EMPRESA SOCIAL DEL ESTADO CAMU DE CHIMA,Capitacion,15137028,
23168,CORDOBA,CHIMA,CCF055,CAJACOPI,900205591,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,Capitacion,4677228,
23168,CORDOBA,CHIMA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,2107105,
23168,CORDOBA,CHIMA,EPSS37,NUEVA EPS,812001424,EMPRESA SOCIAL DEL ESTADO CAMU DE CHIMA,Capitacion,1738711,
23168,CORDOBA,CHIMA,EPSS41,NUEVA EPS,812001424,EMPRESA SOCIAL DEL ESTADO CAMU DE CHIMA,Capitacion,5081547,
23168,CORDOBA,CHIMA,ESS024,COOSALUD,812001424,EMPRESA SOCIAL DEL ESTADO CAMU DE CHIMA,Capitacion,5049500,
23168,CORDOBA,CHIMA,ESS207,MUTUAL SER,812001424,EMPRESA SOCIAL DEL ESTADO CAMU DE CHIMA,Capitacion,11360459,
23168,CORDOBA,CHIMA,ESS207,MUTUAL SER,900205591,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,Capitacion,11635994,
23182,CORDOBA,CHINU,CCF055,CAJACOPI,800193912,ESE HOSPITAL SAN RAFAEL DE CHINU,Capitacion,100212660,
23182,CORDOBA,CHINU,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,6017011,
23182,CORDOBA,CHINU,EPSS37,NUEVA EPS,800193912,ESE HOSPITAL SAN RAFAEL DE CHINU,Capitacion,19446500,
23182,CORDOBA,CHINU,EPSS41,NUEVA EPS,800193912,ESE HOSPITAL SAN RAFAEL DE CHINU,Capitacion,35930843,
23182,CORDOBA,CHINU,ESS207,MUTUAL SER,800193912,ESE HOSPITAL SAN RAFAEL DE CHINU,Capitacion,675554101,
23189,CORDOBA,CIENAGA DE ORO,CCF055,CAJACOPI,800201197,E.S.E. HOSPITAL SAN FRANCISCO,Capitacion,186805439,
23189,CORDOBA,CIENAGA DE ORO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,8459451,
23189,CORDOBA,CIENAGA DE ORO,EPSS41,NUEVA EPS,800201197,E.S.E. HOSPITAL SAN FRANCISCO,Capitacion,244869000,
23189,CORDOBA,CIENAGA DE ORO,ESS024,COOSALUD,800201197,E.S.E. HOSPITAL SAN FRANCISCO,Capitacion,103625700,
23189,CORDOBA,CIENAGA DE ORO,ESS207,MUTUAL SER,800201197,E.S.E. HOSPITAL SAN FRANCISCO,Capitacion,592750342,
23189,CORDOBA,CIENAGA DE ORO,ESS207,MUTUAL SER,812003214,OROSALUD I. P. S LTDA,Capitacion,10575760,
23189,CORDOBA,CIENAGA DE ORO,ESS207,MUTUAL SER,900798710,CENTRO DE REHABILITACIÓN FUNCIONAL (CRF) S.A.S,Capitacion,26797817,
23300,CORDOBA,COTORRA,CCF055,CAJACOPI,812003726,E.S.E. CENTRO DE SALUD DE COTORRA,Capitacion,6101927,
23300,CORDOBA,COTORRA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,459459,
23300,CORDOBA,COTORRA,ESS024,COOSALUD,812003726,E.S.E. CENTRO DE SALUD DE COTORRA,Capitacion,2436393,
23300,CORDOBA,COTORRA,ESS207,MUTUAL SER,812003726,E.S.E. CENTRO DE SALUD DE COTORRA,Capitacion,354450782,
23350,CORDOBA,LA APARTADA,CCF055,CAJACOPI,812002496,E.S.E. C.A.M.U. LA APARTADA,Capitacion,16006596,
23350,CORDOBA,LA APARTADA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,911911,
23350,CORDOBA,LA APARTADA,ESS024,COOSALUD,812002496,E.S.E. C.A.M.U. LA APARTADA,Capitacion,77847280,
23350,CORDOBA,LA APARTADA,ESS207,MUTUAL SER,812002496,E.S.E. C.A.M.U. LA APARTADA,Capitacion,41185222,
23417,CORDOBA,LORICA,CCF055,CAJACOPI,812001423,ESE CAMU SANTA TERESITA,Capitacion,148482181,
23417,CORDOBA,LORICA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,8372364,
23417,CORDOBA,LORICA,EPSS37,NUEVA EPS,812001423,ESE CAMU SANTA TERESITA,Capitacion,36011712,
23417,CORDOBA,LORICA,EPSS37,NUEVA EPS,900240626,GRUPO SALUD CORDOBA SAS,Capitacion,15156582,
23417,CORDOBA,LORICA,EPSS41,NUEVA EPS,812001423,ESE CAMU SANTA TERESITA,Capitacion,607413296,
23417,CORDOBA,LORICA,ESS024,COOSALUD,812001423,ESE CAMU SANTA TERESITA,Capitacion,54831130,
23417,CORDOBA,LORICA,ESS207,MUTUAL SER,812001423,ESE CAMU SANTA TERESITA,Capitacion,1244704978,
23417,CORDOBA,LORICA,ESS207,MUTUAL SER,812004596,IMÁGENES DIAGNOSTICAS DE LORICA E-U,Capitacion,21627761,
23419,CORDOBA,LOS CORDOBAS,CCF055,CAJACOPI,812003996,E.S.E. CAMU LOS CORDOBAS,Capitacion,124448880,
23419,CORDOBA,LOS CORDOBAS,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,7238231,
23419,CORDOBA,LOS CORDOBAS,EPSS37,NUEVA EPS,812003996,E.S.E. CAMU LOS CORDOBAS,Capitacion,4591048,
23419,CORDOBA,LOS CORDOBAS,EPSS41,NUEVA EPS,812003996,E.S.E. CAMU LOS CORDOBAS,Capitacion,60995352,
23419,CORDOBA,LOS CORDOBAS,ESS024,COOSALUD,812003996,E.S.E. CAMU LOS CORDOBAS,Capitacion,97253200,
23464,CORDOBA,MOMIL,CCF055,CAJACOPI,812003817,ESE CAMU DE MOMIL,Capitacion,9886902,
23464,CORDOBA,MOMIL,CCF055,CAJACOPI,900205591,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,Capitacion,6869923,
23464,CORDOBA,MOMIL,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,976976,
23464,CORDOBA,MOMIL,EPSS37,NUEVA EPS,812003817,ESE CAMU DE MOMIL,Capitacion,5149347,
23464,CORDOBA,MOMIL,EPSS41,NUEVA EPS,812003817,ESE CAMU DE MOMIL,Capitacion,75223607,
23464,CORDOBA,MOMIL,ESS207,MUTUAL SER,812003817,ESE CAMU DE MOMIL,Capitacion,86589385,
23464,CORDOBA,MOMIL,ESS207,MUTUAL SER,900205591,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,Capitacion,30449842,
23466,CORDOBA,MONTELIBANO,CCF055,CAJACOPI,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,163927442,
23466,CORDOBA,MONTELIBANO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,11041030,
23466,CORDOBA,MONTELIBANO,CCF055,CAJACOPI,900784418,FISIOMED INTEGRAL S.A.S,Capitacion,6490300,
23466,CORDOBA,MONTELIBANO,CCF055,CAJACOPI,901188217,MAS SALUD IPS SAS,Capitacion,16220142,
23466,CORDOBA,MONTELIBANO,EPSS41,NUEVA EPS,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,444947929,
23466,CORDOBA,MONTELIBANO,ESS024,COOSALUD,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,240868012,
23466,CORDOBA,MONTELIBANO,ESS207,MUTUAL SER,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,123872448,
23500,CORDOBA,MONITOS,EPSS41,NUEVA EPS,812003455,EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,Capitacion,32511432,
23500,CORDOBA,MONITOS,ESS024,COOSALUD,812003455,EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,Capitacion,219154320,
23500,CORDOBA,MONITOS,ESS207,MUTUAL SER,812003455,EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,Capitacion,145539480,
23555,CORDOBA,PLANETA RICA,CCF055,CAJACOPI,891000736,E.S.E. HOSPITAL SAN NICOLAS,Capitacion,50665498,
23555,CORDOBA,PLANETA RICA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,2940938,
23555,CORDOBA,PLANETA RICA,EPSS41,NUEVA EPS,891000736,E.S.E. HOSPITAL SAN NICOLAS,Capitacion,17223171,
23555,CORDOBA,PLANETA RICA,ESS024,COOSALUD,891000736,E.S.E. HOSPITAL SAN NICOLAS,Capitacion,288145920,
23555,CORDOBA,PLANETA RICA,ESS207,MUTUAL SER,891000736,E.S.E. HOSPITAL SAN NICOLAS,Capitacion,541645909,
23570,CORDOBA,PUEBLO NUEVO,CCF055,CAJACOPI,812001520,E.S.E. CAMU DE PUEBLO NUEVO,Capitacion,38579220,
23570,CORDOBA,PUEBLO NUEVO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,2276274,
23570,CORDOBA,PUEBLO NUEVO,EPSS37,NUEVA EPS,812006637,I.P.S. UNIDAD MEDICA REGIONAL LIMITADA,Capitacion,5671113,
23570,CORDOBA,PUEBLO NUEVO,ESS207,MUTUAL SER,812001520,E.S.E. CAMU DE PUEBLO NUEVO,Capitacion,392532782,
23570,CORDOBA,PUEBLO NUEVO,ESS207,MUTUAL SER,900921009,SANA IPS S.A.S.,Capitacion,41602330,
23574,CORDOBA,PUERTO ESCONDIDO,CCF055,CAJACOPI,812001846,E.S.E CAMU CORNELIO VALDELAMAR PEÑA PUERTO ESCONDIDO,Capitacion,21338878,
23574,CORDOBA,PUERTO ESCONDIDO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1081080,
23574,CORDOBA,PUERTO ESCONDIDO,EPSS37,NUEVA EPS,812001846,E.S.E CAMU CORNELIO VALDELAMAR PEÑA PUERTO ESCONDIDO,Capitacion,5513333,
23574,CORDOBA,PUERTO ESCONDIDO,EPSS41,NUEVA EPS,812001846,E.S.E CAMU CORNELIO VALDELAMAR PEÑA PUERTO ESCONDIDO,Capitacion,30406809,
23574,CORDOBA,PUERTO ESCONDIDO,ESS024,COOSALUD,812001846,E.S.E CAMU CORNELIO VALDELAMAR PEÑA PUERTO ESCONDIDO,Capitacion,147039662,
23574,CORDOBA,PUERTO ESCONDIDO,ESS207,MUTUAL SER,812001846,E.S.E CAMU CORNELIO VALDELAMAR PEÑA PUERTO ESCONDIDO,Capitacion,230322439,
23580,CORDOBA,PUERTO LIBERTADOR,CCF055,CAJACOPI,812003382,ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO,Capitacion,30747552,
23580,CORDOBA,PUERTO LIBERTADOR,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1492491,
23580,CORDOBA,PUERTO LIBERTADOR,EPSS37,NUEVA EPS,900202883,CLINICA BIJAO IPS LTDA,Capitacion,16896159,
23580,CORDOBA,PUERTO LIBERTADOR,EPSS41,NUEVA EPS,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,6174810,
23580,CORDOBA,PUERTO LIBERTADOR,EPSS41,NUEVA EPS,812003382,ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO,Capitacion,204544768,
23580,CORDOBA,PUERTO LIBERTADOR,EPSS41,NUEVA EPS,901119117,MEDISALUD MONTERIA SAS,Capitacion,40143230,
23580,CORDOBA,PUERTO LIBERTADOR,ESS024,COOSALUD,812003382,ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO,Capitacion,168913725,
23580,CORDOBA,PUERTO LIBERTADOR,ESS207,MUTUAL SER,812003382,ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO,Capitacion,86968945,
23586,CORDOBA,PURISIMA,CCF055,CAJACOPI,812001792,E.S.E CAMU DE PURISIMA,Capitacion,12001956,
23586,CORDOBA,PURISIMA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,638638,
23586,CORDOBA,PURISIMA,ESS207,MUTUAL SER,812001792,E.S.E CAMU DE PURISIMA,Capitacion,156366603,
23660,CORDOBA,SAHAGUN,CCF055,CAJACOPI,812001579,ESE CAMU SAN RAFAEL,Capitacion,290792141,
23660,CORDOBA,SAHAGUN,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,18748730,
23660,CORDOBA,SAHAGUN,EPSS37,NUEVA EPS,812001579,ESE CAMU SAN RAFAEL,Capitacion,35402759,
23660,CORDOBA,SAHAGUN,EPSS37,NUEVA EPS,812005369,E.A.T. CENTRO MEDICO SANTA MARIA I.P.S.,Capitacion,34853257,
23660,CORDOBA,SAHAGUN,EPSS41,NUEVA EPS,812001579,ESE CAMU SAN RAFAEL,Capitacion,724668798,
23660,CORDOBA,SAHAGUN,ESS024,COOSALUD,812001579,ESE CAMU SAN RAFAEL,Capitacion,59925468,
23660,CORDOBA,SAHAGUN,ESS207,MUTUAL SER,812001579,ESE CAMU SAN RAFAEL,Capitacion,447545930,
23660,CORDOBA,SAHAGUN,ESS207,MUTUAL SER,812003001,CURAR I.P.S. S.A.S,Capitacion,21346065,
23670,CORDOBA,SAN ANDRES DE SOTAVENTO,CCF055,CAJACOPI,812001332,ESE SAN ANDRES APOSTOL,Capitacion,143503862,
23670,CORDOBA,SAN ANDRES DE SOTAVENTO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,7645638,
23670,CORDOBA,SAN ANDRES DE SOTAVENTO,ESS207,MUTUAL SER,812001332,ESE SAN ANDRES APOSTOL,Capitacion,575120783,
23672,CORDOBA,SAN ANTERO,CCF055,CAJACOPI,812002993,E.S.E CAMU IRIS LÓPEZ DURAN,Capitacion,34422651,
23672,CORDOBA,SAN ANTERO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1804803,
23672,CORDOBA,SAN ANTERO,EPSS37,NUEVA EPS,812002993,E.S.E CAMU IRIS LÓPEZ DURAN,Capitacion,14416184,
23672,CORDOBA,SAN ANTERO,EPSS37,NUEVA EPS,812004874,TODO SALUD I.P.S. LTDA,Capitacion,5268960,
23672,CORDOBA,SAN ANTERO,EPSS41,NUEVA EPS,812002993,E.S.E CAMU IRIS LÓPEZ DURAN,Capitacion,135524432,
23672,CORDOBA,SAN ANTERO,ESS207,MUTUAL SER,812002993,E.S.E CAMU IRIS LÓPEZ DURAN,Capitacion,340929020,
23672,CORDOBA,SAN ANTERO,ESS207,MUTUAL SER,812004874,TODO SALUD I.P.S. LTDA,Capitacion,5908896,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,CCF055,CAJACOPI,891000499,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,Capitacion,25793550,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,1239238,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,EPSS37,NUEVA EPS,891000499,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,Capitacion,13667724,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,EPSS37,NUEVA EPS,900308086,SOLOSALUD IPS SAN BERNARDO S.A.S,Capitacion,4475856,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,EPSS41,NUEVA EPS,891000499,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,Capitacion,23310668,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,ESS024,COOSALUD,891000499,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,Capitacion,29151717,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,ESS207,MUTUAL SER,891000499,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,Capitacion,563378460,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,ESS207,MUTUAL SER,900422757,IPS FUNDACION SERSOCIAL SEDE CARTAGENA,Capitacion,59450078,
23678,CORDOBA,SAN CARLOS,CCF055,CAJACOPI,891080015,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,Capitacion,36085531,
23678,CORDOBA,SAN CARLOS,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,2557555,
23678,CORDOBA,SAN CARLOS,EPSS37,NUEVA EPS,891080015,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,Capitacion,7781304,
23678,CORDOBA,SAN CARLOS,EPSS41,NUEVA EPS,891080015,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,Capitacion,262513104,
23678,CORDOBA,SAN CARLOS,ESS207,MUTUAL SER,891080015,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,Capitacion,32531747,
23682,CORDOBA,SAN JOSE DE URE,CCF055,CAJACOPI,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,9186829,
23682,CORDOBA,SAN JOSE DE URE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,372372,
23682,CORDOBA,SAN JOSE DE URE,EPSS37,NUEVA EPS,900202883,CLINICA BIJAO IPS LTDA,Capitacion,8135559,
23682,CORDOBA,SAN JOSE DE URE,EPSS41,NUEVA EPS,900202883,CLINICA BIJAO IPS LTDA,Capitacion,24774745,
23682,CORDOBA,SAN JOSE DE URE,ESS207,MUTUAL SER,812000344,E.S.E. HOSPITAL MONTELIBANO,Capitacion,81615415,
23686,CORDOBA,SAN PELAYO,CCF055,CAJACOPI,812001550,ESE CAMU DE SAN PELAYO,Capitacion,130872464,
23686,CORDOBA,SAN PELAYO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,6750744,
23686,CORDOBA,SAN PELAYO,CCF055,CAJACOPI,900784418,FISIOMED INTEGRAL S.A.S,Capitacion,40654320,
23686,CORDOBA,SAN PELAYO,EPSS37,NUEVA EPS,812004251,E.A.T. VIVIR CON SALUD IPS,Capitacion,7465150,
23686,CORDOBA,SAN PELAYO,EPSS41,NUEVA EPS,812001550,ESE CAMU DE SAN PELAYO,Capitacion,200739452,
23686,CORDOBA,SAN PELAYO,ESS207,MUTUAL SER,812001550,ESE CAMU DE SAN PELAYO,Capitacion,429439474,
23807,CORDOBA,TIERRALTA,CCF055,CAJACOPI,812000317,ESE HOSPITAL SAN JOSE DE TIERRALTA,Capitacion,326415536,
23807,CORDOBA,TIERRALTA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,15448433,
23807,CORDOBA,TIERRALTA,EPSS37,NUEVA EPS,812000317,ESE HOSPITAL SAN JOSE DE TIERRALTA,Capitacion,21915640,
23807,CORDOBA,TIERRALTA,EPSS37,NUEVA EPS,812004371,FUNDACION SOLIDARIA FUNDASOLIDARIA I.P.S.,Capitacion,1019572,
23807,CORDOBA,TIERRALTA,EPSS41,NUEVA EPS,812000317,ESE HOSPITAL SAN JOSE DE TIERRALTA,Capitacion,706849064,
23807,CORDOBA,TIERRALTA,EPSS41,NUEVA EPS,812004371,FUNDACION SOLIDARIA FUNDASOLIDARIA I.P.S.,Capitacion,41458002,
23807,CORDOBA,TIERRALTA,EPSS41,NUEVA EPS,812006934,SALUD TIERRALTA IPS SAS,Capitacion,88577744,
23807,CORDOBA,TIERRALTA,ESS024,COOSALUD,812000317,ESE HOSPITAL SAN JOSE DE TIERRALTA,Capitacion,131782848,
23807,CORDOBA,TIERRALTA,ESS207,MUTUAL SER,812000317,ESE HOSPITAL SAN JOSE DE TIERRALTA,Capitacion,492917789,
23807,CORDOBA,TIERRALTA,ESS207,MUTUAL SER,900632220,FUNDACION SALUD INTEGRAL DE COLOMBIA IPS,Capitacion,49672243,
23815,CORDOBA,TUCHIN,CCF055,CAJACOPI,900205591,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,Capitacion,100670357,
23815,CORDOBA,TUCHIN,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,6317311,
23815,CORDOBA,TUCHIN,ESS207,MUTUAL SER,900197010,INSTITUCION PRESTADORA DE SERVICIOS CLINIMAS LTDA,Capitacion,105447667,
23815,CORDOBA,TUCHIN,ESS207,MUTUAL SER,900205591,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,Capitacion,283773822,
23855,CORDOBA,VALENCIA,CCF055,CAJACOPI,812000300,ESE HOSPITAL SAGRADO CORAZON DE JESUS,Capitacion,150115357,
23855,CORDOBA,VALENCIA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,Capitacion,6984978,
23855,CORDOBA,VALENCIA,EPSS37,NUEVA EPS,812000300,ESE HOSPITAL SAGRADO CORAZON DE JESUS,Capitacion,19285262,
23855,CORDOBA,VALENCIA,EPSS37,NUEVA EPS,900518561,SOLUCIONES EN SALUD IPS,Capitacion,12356232,
23855,CORDOBA,VALENCIA,EPSS41,NUEVA EPS,812000300,ESE HOSPITAL SAGRADO CORAZON DE JESUS,Capitacion,375790549,
23855,CORDOBA,VALENCIA,ESS024,COOSALUD,812000300,ESE HOSPITAL SAGRADO CORAZON DE JESUS,Capitacion,37920480,
23855,CORDOBA,VALENCIA,ESS207,MUTUAL SER,812000300,ESE HOSPITAL SAGRADO CORAZON DE JESUS,Capitacion,56073951,
25019,CUNDINAMARCA,ALBAN,EPSS37,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,Capitacion,2946450,
25019,CUNDINAMARCA,ALBAN,EPSS41,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,Capitacion,16991195,
25035,CUNDINAMARCA,ANAPOIMA,EPSS37,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,Capitacion,5563656,
25035,CUNDINAMARCA,ANAPOIMA,EPSS41,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,Capitacion,32987296,
25053,CUNDINAMARCA,ARBELAEZ,EPSS37,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,Capitacion,2212068,
25053,CUNDINAMARCA,ARBELAEZ,EPSS41,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,Capitacion,39996792,
25099,CUNDINAMARCA,BOJACA,EPSS41,NUEVA EPS,860009555,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,Capitacion,7914884,
25120,CUNDINAMARCA,CABRERA,EPSS37,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,Capitacion,146912,
25120,CUNDINAMARCA,CABRERA,EPSS41,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,Capitacion,1505848,
25123,CUNDINAMARCA,CACHIPAY,EPSS37,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,Capitacion,7388396,
25123,CUNDINAMARCA,CACHIPAY,EPSS41,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,Capitacion,38968608,
25126,CUNDINAMARCA,CAJICA,EPSS37,NUEVA EPS,832002436,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,Capitacion,7338672,
25126,CUNDINAMARCA,CAJICA,EPSS41,NUEVA EPS,832002436,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,Capitacion,12399246,
25148,CUNDINAMARCA,CAPARRAPI,EPSS37,NUEVA EPS,860020283,E.S.E. HOSPITAL SAN JOSE DE GUADUAS,Capitacion,2157184,
25148,CUNDINAMARCA,CAPARRAPI,EPSS41,NUEVA EPS,860020283,E.S.E. HOSPITAL SAN JOSE DE GUADUAS,Capitacion,33958795,
25154,CUNDINAMARCA,CARMEN DE CARUPA,EPSS41,NUEVA EPS,899999161,ESE HOSPITAL HABACUC CALDERON DE CARMEN DE CARUPA,Capitacion,31472000,
25168,CUNDINAMARCA,CHAGUANI,EPSS37,NUEVA EPS,860020283,E.S.E. HOSPITAL SAN JOSE DE GUADUAS,Capitacion,84265,
25168,CUNDINAMARCA,CHAGUANI,EPSS41,NUEVA EPS,860020283,E.S.E. HOSPITAL SAN JOSE DE GUADUAS,Capitacion,1095445,
25175,CUNDINAMARCA,CHIA,EPSS10,SURAMERICANA,800200789,CLINICA CHIA S.A.S.,Capitacion,30720405,
25175,CUNDINAMARCA,CHIA,EPSS37,NUEVA EPS,899999156,E.S.E. HOSPITAL SAN ANTONIO CHIA,Capitacion,4072743,
25175,CUNDINAMARCA,CHIA,EPSS41,NUEVA EPS,899999156,E.S.E. HOSPITAL SAN ANTONIO CHIA,Capitacion,57818073,
25181,CUNDINAMARCA,CHOACHI,EPSS37,NUEVA EPS,800174375,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,Capitacion,1221000,
25181,CUNDINAMARCA,CHOACHI,EPSS41,NUEVA EPS,800174375,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,Capitacion,28792500,
