DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,"TOTAL GIRO ($)MARZO 2023",OBSERVACIÓN
23580,CORDOBA,PUERTO LIBERTADOR,ESS207,MUTUAL SER,812003382,ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO,81105822,
23586,CORDOBA,PURISIMA,CCF055,CAJACOPI,812001792,E.S.E CAMU DE PURISIMA,10193856,
23586,CORDOBA,PURISIMA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,638638,
23586,CORDOBA,PURISIMA,EPSS37,NUEVA EPS,812001792,E.S.E CAMU DE PURISIMA,4123270,
23586,CORDOBA,PURISIMA,EPSS41,NUEVA EPS,812001792,E.S.E CAMU DE PURISIMA,104486990,
23586,CORDOBA,PURISIMA,ESS207,MUTUAL SER,812001792,E.S.E CAMU DE PURISIMA,132438765,
23660,CORDOBA,SAHAGUN,CCF055,CAJACOPI,812001579,ESE CAMU SAN RAFAEL,282824674,
23660,CORDOBA,SAHAGUN,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,18748730,
23660,CORDOBA,SAHAGUN,EPSS37,NUEVA EPS,812001579,ESE CAMU SAN RAFAEL,29629440,
23660,CORDOBA,SAHAGUN,EPSS37,NUEVA EPS,812005369,E.A.T. CENTRO MEDICO SANTA MARIA I.P.S.,33819377,
23660,CORDOBA,SAHAGUN,EPSS41,NUEVA EPS,812001579,ESE CAMU SAN RAFAEL,550946048,
23660,CORDOBA,SAHAGUN,ESS024,COOSALUD,812001579,ESE CAMU SAN RAFAEL,50367421,
23660,CORDOBA,SAHAGUN,ESS207,MUTUAL SER,812001579,ESE CAMU SAN RAFAEL,404138252,
23660,CORDOBA,SAHAGUN,ESS207,MUTUAL SER,812003001,CURAR I.P.S. S.A.S,16852405,
23670,CORDOBA,SAN ANDRES DE SOTAVENTO,CCF055,CAJACOPI,812001332,ESE SAN ANDRES APOSTOL,122125069,
23670,CORDOBA,SAN ANDRES DE SOTAVENTO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,7645638,
23670,CORDOBA,SAN ANDRES DE SOTAVENTO,ESS207,MUTUAL SER,812001332,ESE SAN ANDRES APOSTOL,542516528,
23672,CORDOBA,SAN ANTERO,CCF055,CAJACOPI,812002993,E.S.E CAMU IRIS LÓPEZ DURAN,30183138,
23672,CORDOBA,SAN ANTERO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1804803,
23672,CORDOBA,SAN ANTERO,EPSS37,NUEVA EPS,812004874,TODO SALUD I.P.S. LTDA,5429519,
23672,CORDOBA,SAN ANTERO,ESS207,MUTUAL SER,812002993,E.S.E CAMU IRIS LÓPEZ DURAN,310015564,
23672,CORDOBA,SAN ANTERO,ESS207,MUTUAL SER,812004874,TODO SALUD I.P.S. LTDA,5377526,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,CCF055,CAJACOPI,891000499,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,24243824,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1239238,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,EPSS37,NUEVA EPS,891000499,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,6727175,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,EPSS37,NUEVA EPS,900308086,SOLOSALUD IPS SAN BERNARDO S.A.S,5505812,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,EPSS41,NUEVA EPS,891000499,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,19113925,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,ESS024,COOSALUD,891000499,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,24845751,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,ESS207,MUTUAL SER,891000499,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,544992275,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,ESS207,MUTUAL SER,900422757,IPS FUNDACION SERSOCIAL SEDE CARTAGENA,52539187,
23678,CORDOBA,SAN CARLOS,CCF055,CAJACOPI,891080015,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,39223768,
23678,CORDOBA,SAN CARLOS,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,2557555,
23678,CORDOBA,SAN CARLOS,EPSS41,NUEVA EPS,891080015,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,228987471,
23678,CORDOBA,SAN CARLOS,ESS207,MUTUAL SER,891080015,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,31889997,
23682,CORDOBA,SAN JOSE DE URE,CCF055,CAJACOPI,812000344,E.S.E. HOSPITAL MONTELIBANO,7045864,
23682,CORDOBA,SAN JOSE DE URE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,372372,
23682,CORDOBA,SAN JOSE DE URE,EPSS37,NUEVA EPS,900202883,CLINICA BIJAO IPS LTDA,19556495,
23682,CORDOBA,SAN JOSE DE URE,EPSS41,NUEVA EPS,900202883,CLINICA BIJAO IPS LTDA,7461313,
23682,CORDOBA,SAN JOSE DE URE,ESS207,MUTUAL SER,812000344,E.S.E. HOSPITAL MONTELIBANO,89149986,
23686,CORDOBA,SAN PELAYO,CCF055,CAJACOPI,812001550,ESE CAMU DE SAN PELAYO,103836927,
23686,CORDOBA,SAN PELAYO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,6750744,
23686,CORDOBA,SAN PELAYO,EPSS37,NUEVA EPS,812001550,ESE CAMU DE SAN PELAYO,8962604,
23686,CORDOBA,SAN PELAYO,EPSS37,NUEVA EPS,812004251,E.A.T. VIVIR CON SALUD IPS,6700750,
23686,CORDOBA,SAN PELAYO,ESS207,MUTUAL SER,812001550,ESE CAMU DE SAN PELAYO,371598354,
23807,CORDOBA,TIERRALTA,CCF033,EPS FAMILIAR DE COLOMBIA,812004371,FUNDACION SOLIDARIA FUNDASOLIDARIA I.P.S.,1979000,
23807,CORDOBA,TIERRALTA,CCF055,CAJACOPI,812000317,ESE HOSPITAL SAN JOSE DE TIERRALTA,237996232,
23807,CORDOBA,TIERRALTA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,15448433,
23807,CORDOBA,TIERRALTA,EPSS41,NUEVA EPS,812004371,FUNDACION SOLIDARIA FUNDASOLIDARIA I.P.S.,34055280,
23807,CORDOBA,TIERRALTA,ESS024,COOSALUD,812000317,ESE HOSPITAL SAN JOSE DE TIERRALTA,112108268,
23807,CORDOBA,TIERRALTA,ESS207,MUTUAL SER,812000317,ESE HOSPITAL SAN JOSE DE TIERRALTA,438659487,
23807,CORDOBA,TIERRALTA,ESS207,MUTUAL SER,900632220,FUNDACION SALUD INTEGRAL DE COLOMBIA IPS,39909897,
23815,CORDOBA,TUCHIN,CCF055,CAJACOPI,900205591,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,90096455,
23815,CORDOBA,TUCHIN,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,6317311,
23815,CORDOBA,TUCHIN,ESS207,MUTUAL SER,900197010,INSTITUCION PRESTADORA DE SERVICIOS CLINIMAS LTDA,82550132,
23815,CORDOBA,TUCHIN,ESS207,MUTUAL SER,900205591,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,276963396,
23855,CORDOBA,VALENCIA,CCF033,EPS FAMILIAR DE COLOMBIA,812000300,ESE HOSPITAL SAGRADO CORAZON DE JESUS,2151000,
23855,CORDOBA,VALENCIA,CCF055,CAJACOPI,812000300,ESE HOSPITAL SAGRADO CORAZON DE JESUS,137045478,
23855,CORDOBA,VALENCIA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,6984978,
23855,CORDOBA,VALENCIA,ESS024,COOSALUD,812000300,ESE HOSPITAL SAGRADO CORAZON DE JESUS,31832630,
23855,CORDOBA,VALENCIA,ESS207,MUTUAL SER,812000300,ESE HOSPITAL SAGRADO CORAZON DE JESUS,41638789,
25019,CUNDINAMARCA,ALBAN,EPSS37,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,12083500,
25019,CUNDINAMARCA,ALBAN,EPSS41,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,3836300,
25035,CUNDINAMARCA,ANAPOIMA,EPSS37,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,12493000,
25035,CUNDINAMARCA,ANAPOIMA,EPSS41,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,20336000,
25040,CUNDINAMARCA,ANOLAIMA,EPSS41,NUEVA EPS,832001465,E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA,29584500,
25053,CUNDINAMARCA,ARBELAEZ,EPSS37,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,1769600,
25053,CUNDINAMARCA,ARBELAEZ,EPSS41,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,20903400,
25099,CUNDINAMARCA,BOJACA,EPSS37,NUEVA EPS,860009555,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,189600,
25099,CUNDINAMARCA,BOJACA,EPSS41,NUEVA EPS,860009555,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,6557000,
25120,CUNDINAMARCA,CABRERA,EPSS37,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,458200,
25120,CUNDINAMARCA,CABRERA,EPSS41,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,1185000,
25123,CUNDINAMARCA,CACHIPAY,EPSS37,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,22537000,
25123,CUNDINAMARCA,CACHIPAY,EPSS41,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,16662500,
25126,CUNDINAMARCA,CAJICA,EPSS37,NUEVA EPS,832002436,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,6650000,
25126,CUNDINAMARCA,CAJICA,EPSS41,NUEVA EPS,832002436,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,21938000,
25148,CUNDINAMARCA,CAPARRAPI,EPSS37,NUEVA EPS,860020283,E.S.E. HOSPITAL SAN JOSE DE GUADUAS,116000,
25148,CUNDINAMARCA,CAPARRAPI,EPSS41,NUEVA EPS,860020283,E.S.E. HOSPITAL SAN JOSE DE GUADUAS,1102000,
25168,CUNDINAMARCA,CHAGUANI,EPSS37,NUEVA EPS,860020283,E.S.E. HOSPITAL SAN JOSE DE GUADUAS,101500,
25168,CUNDINAMARCA,CHAGUANI,EPSS41,NUEVA EPS,860020283,E.S.E. HOSPITAL SAN JOSE DE GUADUAS,478500,
25175,CUNDINAMARCA,CHIA,EPSS10,SURAMERICANA,800200789,CLINICA CHIA S.A.S.,3156443,
25181,CUNDINAMARCA,CHOACHI,EPSS41,NUEVA EPS,800174375,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,17622000,
25183,CUNDINAMARCA,CHOCONTA,EPSS37,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,1320000,
25183,CUNDINAMARCA,CHOCONTA,EPSS41,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,60489000,
25200,CUNDINAMARCA,COGUA,EPSS37,NUEVA EPS,899999032,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,784000,
25200,CUNDINAMARCA,COGUA,EPSS41,NUEVA EPS,899999032,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,17008000,
25224,CUNDINAMARCA,CUCUNUBA,EPSS37,NUEVA EPS,832010240,E.S.E. CENTRO DE SALUD CUCUNUBA,2403000,
25224,CUNDINAMARCA,CUCUNUBA,EPSS41,NUEVA EPS,832010240,E.S.E. CENTRO DE SALUD CUCUNUBA,13311000,
25245,CUNDINAMARCA,EL COLEGIO,EPSS37,NUEVA EPS,860020094,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE EL COLEGIO,27677400,
25245,CUNDINAMARCA,EL COLEGIO,EPSS41,NUEVA EPS,860020094,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE EL COLEGIO,43292800,
25258,CUNDINAMARCA,EL PEÑOL,EPSS41,NUEVA EPS,900129296,EMPRESA SOCIAL DEL ESTADO CAYETANO MARIA DE ROJAS,13439200,
25260,CUNDINAMARCA,EL ROSAL,EPSS37,NUEVA EPS,860009555,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,2875600,
25260,CUNDINAMARCA,EL ROSAL,EPSS41,NUEVA EPS,860009555,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,20429400,
25269,CUNDINAMARCA,FACATATIVA,EPSS37,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,9227400,
25269,CUNDINAMARCA,FACATATIVA,EPSS41,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,56936100,
25279,CUNDINAMARCA,FOMEQUE,EPSS41,NUEVA EPS,800174375,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,21450000,
25286,CUNDINAMARCA,FUNZA,EPSS37,NUEVA EPS,900750333,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,6454800,
25286,CUNDINAMARCA,FUNZA,EPSS41,NUEVA EPS,900750333,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,27465500,
25288,CUNDINAMARCA,FUQUENE,EPSS37,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,261000,
25288,CUNDINAMARCA,FUQUENE,EPSS41,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,21996500,
25290,CUNDINAMARCA,FUSAGASUGA,EPSS37,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,44572432,
25290,CUNDINAMARCA,FUSAGASUGA,EPSS41,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,125095394,
25295,CUNDINAMARCA,GACHANCIPA,EPSS37,NUEVA EPS,899999158,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,4208000,
25295,CUNDINAMARCA,GACHANCIPA,EPSS41,NUEVA EPS,899999158,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,8928000,
25307,CUNDINAMARCA,GIRARDOT,EPSS02,SALUD TOTAL,800003765,VIRREY SOLIS IPS SA,371422208,
25307,CUNDINAMARCA,GIRARDOT,EPSS02,SALUD TOTAL,830027578,TORRES Y JARAMILLO S.A.S,35878102,
25307,CUNDINAMARCA,GIRARDOT,EPSS02,SALUD TOTAL,860024030,EMPRESA SOCIAL DEL ESTADO HOSPITAL DIOGENES TRONCOSO DE PUERTO SALGAR,25530000,
25307,CUNDINAMARCA,GIRARDOT,EPSS02,SALUD TOTAL,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,98956500,
25307,CUNDINAMARCA,GIRARDOT,EPSS02,SALUD TOTAL,890701033,E.S.E. HOSPITAL SAN RAFAEL DE EL ESPINAL EMPRESA SOCIAL DEL ESTADO,44251139,
25317,CUNDINAMARCA,GUACHETA,EPSS37,NUEVA EPS,800204497,ESE HOSPITAL SAN JOSE DE GUACHETA,10038600,
25320,CUNDINAMARCA,GUADUAS,EPSS37,NUEVA EPS,860020283,E.S.E. HOSPITAL SAN JOSE DE GUADUAS,21344000,
25320,CUNDINAMARCA,GUADUAS,EPSS41,NUEVA EPS,860020283,E.S.E. HOSPITAL SAN JOSE DE GUADUAS,51156000,
25328,CUNDINAMARCA,GUAYABAL DE SIQUIMA,EPSS37,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,321100,
25328,CUNDINAMARCA,GUAYABAL DE SIQUIMA,EPSS41,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,794300,
25386,CUNDINAMARCA,LA MESA,EPSS37,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,26892500,
25386,CUNDINAMARCA,LA MESA,EPSS41,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,31480500,
25394,CUNDINAMARCA,LA PALMA,EPSS37,NUEVA EPS,899999165,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,110600,
25394,CUNDINAMARCA,LA PALMA,EPSS41,NUEVA EPS,899999165,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,29277400,
25398,CUNDINAMARCA,LA PEÑA,EPSS37,NUEVA EPS,860015929,E.S.E. HOSPITAL SALAZAR VILLETA,148500,
25398,CUNDINAMARCA,LA PEÑA,EPSS41,NUEVA EPS,860015929,E.S.E. HOSPITAL SALAZAR VILLETA,429000,
25402,CUNDINAMARCA,LA VEGA,EPSS41,NUEVA EPS,900807482,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE LA VEGA,19725000,
25407,CUNDINAMARCA,LENGUAZAQUE,EPSS37,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,464000,
25407,CUNDINAMARCA,LENGUAZAQUE,EPSS41,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,34336000,
25426,CUNDINAMARCA,MACHETA,EPSS37,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,115500,
25426,CUNDINAMARCA,MACHETA,EPSS41,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,5758500,
25426,CUNDINAMARCA,MACHETA,ESS024,COOSALUD,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,54288800,
25430,CUNDINAMARCA,MADRID,EPSS37,NUEVA EPS,860009555,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,2812400,
25430,CUNDINAMARCA,MADRID,EPSS41,NUEVA EPS,860009555,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,37272200,
25436,CUNDINAMARCA,MANTA,EPSS37,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,33000,
25436,CUNDINAMARCA,MANTA,EPSS41,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,561000,
25436,CUNDINAMARCA,MANTA,ESS024,COOSALUD,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,37186150,
25473,CUNDINAMARCA,MOSQUERA,EPSS37,NUEVA EPS,800200789,CLINICA CHIA S.A.S.,5104996,
25473,CUNDINAMARCA,MOSQUERA,EPSS37,NUEVA EPS,832010436,HOSPITAL MARIA AUXILIADORA EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE MOSQUERA,5580000,
25473,CUNDINAMARCA,MOSQUERA,EPSS41,NUEVA EPS,832010436,HOSPITAL MARIA AUXILIADORA EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE MOSQUERA,36135000,
25491,CUNDINAMARCA,NOCAIMA,EPSS41,NUEVA EPS,900807482,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE LA VEGA,16395000,
25506,CUNDINAMARCA,VENECIA,EPSS37,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,663600,
25506,CUNDINAMARCA,VENECIA,EPSS41,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,300200,
25513,CUNDINAMARCA,PACHO,ESS024,COOSALUD,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,116800,
25518,CUNDINAMARCA,PAIME,ESS024,COOSALUD,800099860,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,45333000,
25524,CUNDINAMARCA,PANDI,EPSS37,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,758400,
25524,CUNDINAMARCA,PANDI,EPSS41,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,679400,
25535,CUNDINAMARCA,PASCA,EPSS37,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,202319,
25535,CUNDINAMARCA,PASCA,EPSS41,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,36075034,
25592,CUNDINAMARCA,QUEBRADANEGRA,EPSS37,NUEVA EPS,860015929,E.S.E. HOSPITAL SALAZAR VILLETA,181500,
25592,CUNDINAMARCA,QUEBRADANEGRA,EPSS41,NUEVA EPS,860015929,E.S.E. HOSPITAL SALAZAR VILLETA,1122000,
25596,CUNDINAMARCA,QUIPILE,EPSS41,NUEVA EPS,832001465,E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA,863900,
25612,CUNDINAMARCA,RICAURTE,ESS024,COOSALUD,900058218,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE RICAURTE,14246000,
25649,CUNDINAMARCA,SAN BERNARDO,EPSS37,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,1248200,
25649,CUNDINAMARCA,SAN BERNARDO,EPSS41,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,41917400,
25653,CUNDINAMARCA,SAN CAYETANO,EPSS37,NUEVA EPS,899999032,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,96000,
25653,CUNDINAMARCA,SAN CAYETANO,EPSS41,NUEVA EPS,899999032,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,352000,
25658,CUNDINAMARCA,SAN FRANCISCO,EPSS37,NUEVA EPS,900283194,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN FRANCISCO DE SALES,9591010,
25658,CUNDINAMARCA,SAN FRANCISCO,EPSS41,NUEVA EPS,900283194,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN FRANCISCO DE SALES,10270260,
25718,CUNDINAMARCA,SASAIMA,EPSS41,NUEVA EPS,832000029,E.S.E. HOSPITAL HILARIO LUGO DE SASAIMA,27204700,
25736,CUNDINAMARCA,SESQUILE,EPSS37,NUEVA EPS,899999158,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,5008000,
25736,CUNDINAMARCA,SESQUILE,EPSS41,NUEVA EPS,899999158,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,15248000,
25740,CUNDINAMARCA,SIBATE,EPSS37,NUEVA EPS,800006850,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD SOACHA,496000,
25740,CUNDINAMARCA,SIBATE,EPSS41,NUEVA EPS,800006850,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD SOACHA,29056000,
25743,CUNDINAMARCA,SILVANIA,EPSS37,NUEVA EPS,808003500,HOSPITAL ISMAEL SILVA E.S.E.,14373348,
25743,CUNDINAMARCA,SILVANIA,EPSS41,NUEVA EPS,808003500,HOSPITAL ISMAEL SILVA E.S.E.,34471206,
25745,CUNDINAMARCA,SIMIJACA,EPSS37,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,3639500,
25745,CUNDINAMARCA,SIMIJACA,EPSS41,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,25462000,
25754,CUNDINAMARCA,SOACHA,EPSS37,NUEVA EPS,800006850,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD SOACHA,29200000,
25754,CUNDINAMARCA,SOACHA,EPSS41,NUEVA EPS,800006850,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD SOACHA,198960000,
25754,CUNDINAMARCA,SOACHA,ESS024,COOSALUD,832001794,EMPRESA SOCIAL DEL ESTADO E.S.E MUNICIPAL DE SOACHA JULIO CESAR PEÑALOZA,461810030,
25769,CUNDINAMARCA,SUBACHOQUE,EPSS37,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,845000,
25769,CUNDINAMARCA,SUBACHOQUE,EPSS41,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,15007200,
25772,CUNDINAMARCA,SUESCA,EPSS37,NUEVA EPS,800200789,CLINICA CHIA S.A.S.,2381361,
25772,CUNDINAMARCA,SUESCA,EPSS37,NUEVA EPS,832011441,E.S.E. HOSPITAL NUESTRA SEÑORA DEL ROSARIO SUESCA,1456000,
25772,CUNDINAMARCA,SUESCA,EPSS41,NUEVA EPS,832011441,E.S.E. HOSPITAL NUESTRA SEÑORA DEL ROSARIO SUESCA,20192000,
25779,CUNDINAMARCA,SUSA,EPSS37,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,4814000,
25779,CUNDINAMARCA,SUSA,EPSS41,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,22127000,
25781,CUNDINAMARCA,SUTATAUSA,EPSS37,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,551000,
25781,CUNDINAMARCA,SUTATAUSA,EPSS41,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,9033500,
25785,CUNDINAMARCA,TABIO,EPSS37,NUEVA EPS,899999164,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE TABIO,4836000,
25785,CUNDINAMARCA,TABIO,EPSS41,NUEVA EPS,899999164,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE TABIO,11547500,
25797,CUNDINAMARCA,TENA,EPSS37,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,2216500,
25797,CUNDINAMARCA,TENA,EPSS41,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,25699000,
25799,CUNDINAMARCA,TENJO,EPSS37,NUEVA EPS,800200789,CLINICA CHIA S.A.S.,1303558,
