DANE,DEPARTAMENTO,MUNICIPIO,COD EPS,NOMBRE EPS,NIT IPS,NOMBRE IPS,TOTAL GIRO ABRIL 2023,OBSERVACIÓN
23419,CORDOBA,LOS CORDOBAS,CCF055,CAJACOPI,812003996,E.S.E. CAMU LOS CORDOBAS,104613909,
23419,CORDOBA,LOS CORDOBAS,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,7093466,
23419,CORDOBA,LOS CORDOBAS,EPSS37,NUEVA EPS,812003996,E.S.E. CAMU LOS CORDOBAS,3930516,
23419,CORDOBA,LOS CORDOBAS,EPSS41,NUEVA EPS,812003996,E.S.E. CAMU LOS CORDOBAS,53003592,
23419,CORDOBA,LOS CORDOBAS,ESS024,COOSALUD,812003996,E.S.E. CAMU LOS CORDOBAS,93674459,
23464,CORDOBA,MOMIL,CCF055,CAJACOPI,812003817,ESE CAMU DE MOMIL,9538015,
23464,CORDOBA,MOMIL,CCF055,CAJACOPI,900205591,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,5284847,
23464,CORDOBA,MOMIL,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,957436,
23464,CORDOBA,MOMIL,EPSS37,NUEVA EPS,812003817,ESE CAMU DE MOMIL,4329220,
23464,CORDOBA,MOMIL,EPSS41,NUEVA EPS,812003817,ESE CAMU DE MOMIL,86361870,
23464,CORDOBA,MOMIL,EPSS41,NUEVA EPS,900205591,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,39004820,
23464,CORDOBA,MOMIL,ESS207,MUTUAL SER,812003817,ESE CAMU DE MOMIL,83664290,
23464,CORDOBA,MOMIL,ESS207,MUTUAL SER,900205591,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,28514186,
23466,CORDOBA,MONTELIBANO,CCF055,CAJACOPI,812000344,E.S.E. HOSPITAL MONTELIBANO,135432715,
23466,CORDOBA,MONTELIBANO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,10820209,
23466,CORDOBA,MONTELIBANO,CCF055,CAJACOPI,901188217,MAS SALUD IPS SAS,15577888,
23466,CORDOBA,MONTELIBANO,EPSS37,NUEVA EPS,812000344,E.S.E. HOSPITAL MONTELIBANO,39487890,
23466,CORDOBA,MONTELIBANO,EPSS41,NUEVA EPS,812000344,E.S.E. HOSPITAL MONTELIBANO,507121875,
23466,CORDOBA,MONTELIBANO,ESS024,COOSALUD,812000344,E.S.E. HOSPITAL MONTELIBANO,238137230,
23466,CORDOBA,MONTELIBANO,ESS207,MUTUAL SER,812000344,E.S.E. HOSPITAL MONTELIBANO,114789915,
23500,CORDOBA,MONITOS,EPSS37,NUEVA EPS,812003455,EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,7097610,
23500,CORDOBA,MONITOS,EPSS37,NUEVA EPS,900308897,I.P.S SOLOSALUD JD S.A.S,3015852,
23500,CORDOBA,MONITOS,EPSS41,NUEVA EPS,812003455,EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,94270820,
23500,CORDOBA,MONITOS,ESS024,COOSALUD,812003455,EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,216541893,
23500,CORDOBA,MONITOS,ESS207,MUTUAL SER,812003455,EMPRESA SOCIAL DEL ESTADO CAMU MOÑITOS,138751816,
23555,CORDOBA,PLANETA RICA,CCF055,CAJACOPI,891000736,E.S.E. HOSPITAL SAN NICOLAS,49804800,
23555,CORDOBA,PLANETA RICA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,2882119,
23555,CORDOBA,PLANETA RICA,EPSS37,NUEVA EPS,891000736,E.S.E. HOSPITAL SAN NICOLAS,24627900,
23555,CORDOBA,PLANETA RICA,EPSS37,NUEVA EPS,900192459,PROMOSALUD IPS T&E S.A.S.,8026200,
23555,CORDOBA,PLANETA RICA,EPSS41,NUEVA EPS,891000736,E.S.E. HOSPITAL SAN NICOLAS,183173628,
23555,CORDOBA,PLANETA RICA,ESS024,COOSALUD,891000736,E.S.E. HOSPITAL SAN NICOLAS,273402125,
23555,CORDOBA,PLANETA RICA,ESS207,MUTUAL SER,891000736,E.S.E. HOSPITAL SAN NICOLAS,553731522,
23570,CORDOBA,PUEBLO NUEVO,CCF055,CAJACOPI,812001520,E.S.E. CAMU DE PUEBLO NUEVO,40345346,
23570,CORDOBA,PUEBLO NUEVO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,2230749,
23570,CORDOBA,PUEBLO NUEVO,EPSS37,NUEVA EPS,812001520,E.S.E. CAMU DE PUEBLO NUEVO,24004496,
23570,CORDOBA,PUEBLO NUEVO,EPSS37,NUEVA EPS,812006637,I.P.S. UNIDAD MEDICA REGIONAL LIMITADA,6446759,
23570,CORDOBA,PUEBLO NUEVO,EPSS41,NUEVA EPS,812001520,E.S.E. CAMU DE PUEBLO NUEVO,39007306,
23570,CORDOBA,PUEBLO NUEVO,ESS207,MUTUAL SER,812001520,E.S.E. CAMU DE PUEBLO NUEVO,383922436,
23570,CORDOBA,PUEBLO NUEVO,ESS207,MUTUAL SER,900921009,SANA IPS S.A.S.,38297318,
23574,CORDOBA,PUERTO ESCONDIDO,CCF055,CAJACOPI,812001846,E.S.E CAMU CORNELIO VALDELAMAR PEÑA PUERTO ESCONDIDO,18625152,
23574,CORDOBA,PUERTO ESCONDIDO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1059458,
23574,CORDOBA,PUERTO ESCONDIDO,EPSS37,NUEVA EPS,812001846,E.S.E CAMU CORNELIO VALDELAMAR PEÑA PUERTO ESCONDIDO,6220707,
23574,CORDOBA,PUERTO ESCONDIDO,EPSS41,NUEVA EPS,812001846,E.S.E CAMU CORNELIO VALDELAMAR PEÑA PUERTO ESCONDIDO,27020528,
23574,CORDOBA,PUERTO ESCONDIDO,ESS024,COOSALUD,812001846,E.S.E CAMU CORNELIO VALDELAMAR PEÑA PUERTO ESCONDIDO,145178968,
23574,CORDOBA,PUERTO ESCONDIDO,ESS207,MUTUAL SER,812001846,E.S.E CAMU CORNELIO VALDELAMAR PEÑA PUERTO ESCONDIDO,212315585,
23580,CORDOBA,PUERTO LIBERTADOR,CCF055,CAJACOPI,812003382,ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO,29231879,
23580,CORDOBA,PUERTO LIBERTADOR,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1462641,
23580,CORDOBA,PUERTO LIBERTADOR,EPSS37,NUEVA EPS,812000344,E.S.E. HOSPITAL MONTELIBANO,159975,
23580,CORDOBA,PUERTO LIBERTADOR,EPSS37,NUEVA EPS,812003382,ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO,8507115,
23580,CORDOBA,PUERTO LIBERTADOR,EPSS37,NUEVA EPS,900202883,CLINICA BIJAO IPS LTDA,12444802,
23580,CORDOBA,PUERTO LIBERTADOR,EPSS41,NUEVA EPS,812000344,E.S.E. HOSPITAL MONTELIBANO,5296185,
23580,CORDOBA,PUERTO LIBERTADOR,EPSS41,NUEVA EPS,901119117,MEDISALUD MONTERIA SAS,34672823,
23580,CORDOBA,PUERTO LIBERTADOR,ESS024,COOSALUD,812003382,ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO,177480712,
23580,CORDOBA,PUERTO LIBERTADOR,ESS207,MUTUAL SER,812003382,ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO,82475598,
23586,CORDOBA,PURISIMA,CCF055,CAJACOPI,812001792,E.S.E CAMU DE PURISIMA,8867979,
23586,CORDOBA,PURISIMA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,625865,
23586,CORDOBA,PURISIMA,EPSS37,NUEVA EPS,812001792,E.S.E CAMU DE PURISIMA,4049310,
23586,CORDOBA,PURISIMA,ESS207,MUTUAL SER,812001792,E.S.E CAMU DE PURISIMA,151783316,
23660,CORDOBA,SAHAGUN,CCF055,CAJACOPI,812001579,ESE CAMU SAN RAFAEL,298376939,
23660,CORDOBA,SAHAGUN,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,18373755,
23660,CORDOBA,SAHAGUN,EPSS37,NUEVA EPS,812001579,ESE CAMU SAN RAFAEL,29571570,
23660,CORDOBA,SAHAGUN,EPSS41,NUEVA EPS,812001579,ESE CAMU SAN RAFAEL,703294110,
23660,CORDOBA,SAHAGUN,ESS024,COOSALUD,812001579,ESE CAMU SAN RAFAEL,60272020,
23660,CORDOBA,SAHAGUN,ESS207,MUTUAL SER,812001579,ESE CAMU SAN RAFAEL,416086033,
23660,CORDOBA,SAHAGUN,ESS207,MUTUAL SER,812003001,CURAR I.P.S. S.A.S,18134333,
23670,CORDOBA,SAN ANDRES DE SOTAVENTO,CCF055,CAJACOPI,812001332,ESE SAN ANDRES APOSTOL,113166758,
23670,CORDOBA,SAN ANDRES DE SOTAVENTO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,7492725,
23670,CORDOBA,SAN ANDRES DE SOTAVENTO,ESS207,MUTUAL SER,812001332,ESE SAN ANDRES APOSTOL,478460754,
23672,CORDOBA,SAN ANTERO,CCF055,CAJACOPI,812002993,E.S.E CAMU IRIS LÓPEZ DURAN,30146597,
23672,CORDOBA,SAN ANTERO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1768707,
23672,CORDOBA,SAN ANTERO,EPSS37,NUEVA EPS,812004874,TODO SALUD I.P.S. LTDA,5607536,
23672,CORDOBA,SAN ANTERO,ESS207,MUTUAL SER,812002993,E.S.E CAMU IRIS LÓPEZ DURAN,338880935,
23672,CORDOBA,SAN ANTERO,ESS207,MUTUAL SER,812004874,TODO SALUD I.P.S. LTDA,5483933,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,CCF055,CAJACOPI,891000499,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,23764013,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,1214453,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,EPSS37,NUEVA EPS,891000499,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,6377885,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,EPSS37,NUEVA EPS,900308086,SOLOSALUD IPS SAN BERNARDO S.A.S,5149778,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,EPSS41,NUEVA EPS,891000499,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,19579645,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,ESS024,COOSALUD,891000499,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,28878633,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,ESS207,MUTUAL SER,891000499,E.S.E HOSPITAL SAN JOSE DE SAN BERNARDO DEL VIENTO,552085333,
23675,CORDOBA,SAN BERNARDO DEL VIENTO,ESS207,MUTUAL SER,900422757,IPS FUNDACION SERSOCIAL SEDE CARTAGENA,53700943,
23678,CORDOBA,SAN CARLOS,CCF055,CAJACOPI,891080015,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,37739408,
23678,CORDOBA,SAN CARLOS,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,2506404,
23678,CORDOBA,SAN CARLOS,EPSS37,NUEVA EPS,891080015,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,6867168,
23678,CORDOBA,SAN CARLOS,ESS207,MUTUAL SER,891080015,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,32653201,
23682,CORDOBA,SAN JOSE DE URE,CCF055,CAJACOPI,812000344,E.S.E. HOSPITAL MONTELIBANO,7439383,
23682,CORDOBA,SAN JOSE DE URE,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,364925,
23682,CORDOBA,SAN JOSE DE URE,EPSS37,NUEVA EPS,900202883,CLINICA BIJAO IPS LTDA,19724795,
23682,CORDOBA,SAN JOSE DE URE,EPSS41,NUEVA EPS,900202883,CLINICA BIJAO IPS LTDA,7450093,
23682,CORDOBA,SAN JOSE DE URE,ESS207,MUTUAL SER,812000344,E.S.E. HOSPITAL MONTELIBANO,97043180,
23686,CORDOBA,SAN PELAYO,CCF055,CAJACOPI,812001550,ESE CAMU DE SAN PELAYO,116630998,
23686,CORDOBA,SAN PELAYO,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,6615729,
23686,CORDOBA,SAN PELAYO,EPSS37,NUEVA EPS,812004251,E.A.T. VIVIR CON SALUD IPS,7031500,
23686,CORDOBA,SAN PELAYO,ESS207,MUTUAL SER,812001550,ESE CAMU DE SAN PELAYO,412075488,
23807,CORDOBA,TIERRALTA,CCF033,EPS FAMILIAR DE COLOMBIA,812004371,FUNDACION SOLIDARIA FUNDASOLIDARIA I.P.S.,2262000,
23807,CORDOBA,TIERRALTA,CCF055,CAJACOPI,812000317,ESE HOSPITAL SAN JOSE DE TIERRALTA,247768555,
23807,CORDOBA,TIERRALTA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,15139464,
23807,CORDOBA,TIERRALTA,ESS024,COOSALUD,812000317,ESE HOSPITAL SAN JOSE DE TIERRALTA,131613267,
23807,CORDOBA,TIERRALTA,ESS207,MUTUAL SER,812000317,ESE HOSPITAL SAN JOSE DE TIERRALTA,483981627,
23807,CORDOBA,TIERRALTA,ESS207,MUTUAL SER,900632220,FUNDACION SALUD INTEGRAL DE COLOMBIA IPS,40597106,
23815,CORDOBA,TUCHIN,CCF055,CAJACOPI,900205591,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,83342406,
23815,CORDOBA,TUCHIN,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,6190965,
23815,CORDOBA,TUCHIN,ESS207,MUTUAL SER,900197010,INSTITUCION PRESTADORA DE SERVICIOS CLINIMAS LTDA,90742170,
23815,CORDOBA,TUCHIN,ESS207,MUTUAL SER,900205591,INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD INDÍGENA MANEXKA IPSI,282734157,
23855,CORDOBA,VALENCIA,CCF033,EPS FAMILIAR DE COLOMBIA,812000300,ESE HOSPITAL SAGRADO CORAZON DE JESUS,2571000,
23855,CORDOBA,VALENCIA,CCF055,CAJACOPI,812000300,ESE HOSPITAL SAGRADO CORAZON DE JESUS,136508916,
23855,CORDOBA,VALENCIA,CCF055,CAJACOPI,900397110,CONSUSALUD DEL CARIBE IPS LTDA,6845278,
23855,CORDOBA,VALENCIA,EPSS37,NUEVA EPS,900518561,SOLUCIONES EN SALUD IPS,12590844,
23855,CORDOBA,VALENCIA,ESS024,COOSALUD,812000300,ESE HOSPITAL SAGRADO CORAZON DE JESUS,37191240,
23855,CORDOBA,VALENCIA,ESS207,MUTUAL SER,812000300,ESE HOSPITAL SAGRADO CORAZON DE JESUS,52258023,
25019,CUNDINAMARCA,ALBAN,EPSS37,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,12032800,
25019,CUNDINAMARCA,ALBAN,EPSS41,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,4106700,
25035,CUNDINAMARCA,ANAPOIMA,EPSS37,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,12942500,
25035,CUNDINAMARCA,ANAPOIMA,EPSS41,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,19933000,
25040,CUNDINAMARCA,ANOLAIMA,EPSS41,NUEVA EPS,832001465,E.S.E. HOSPITAL SAN ANTONIO DE ANOLAIMA,30106100,
25053,CUNDINAMARCA,ARBELAEZ,EPSS37,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,1990800,
25053,CUNDINAMARCA,ARBELAEZ,EPSS41,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,21488000,
25120,CUNDINAMARCA,CABRERA,EPSS37,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,521400,
25120,CUNDINAMARCA,CABRERA,EPSS41,NUEVA EPS,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,805800,
25123,CUNDINAMARCA,CACHIPAY,EPSS37,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,22831500,
25123,CUNDINAMARCA,CACHIPAY,EPSS41,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,16988000,
25126,CUNDINAMARCA,CAJICA,EPSS37,NUEVA EPS,832002436,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,6986000,
25126,CUNDINAMARCA,CAJICA,EPSS37,NUEVA EPS,860007336,CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO,3259663,
25126,CUNDINAMARCA,CAJICA,EPSS41,NUEVA EPS,832002436,ESE HOSPITAL PROFESOR JORGE CAVELIER -I- NIVEL DE ATENCION CAJICA,21266000,
25175,CUNDINAMARCA,CHIA,EPSS10,SURAMERICANA,800200789,CLINICA CHIA S.A.S.,25664880,
25175,CUNDINAMARCA,CHIA,EPSS37,NUEVA EPS,899999156,E.S.E. HOSPITAL SAN ANTONIO CHIA,7568000,
25175,CUNDINAMARCA,CHIA,EPSS41,NUEVA EPS,899999156,E.S.E. HOSPITAL SAN ANTONIO CHIA,37168000,
25181,CUNDINAMARCA,CHOACHI,EPSS37,NUEVA EPS,800174375,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,1188000,
25181,CUNDINAMARCA,CHOACHI,EPSS41,NUEVA EPS,800174375,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,17820000,
25183,CUNDINAMARCA,CHOCONTA,EPSS37,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,1419000,
25183,CUNDINAMARCA,CHOCONTA,EPSS41,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,59383500,
25200,CUNDINAMARCA,COGUA,EPSS37,NUEVA EPS,899999032,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,864000,
25200,CUNDINAMARCA,COGUA,EPSS41,NUEVA EPS,899999032,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,16880000,
25214,CUNDINAMARCA,COTA,EPSS37,NUEVA EPS,899999156,E.S.E. HOSPITAL SAN ANTONIO CHIA,400000,
25214,CUNDINAMARCA,COTA,EPSS41,NUEVA EPS,899999156,E.S.E. HOSPITAL SAN ANTONIO CHIA,7904000,
25224,CUNDINAMARCA,CUCUNUBA,EPSS37,NUEVA EPS,832010240,E.S.E. CENTRO DE SALUD CUCUNUBA,1768500,
25224,CUNDINAMARCA,CUCUNUBA,EPSS41,NUEVA EPS,832010240,E.S.E. CENTRO DE SALUD CUCUNUBA,13324500,
25245,CUNDINAMARCA,EL COLEGIO,EPSS37,NUEVA EPS,860020094,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE EL COLEGIO,27432900,
25245,CUNDINAMARCA,EL COLEGIO,EPSS41,NUEVA EPS,860020094,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE EL COLEGIO,43863300,
25258,CUNDINAMARCA,EL PEÑOL,EPSS41,NUEVA EPS,900129296,EMPRESA SOCIAL DEL ESTADO CAYETANO MARIA DE ROJAS,13439200,
25269,CUNDINAMARCA,FACATATIVA,EPSS37,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,9649900,
25269,CUNDINAMARCA,FACATATIVA,EPSS41,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,59876700,
25279,CUNDINAMARCA,FOMEQUE,EPSS37,NUEVA EPS,800174375,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,4422000,
25279,CUNDINAMARCA,FOMEQUE,EPSS41,NUEVA EPS,800174375,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,21879000,
25281,CUNDINAMARCA,FOSCA,EPSS37,NUEVA EPS,832007272,CENTRO DE SALUD DE FOSCA E.S.E.,1178000,
25281,CUNDINAMARCA,FOSCA,EPSS41,NUEVA EPS,832007272,CENTRO DE SALUD DE FOSCA E.S.E.,22986500,
25286,CUNDINAMARCA,FUNZA,EPSS37,NUEVA EPS,860007336,CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO,3395816,
25286,CUNDINAMARCA,FUNZA,EPSS37,NUEVA EPS,900750333,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,6699300,
25286,CUNDINAMARCA,FUNZA,EPSS41,NUEVA EPS,900750333,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,26911300,
25288,CUNDINAMARCA,FUQUENE,EPSS37,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,232000,
25288,CUNDINAMARCA,FUQUENE,EPSS41,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,22359000,
25290,CUNDINAMARCA,FUSAGASUGA,EPSS37,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,44416802,
25290,CUNDINAMARCA,FUSAGASUGA,EPSS41,NUEVA EPS,890680025,E.S.E. HOSPITAL SAN RAFAEL DE FUSAGASUGA,125453343,
25295,CUNDINAMARCA,GACHANCIPA,EPSS37,NUEVA EPS,899999158,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,4016000,
25295,CUNDINAMARCA,GACHANCIPA,EPSS41,NUEVA EPS,899999158,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO,9216000,
25307,CUNDINAMARCA,GIRARDOT,EPSS02,SALUD TOTAL,800003765,VIRREY SOLIS IPS SA,384766485,
25307,CUNDINAMARCA,GIRARDOT,EPSS02,SALUD TOTAL,830027578,TORRES Y JARAMILLO S.A.S,37646665,
25307,CUNDINAMARCA,GIRARDOT,EPSS02,SALUD TOTAL,860024030,EMPRESA SOCIAL DEL ESTADO HOSPITAL DIOGENES TRONCOSO DE PUERTO SALGAR,25290000,
25307,CUNDINAMARCA,GIRARDOT,EPSS02,SALUD TOTAL,890680031,E.S.E. HOSPITAL SAN ANTONIO DE ARBELAEZ,98013000,
25307,CUNDINAMARCA,GIRARDOT,EPSS02,SALUD TOTAL,890680032,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE VIOTA,89977300,
25307,CUNDINAMARCA,GIRARDOT,EPSS02,SALUD TOTAL,890701033,E.S.E. HOSPITAL SAN RAFAEL DE EL ESPINAL EMPRESA SOCIAL DEL ESTADO,44402898,
25307,CUNDINAMARCA,GIRARDOT,EPSS02,SALUD TOTAL,890701300,HOSPITAL SAN CARLOS ESE SALDAÑA TOLIMA,21443366,
25317,CUNDINAMARCA,GUACHETA,EPSS37,NUEVA EPS,800204497,ESE HOSPITAL SAN JOSE DE GUACHETA,8651500,
25322,CUNDINAMARCA,GUASCA,EPSS37,NUEVA EPS,860035447,E.S.E. HOSPITAL SAN ANTONIO DE GUATAVITA,2146000,
25326,CUNDINAMARCA,GUATAVITA,EPSS37,NUEVA EPS,860035447,E.S.E. HOSPITAL SAN ANTONIO DE GUATAVITA,594500,
25328,CUNDINAMARCA,GUAYABAL DE SIQUIMA,EPSS37,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,135200,
25328,CUNDINAMARCA,GUAYABAL DE SIQUIMA,EPSS41,NUEVA EPS,899999151,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,845000,
25386,CUNDINAMARCA,LA MESA,EPSS37,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,26768500,
25386,CUNDINAMARCA,LA MESA,EPSS41,NUEVA EPS,890680027,E.S.E. HOSPITAL PEDRO LEON ALVAREZ DIAZ,31139500,
25394,CUNDINAMARCA,LA PALMA,EPSS37,NUEVA EPS,899999165,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,221200,
25394,CUNDINAMARCA,LA PALMA,EPSS41,NUEVA EPS,899999165,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,28961400,
25398,CUNDINAMARCA,LA PEÑA,EPSS37,NUEVA EPS,860015929,E.S.E. HOSPITAL SALAZAR VILLETA,99000,
25398,CUNDINAMARCA,LA PEÑA,EPSS41,NUEVA EPS,860015929,E.S.E. HOSPITAL SALAZAR VILLETA,577500,
25402,CUNDINAMARCA,LA VEGA,EPSS37,NUEVA EPS,900807482,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE LA VEGA,15720000,
25407,CUNDINAMARCA,LENGUAZAQUE,EPSS37,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,478500,
25407,CUNDINAMARCA,LENGUAZAQUE,EPSS41,NUEVA EPS,899999147,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,34510000,
25426,CUNDINAMARCA,MACHETA,EPSS37,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,66000,
25426,CUNDINAMARCA,MACHETA,EPSS41,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,5874000,
25426,CUNDINAMARCA,MACHETA,ESS024,COOSALUD,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,68988954,
25436,CUNDINAMARCA,MANTA,EPSS37,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,33000,
25436,CUNDINAMARCA,MANTA,EPSS41,NUEVA EPS,860024766,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD CENTRO ORIENTE ALMEIDAS,610500,
25473,CUNDINAMARCA,MOSQUERA,EPSS37,NUEVA EPS,800200789,CLINICA CHIA S.A.S.,5366407,
25473,CUNDINAMARCA,MOSQUERA,EPSS37,NUEVA EPS,832010436,HOSPITAL MARIA AUXILIADORA EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE MOSQUERA,5670000,
25473,CUNDINAMARCA,MOSQUERA,EPSS41,NUEVA EPS,832010436,HOSPITAL MARIA AUXILIADORA EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE MOSQUERA,35550000,
